,akademi,allmoge,allmän,annan,annorlunda,artikel,begrepp,bilda,byta,del,dela,delta,ekonomi,ekonomisk,epok,era,europa,europeisk,finland,finne,finsk,folk,form,fred,fråga,furstendöme,förbi,fördrag,förena,föreställning,författning,förra,förändring,gemensam,general,geografisk,gestalt,grundlag,gräns,hertig,hertigdöme,historia,historisk,inre,inrikes,intresse,jämförelse,karta,kejsare,kombinera,koncept,konstitution,krig,kung,lag,land,liberal,lokal,makt,marskalk,medborgare,medeltid,medlem,modern,monark,mynt,napoleon,nation,offentlig,officiell,olik,område,parlament,penning,period,petersburg,politik,princip,protest,provins,publicera,regel,regent,regering,regeringsform,representation,rike,riksdag,ryss,ryssland,rättighet,samband,samfund,sedel,sekel,senat,skandinavien,skapa,skilja,språk,stat,styre,styresman,ställning,stånd,stödja,stötta,swensk,system,territorium,tid,tidig,trakt,universitet,valuta,ämbetsman,århundrade,överenskommelse
liberal,0.27814432978630066,0.3127839267253876,0.37180623412132263,0.33085277676582336,0.46962904930114746,0.43794551491737366,0.528569757938385,0.548069179058075,0.3184804618358612,0.26876381039619446,0.31917354464530945,0.3184935450553894,0.47761350870132446,0.6195347309112549,0.6887040734291077,0.34497371315956116,0.5078136324882507,0.5830731391906738,0.26842963695526123,0.2060873657464981,0.2858198583126068,0.3440552055835724,0.46540525555610657,0.3902696967124939,0.4436982274055481,0.6297745108604431,0.3782960772514343,0.6505434513092041,0.4340006113052368,0.550495982170105,0.3029979467391968,0.267404705286026,0.47474756836891174,0.3852485418319702,0.2790098190307617,0.5830217003822327,0.7490084767341614,0.70390784740448,0.36746397614479065,0.3093514144420624,0.6255685687065125,0.32989007234573364,0.5389699339866638,0.4177841544151306,0.2857957184314728,0.5817099213600159,0.6512914299964905,0.3229707181453705,0.404572069644928,0.6082684993743896,0.4752389192581177,0.682321310043335,0.403339684009552,0.25137725472450256,0.31809619069099426,0.34646397829055786,1.0,0.6248048543930054,0.5504526495933533,0.478685587644577,0.43345385789871216,0.5515283346176147,0.5046351552009583,0.2793028950691223,0.6258006691932678,0.34722909331321716,0.4510774612426758,0.4940284192562103,0.28631749749183655,0.6120040416717529,0.5016851425170898,0.5837811231613159,0.4372774362564087,0.243089959025383,0.6883010268211365,0.2625352740287781,0.643507719039917,0.701404333114624,0.6713469624519348,0.4294244349002838,0.6416017413139343,0.5648562908172607,0.4897913932800293,0.44246184825897217,0.6014347672462463,0.34600165486335754,0.30772045254707336,0.2107601910829544,0.4229014813899994,0.5185320377349854,0.3154122531414032,0.719143807888031,0.4855436682701111,0.19134676456451416,0.6356145143508911,0.5054829120635986,0.6539682149887085,0.731005072593689,0.4804857671260834,0.34645700454711914,0.3881235718727112,0.5254112482070923,0.6125532388687134,0.4149361848831177,0.24733276665210724,0.4367120862007141,0.35569101572036743,0.28684890270233154,0.6393042802810669,0.6364136338233948,0.29085519909858704,0.3949962556362152,0.31265243887901306,0.6332499980926514,0.5450274348258972,0.4718349575996399,0.4947283864021301,0.3997991681098938
lokal,0.37991344928741455,0.4300996661186218,0.32605278491973877,0.30658018589019775,0.456460565328598,0.38430652022361755,0.44118261337280273,0.5075631141662598,0.37589359283447266,0.33673202991485596,0.2788957357406616,0.3464490473270416,0.59732985496521,0.7322181463241577,0.6575884819030762,0.41816139221191406,0.39152681827545166,0.6095746755599976,0.3684496283531189,0.25040003657341003,0.4031078517436981,0.3300365209579468,0.40719661116600037,0.2522411644458771,0.514870822429657,0.7002376317977905,0.3433254361152649,0.5983812212944031,0.32657596468925476,0.4983084797859192,0.3757442533969879,0.33292919397354126,0.44032207131385803,0.3548307716846466,0.33344152569770813,0.6792928576469421,0.6719844937324524,0.6073153614997864,0.39810019731521606,0.29208236932754517,0.6371587514877319,0.3308885097503662,0.5487925410270691,0.4130251407623291,0.3367556929588318,0.6062211990356445,0.6387767791748047,0.4511927664279938,0.3236364722251892,0.5573338270187378,0.5666943788528442,0.5731813311576843,0.4105079174041748,0.29066386818885803,0.30762776732444763,0.3688243627548218,0.6248048543930054,0.9999999403953552,0.5257907509803772,0.5067587494850159,0.41259533166885376,0.7318840622901917,0.4166138470172882,0.3212701976299286,0.48330065608024597,0.33710646629333496,0.45036157965660095,0.41718611121177673,0.3441382944583893,0.5086671710014343,0.5475605726242065,0.6244110465049744,0.4207782745361328,0.3149304986000061,0.7006527781486511,0.32029300928115845,0.5312694907188416,0.6517962217330933,0.6611982583999634,0.4309590756893158,0.6037898063659668,0.5879231691360474,0.4687363803386688,0.37283509969711304,0.6053175926208496,0.444082647562027,0.3021024167537689,0.2991894781589508,0.48039302229881287,0.4566847085952759,0.32808393239974976,0.63361656665802,0.4604146182537079,0.3101712465286255,0.6097976565361023,0.5044636130332947,0.666356086730957,0.6818400025367737,0.4659229815006256,0.35364747047424316,0.36134570837020874,0.6018344163894653,0.597042441368103,0.4218592047691345,0.30949077010154724,0.4183390438556671,0.42633602023124695,0.3828278183937073,0.4837968945503235,0.740487277507782,0.3354381322860718,0.4513060748577118,0.3288860321044922,0.5867371559143066,0.5640630722045898,0.4765579402446747,0.5599425435066223,0.45038148760795593
makt,0.24979858100414276,0.25068551301956177,0.2104373425245285,0.21083833277225494,0.39023488759994507,0.36194929480552673,0.38960281014442444,0.3585297763347626,0.23366139829158783,0.2685468792915344,0.29190728068351746,0.22782324254512787,0.42891186475753784,0.5185633897781372,0.5559046864509583,0.28714969754219055,0.5563461780548096,0.5988511443138123,0.29353466629981995,0.08246014267206192,0.21940846741199493,0.28560397028923035,0.3179740011692047,0.3937000036239624,0.40270480513572693,0.5631827712059021,0.2422269582748413,0.5360354781150818,0.4139527678489685,0.49461206793785095,0.3790740370750427,0.24192549288272858,0.4370937943458557,0.45286238193511963,0.24241796135902405,0.5107014775276184,0.549344003200531,0.5791303515434265,0.47708481550216675,0.3207360506057739,0.5994133949279785,0.3169686198234558,0.38907402753829956,0.367570698261261,0.23761026561260223,0.49231594800949097,0.5445154905319214,0.2846757471561432,0.490879088640213,0.43918097019195557,0.2933542728424072,0.5235716700553894,0.5080370903015137,0.31635817885398865,0.42135125398635864,0.3569508194923401,0.5504526495933533,0.5257907509803772,1.0,0.38986706733703613,0.4305126965045929,0.4667088985443115,0.45728594064712524,0.19713516533374786,0.5790954828262329,0.2867666482925415,0.4736908972263336,0.550517737865448,0.2481696456670761,0.402100533246994,0.3762759864330292,0.4373268187046051,0.3128776252269745,0.19476261734962463,0.43599843978881836,0.29701611399650574,0.5176548957824707,0.5728148818016052,0.497113972902298,0.5201670527458191,0.5074954628944397,0.41114646196365356,0.5285834670066833,0.39632174372673035,0.5453646183013916,0.3441057503223419,0.42082029581069946,0.28724464774131775,0.3005370497703552,0.5992571711540222,0.3541872501373291,0.5893306136131287,0.43125855922698975,0.17392168939113617,0.46102553606033325,0.42678022384643555,0.5229817032814026,0.5148414969444275,0.3889526426792145,0.21780742704868317,0.5266790390014648,0.3502359092235565,0.4710071384906769,0.3856242597103119,0.2294401079416275,0.3654775023460388,0.19964635372161865,0.2009010910987854,0.5295392274856567,0.502732515335083,0.21329768002033234,0.2967284619808197,0.2651090621948242,0.43312254548072815,0.4171983301639557,0.4175441265106201,0.44084715843200684,0.3156503438949585
marskalk,0.38473182916641235,0.26117002964019775,0.23763026297092438,0.18899983167648315,0.26868394017219543,0.3922380208969116,0.3647492229938507,0.3596370816230774,0.1841880977153778,0.2962443232536316,0.25868815183639526,0.20141713321208954,0.5946751832962036,0.5441303253173828,0.5163282155990601,0.325094997882843,0.3431914746761322,0.38702747225761414,0.3744003474712372,0.1954445242881775,0.43275487422943115,0.21587778627872467,0.26743853092193604,0.29475992918014526,0.36464211344718933,0.5912309288978577,0.35445961356163025,0.5588858127593994,0.29667529463768005,0.42758288979530334,0.2011810541152954,0.22381427884101868,0.3147551715373993,0.3086436092853546,0.5607764720916748,0.5897419452667236,0.5405639410018921,0.47637829184532166,0.37487444281578064,0.5513896346092224,0.6748814582824707,0.3073955476284027,0.44958603382110596,0.21785052120685577,0.3458430767059326,0.31733474135398865,0.515130877494812,0.3791951835155487,0.49240460991859436,0.6504815220832825,0.5236698389053345,0.5183945298194885,0.3122565448284149,0.24288985133171082,0.1675742268562317,0.24758782982826233,0.478685587644577,0.5067587494850159,0.38986706733703613,1.0,0.2986205220222473,0.6416754722595215,0.4538087844848633,0.15109467506408691,0.45487526059150696,0.222896009683609,0.6331191062927246,0.3114612102508545,0.34194356203079224,0.6357377171516418,0.3018234074115753,0.48776957392692566,0.45515674352645874,0.1968352496623993,0.5421101450920105,0.5271356701850891,0.38617298007011414,0.44559797644615173,0.5775265097618103,0.42675238847732544,0.5707011818885803,0.3531436026096344,0.525752604007721,0.35765618085861206,0.4587388336658478,0.3908050060272217,0.3392907977104187,0.31774812936782837,0.5439062118530273,0.5199289321899414,0.18664824962615967,0.4762326180934906,0.3072933554649353,0.18053993582725525,0.4494071304798126,0.6423503756523132,0.6070635318756104,0.436667263507843,0.35086169838905334,0.30864426493644714,0.2922206521034241,0.43869611620903015,0.4127633571624756,0.4335477948188782,0.21402129530906677,0.3921450078487396,0.4774376153945923,0.39776739478111267,0.4244929552078247,0.6188890933990479,0.25801602005958557,0.42506858706474304,0.2572590410709381,0.5129643678665161,0.3276696503162384,0.4426921308040619,0.47971874475479126,0.34226012229919434
medborgare,0.23565702140331268,0.36336269974708557,0.3167831003665924,0.10591393709182739,0.22876626253128052,0.2783130705356598,0.35922080278396606,0.464070200920105,0.17028456926345825,0.12013664841651917,0.3371356129646301,0.15387403964996338,0.35350772738456726,0.4235653877258301,0.40839123725891113,0.2659637928009033,0.3646034598350525,0.43337851762771606,0.22570599615573883,0.11528559029102325,0.16475670039653778,0.4036303162574768,0.24197714030742645,0.27757593989372253,0.289945125579834,0.3798777461051941,0.11003262549638748,0.4427475929260254,0.3191410303115845,0.3453148901462555,0.24500873684883118,0.14139597117900848,0.24349842965602875,0.41194647550582886,0.24982504546642303,0.4190002977848053,0.4795929789543152,0.4896124303340912,0.3380257189273834,0.2345627099275589,0.4216903746128082,0.25137975811958313,0.3504662811756134,0.25910335779190063,0.16653333604335785,0.4845396876335144,0.4174897372722626,0.17190717160701752,0.30131012201309204,0.26682013273239136,0.3119957745075226,0.3475387394428253,0.25067123770713806,0.26906880736351013,0.281792014837265,0.25105300545692444,0.43345385789871216,0.41259533166885376,0.4305126965045929,0.2986205220222473,1.0,0.4198223352432251,0.5468403100967407,0.16538597643375397,0.42909932136535645,0.23223820328712463,0.27777162194252014,0.48494061827659607,0.1594352126121521,0.2483922839164734,0.2948742210865021,0.31614410877227783,0.3004487156867981,0.22267398238182068,0.4234393537044525,0.20252320170402527,0.453021377325058,0.43488603830337524,0.3995611369609833,0.3322426676750183,0.42063066363334656,0.3582332134246826,0.49955934286117554,0.29126468300819397,0.434217631816864,0.33806338906288147,0.28452539443969727,0.1988748461008072,0.2011936604976654,0.2920072376728058,0.2741653025150299,0.515796959400177,0.5082902312278748,0.11065572500228882,0.4607452154159546,0.339306503534317,0.48387470841407776,0.45996999740600586,0.2848653793334961,0.2862754166126251,0.3214176297187805,0.31900882720947266,0.5065935850143433,0.3081814646720886,0.24867239594459534,0.2653919756412506,0.20008033514022827,0.2504722774028778,0.3553701937198639,0.3530356287956238,0.2163148671388626,0.1990896314382553,0.1302870810031891,0.3892172873020172,0.37760239839553833,0.5501684546470642,0.3523971140384674,0.3472369909286499
medeltid,0.4700656533241272,0.4292239546775818,0.35114210844039917,0.26945966482162476,0.3426648676395416,0.48366791009902954,0.41518473625183105,0.4391258656978607,0.27353689074516296,0.3900730609893799,0.34567388892173767,0.2523946166038513,0.7178093194961548,0.7487431168556213,0.6806637644767761,0.3898472487926483,0.39210066199302673,0.5451217889785767,0.4045596718788147,0.270347535610199,0.5118297934532166,0.2932282090187073,0.3714471161365509,0.2719637453556061,0.4549251198768616,0.7053481936454773,0.32313862442970276,0.6505260467529297,0.33016812801361084,0.4409054219722748,0.4568238854408264,0.2955973148345947,0.42706549167633057,0.3644023537635803,0.3852858245372772,0.7667853832244873,0.652069628238678,0.6334772706031799,0.40660929679870605,0.3981442451477051,0.6658559441566467,0.4984070658683777,0.6162099242210388,0.354293555021286,0.39614737033843994,0.5336273908615112,0.6167191863059998,0.5343322157859802,0.3477391004562378,0.6185060143470764,0.6763402223587036,0.535664439201355,0.4064682126045227,0.41235285997390747,0.3461155593395233,0.2587558925151825,0.5515283346176147,0.7318840622901917,0.4667088985443115,0.6416754722595215,0.4198223352432251,0.9999999403953552,0.4639420211315155,0.29201337695121765,0.4337534010410309,0.3531995117664337,0.5519359111785889,0.4066208004951477,0.4063054323196411,0.5668192505836487,0.4410487711429596,0.6003542542457581,0.4643438160419464,0.22829177975654602,0.7247567772865295,0.3905280828475952,0.5231800079345703,0.6131865382194519,0.6983505487442017,0.40172651410102844,0.593315839767456,0.554466962814331,0.5103912949562073,0.37273168563842773,0.6116158366203308,0.5301796197891235,0.3187931180000305,0.45707887411117554,0.48221302032470703,0.5064736604690552,0.37245309352874756,0.652892529964447,0.49723565578460693,0.244341179728508,0.6427136063575745,0.5307531356811523,0.7705953121185303,0.610088050365448,0.4750785827636719,0.3777012825012207,0.35742512345314026,0.6423673629760742,0.5749843120574951,0.39345940947532654,0.2974724769592285,0.4272899031639099,0.5215051174163818,0.5668975710868835,0.5021781921386719,0.7091215252876282,0.363626629114151,0.3772890865802765,0.29923373460769653,0.6168451309204102,0.4800110161304474,0.45560240745544434,0.6765206456184387,0.4121512174606323
medlem,0.45147398114204407,0.4004182517528534,0.339907705783844,0.10907800495624542,0.21208088099956512,0.38222581148147583,0.3154219090938568,0.563258945941925,0.17585156857967377,0.25049638748168945,0.3887938857078552,0.22081950306892395,0.5345369577407837,0.4786060154438019,0.6010725498199463,0.24255450069904327,0.4673447906970978,0.4458214342594147,0.31958407163619995,0.16932432353496552,0.33525073528289795,0.2836219072341919,0.2778312861919403,0.2460198700428009,0.307067334651947,0.4490608274936676,0.13490566611289978,0.5143150687217712,0.3820555508136749,0.4301506578922272,0.25967004895210266,0.13062895834445953,0.37520188093185425,0.40219783782958984,0.2528228461742401,0.5483354926109314,0.4881410598754883,0.5240301489830017,0.3415067493915558,0.3705081045627594,0.48032280802726746,0.3861064612865448,0.43454688787460327,0.3588010370731354,0.29067105054855347,0.46440258622169495,0.4628444314002991,0.2889415919780731,0.3570398986339569,0.32996949553489685,0.35148561000823975,0.4569762647151947,0.2981953024864197,0.28885361552238464,0.24463994801044464,0.29127058386802673,0.5046351552009583,0.4166138470172882,0.45728594064712524,0.4538087844848633,0.5468403100967407,0.4639420211315155,1.0,0.21546803414821625,0.5072707533836365,0.23775134980678558,0.38585928082466125,0.43534404039382935,0.28858625888824463,0.30923566222190857,0.30325061082839966,0.36088991165161133,0.30500781536102295,0.11705754697322845,0.5174543857574463,0.25632235407829285,0.505807638168335,0.5336517691612244,0.4841617941856384,0.4620318114757538,0.469391793012619,0.4017607867717743,0.5161561369895935,0.2839808166027069,0.5666138529777527,0.4216565787792206,0.3988021910190582,0.33469629287719727,0.24294938147068024,0.39359962940216064,0.2629469335079193,0.5220875144004822,0.6261426210403442,0.1292622834444046,0.5383113622665405,0.469897598028183,0.5792244076728821,0.4708971381187439,0.3127489984035492,0.3214032053947449,0.41163623332977295,0.39626994729042053,0.5506758689880371,0.2418321818113327,0.4003291130065918,0.21479667723178864,0.22026318311691284,0.40419021248817444,0.4943614900112152,0.4348375201225281,0.19996187090873718,0.2685721516609192,0.23387004435062408,0.5137422680854797,0.3401734232902527,0.6076681017875671,0.4854814410209656,0.2842771112918854
modern,0.24338439106941223,0.055717818439006805,0.1184784322977066,0.0941181629896164,0.10309046506881714,0.11666887253522873,0.2230905294418335,0.2655130624771118,0.40834468603134155,0.11579622328281403,0.14811056852340698,0.10260376334190369,0.34086284041404724,0.4007546007633209,0.3189608156681061,0.1720636636018753,0.16929273307323456,0.2566005289554596,0.1259007453918457,0.4359061121940613,0.27157217264175415,0.037892065942287445,0.37522900104522705,0.13239319622516632,0.1931971311569214,0.3533216416835785,0.025177741423249245,0.21405655145645142,0.16262851655483246,0.2072899043560028,0.07017655670642853,0.03748562932014465,0.2619192600250244,0.19509565830230713,0.06364009529352188,0.40295830368995667,0.3234732449054718,0.212551549077034,0.14992617070674896,0.1094355657696724,0.1663239598274231,0.34872180223464966,0.28386062383651733,0.2181609869003296,0.16748858988285065,0.23183301091194153,0.16987662017345428,0.41103431582450867,0.14557254314422607,0.21910423040390015,0.5036938786506653,0.14485201239585876,0.13123875856399536,0.12923486530780792,0.10240378230810165,0.11096871644258499,0.2793028950691223,0.3212701976299286,0.19713516533374786,0.15109467506408691,0.16538597643375397,0.29201337695121765,0.21546803414821625,1.0,0.2614986300468445,0.2012168914079666,0.17938555777072906,0.14167769253253937,0.11787141859531403,0.15476401150226593,0.30805808305740356,0.1696086972951889,0.14168918132781982,0.019490892067551613,0.29597926139831543,0.1605035662651062,0.2139051854610443,0.3021422326564789,0.3201453387737274,0.1341908574104309,0.1284438520669937,0.26743248105049133,0.09746210277080536,0.13923554122447968,0.2181633710861206,0.28000515699386597,0.1078554168343544,0.20723098516464233,0.23159191012382507,0.19320444762706757,0.12198895961046219,0.25838372111320496,0.234640434384346,0.09416796267032623,0.21969901025295258,0.1756362020969391,0.3320746123790741,0.2987966537475586,0.23805195093154907,0.25804662704467773,0.12217368185520172,0.520713210105896,0.20960137248039246,0.17313914000988007,0.15003038942813873,0.1773921251296997,0.3937206566333771,0.32143205404281616,0.2593744099140167,0.3028526306152344,0.09604497998952866,0.16030454635620117,0.14491024613380432,0.21498988568782806,0.16836930811405182,0.16661693155765533,0.3098866939544678,0.2350742518901825
monark,0.2593740224838257,0.21966591477394104,0.27973082661628723,0.22597043216228485,0.38861313462257385,0.35600751638412476,0.47552454471588135,0.46731191873550415,0.25558093190193176,0.22912423312664032,0.3211456537246704,0.24288475513458252,0.3368707597255707,0.46699780225753784,0.5855311751365662,0.3080454170703888,0.5212178826332092,0.5045474171638489,0.18253789842128754,0.08414620906114578,0.09334859251976013,0.3093929588794708,0.42739030718803406,0.4165710210800171,0.42736220359802246,0.6088212728500366,0.3199414312839508,0.6481661796569824,0.3985874354839325,0.4952200651168823,0.26370397210121155,0.17366346716880798,0.4474259614944458,0.493692010641098,0.31466662883758545,0.48974937200546265,0.6317822933197021,0.5669435262680054,0.4266776740550995,0.3707549273967743,0.5445437431335449,0.25347021222114563,0.30818748474121094,0.2835293710231781,0.1613357663154602,0.46217748522758484,0.6097506284713745,0.20668864250183105,0.5347350835800171,0.5047795176506042,0.31904515624046326,0.616952121257782,0.42055535316467285,0.3798719346523285,0.3201766610145569,0.32802510261535645,0.6258006691932678,0.48330065608024597,0.5790954828262329,0.45487526059150696,0.42909932136535645,0.4337534010410309,0.5072707533836365,0.2614986300468445,1.0,0.24260644614696503,0.5590919852256775,0.4771285653114319,0.32500365376472473,0.44747787714004517,0.3609159588813782,0.4721032381057739,0.4221167266368866,0.19753605127334595,0.5426023602485657,0.2493787556886673,0.5104324221611023,0.5974385142326355,0.508452296257019,0.4895862638950348,0.5409670472145081,0.39850735664367676,0.5889749526977539,0.43652334809303284,0.5464023947715759,0.39643141627311707,0.38487401604652405,0.31075379252433777,0.46452629566192627,0.5623025298118591,0.2930566668510437,0.6033361554145813,0.47380903363227844,0.18416136503219604,0.5513426065444946,0.5178996920585632,0.5683234333992004,0.5711607336997986,0.4229894280433655,0.16671660542488098,0.42449724674224854,0.4495069682598114,0.5111782550811768,0.4558402895927429,0.3044249713420868,0.4172202944755554,0.26462483406066895,0.20725029706954956,0.5889167189598083,0.5527274012565613,0.23114922642707825,0.4123445153236389,0.20182999968528748,0.5580973625183105,0.4450400471687317,0.3963141143321991,0.4150480329990387,0.3344080150127411
mynt,0.192548930644989,0.18444594740867615,0.11957181245088577,0.1616259515285492,0.35191914439201355,0.3718656003475189,0.22906538844108582,0.1794084757566452,0.236352801322937,0.2315293550491333,0.20283569395542145,0.19313758611679077,0.3524394631385803,0.440828800201416,0.42959508299827576,0.38050708174705505,0.2793590724468231,0.33238154649734497,0.046346187591552734,0.10274755954742432,0.18842679262161255,0.16302336752414703,0.3179609775543213,0.20678478479385376,0.21430225670337677,0.3818162977695465,0.15602737665176392,0.2826347053050995,0.07971387356519699,0.15508124232292175,0.20326927304267883,0.1704227477312088,0.3188587427139282,0.22794145345687866,0.16321124136447906,0.3932555913925171,0.30318164825439453,0.35276883840560913,0.27882254123687744,0.1476968675851822,0.32802096009254456,0.22120949625968933,0.28283682465553284,0.129742830991745,0.1398160606622696,0.4389302432537079,0.2922348976135254,0.37282130122184753,0.20122960209846497,0.27562135457992554,0.3412545323371887,0.27376285195350647,0.1492869257926941,0.16616621613502502,0.2163899540901184,0.20494267344474792,0.34722909331321716,0.33710646629333496,0.2867666482925415,0.222896009683609,0.23223820328712463,0.3531995117664337,0.23775134980678558,0.2012168914079666,0.24260644614696503,0.9999999403953552,0.14379476010799408,0.23163998126983643,0.23163439333438873,0.27772533893585205,0.2584274709224701,0.3899706304073334,0.19503429532051086,0.3842092752456665,0.30723339319229126,0.07805441319942474,0.30192747712135315,0.3845272362232208,0.3412455916404724,0.2993173897266388,0.34641584753990173,0.26877814531326294,0.20858827233314514,0.30233463644981384,0.34251901507377625,0.351473331451416,0.12468551099300385,0.15940627455711365,0.24686676263809204,0.25942176580429077,0.22658884525299072,0.35229575634002686,0.27600762248039246,0.5219250917434692,0.26600414514541626,0.211105078458786,0.33335548639297485,0.24373582005500793,0.2998204231262207,0.1596432626247406,0.2738186717033386,0.4510653018951416,0.18336543440818787,0.22166447341442108,0.16895407438278198,0.29676851630210876,0.3474677801132202,0.20668773353099823,0.29894503951072693,0.39698728919029236,0.17786088585853577,0.07815791666507721,0.1935248076915741,0.2399470955133438,0.44637978076934814,0.26913759112358093,0.2716364562511444,0.30552807450294495
napoleon,0.2697218954563141,0.10653532296419144,0.2739991843700409,0.12980492413043976,0.2561158239841461,0.3259010314941406,0.42827725410461426,0.3199261724948883,0.19281955063343048,0.2700653672218323,0.24513858556747437,0.15172900259494781,0.44519156217575073,0.45742350816726685,0.5427300333976746,0.24336868524551392,0.4161691963672638,0.3920990526676178,0.30134761333465576,0.0584120936691761,0.26979997754096985,0.29699739813804626,0.23161610960960388,0.3759816586971283,0.38618388772010803,0.5316399931907654,0.3037166893482208,0.5997324585914612,0.2532920837402344,0.44377973675727844,0.29143035411834717,0.17953360080718994,0.35710445046424866,0.31961485743522644,0.40423765778541565,0.48481789231300354,0.52634197473526,0.506521999835968,0.4007607698440552,0.5234378576278687,0.5701621174812317,0.3441298007965088,0.4160400629043579,0.1847284436225891,0.2800295054912567,0.26385602355003357,0.49499180912971497,0.25201982259750366,0.5364460349082947,0.5917863845825195,0.336088627576828,0.5206063985824585,0.43954551219940186,0.3484170138835907,0.17515242099761963,0.2141716182231903,0.4510774612426758,0.45036157965660095,0.4736908972263336,0.6331191062927246,0.27777162194252014,0.5519359111785889,0.38585928082466125,0.17938555777072906,0.5590919852256775,0.14379476010799408,1.0,0.4076589345932007,0.27355724573135376,0.609479546546936,0.19156435132026672,0.41146597266197205,0.40351736545562744,0.11754406988620758,0.5129830837249756,0.4350126385688782,0.45886388421058655,0.4218306541442871,0.5032438635826111,0.43048417568206787,0.5316663980484009,0.3170788884162903,0.5686478614807129,0.41229864954948425,0.44452157616615295,0.291326105594635,0.30526331067085266,0.31470972299575806,0.4815570116043091,0.6160356998443604,0.24168770015239716,0.4835279881954193,0.29446765780448914,0.06109778210520744,0.47620105743408203,0.6013098955154419,0.5630018711090088,0.42637214064598083,0.26321229338645935,0.17877963185310364,0.36018338799476624,0.31365054845809937,0.37194105982780457,0.38899341225624084,0.18585370481014252,0.3172459900379181,0.3240799903869629,0.2692810893058777,0.4867933988571167,0.4985596835613251,0.14744307100772858,0.44844093918800354,0.21731121838092804,0.5226091742515564,0.3066507875919342,0.22108018398284912,0.46043822169303894,0.2609715759754181
nation,0.2573804259300232,0.27011439204216003,0.29288238286972046,0.12460663169622421,0.31547701358795166,0.34496739506721497,0.39395469427108765,0.33918213844299316,0.13280850648880005,0.1891288161277771,0.20948880910873413,0.2002105712890625,0.38366132974624634,0.41468602418899536,0.4748847782611847,0.22307729721069336,0.5032652616500854,0.49303489923477173,0.25044676661491394,0.06296392530202866,0.22631561756134033,0.3389515280723572,0.21527166664600372,0.2633059620857239,0.28923851251602173,0.4494793117046356,0.13478055596351624,0.48340868949890137,0.3319438099861145,0.47261855006217957,0.28945624828338623,0.2280931919813156,0.3644537329673767,0.4307156205177307,0.21534034609794617,0.4060249328613281,0.44132861495018005,0.5348629951477051,0.3665354251861572,0.3037044405937195,0.4731713831424713,0.3346380293369293,0.31603530049324036,0.24187487363815308,0.21940679848194122,0.4360898733139038,0.45674046874046326,0.19601963460445404,0.38882535696029663,0.3751821219921112,0.2859121263027191,0.46191948652267456,0.388338178396225,0.26887640357017517,0.3092383146286011,0.3314429223537445,0.4940284192562103,0.41718611121177673,0.550517737865448,0.3114612102508545,0.48494061827659607,0.4066208004951477,0.43534404039382935,0.14167769253253937,0.4771285653114319,0.23163998126983643,0.4076589345932007,1.0000001192092896,0.21690146625041962,0.3136584758758545,0.23514467477798462,0.36231163144111633,0.3152216374874115,0.16268856823444366,0.4403274953365326,0.25266286730766296,0.4883733093738556,0.4715583324432373,0.4586157500743866,0.4090791940689087,0.4632663428783417,0.4136708974838257,0.5441417694091797,0.43370258808135986,0.4427631199359894,0.3951411545276642,0.4332994818687439,0.2218199223279953,0.24064230918884277,0.46109485626220703,0.2886606752872467,0.4937622845172882,0.4524367153644562,0.16418662667274475,0.41857972741127014,0.3962482213973999,0.473442941904068,0.4485679268836975,0.3144047260284424,0.2529541850090027,0.43522462248802185,0.26938265562057495,0.46663740277290344,0.2611519396305084,0.16957874596118927,0.2644447088241577,0.16432350873947144,0.19443701207637787,0.4935902953147888,0.4068410098552704,0.16054895520210266,0.1905965805053711,0.10337487608194351,0.4781103730201721,0.3905278444290161,0.397156685590744,0.3732723593711853,0.3286943733692169
