,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
56,flön,0.848,liflig,0.617,antagonist,0.444,valdistrikt,0.441,sammansluta,0.434,akademici,0.431,argon,0.429
57,andakt,0.848,slägte,0.617,bildadt,0.444,riglning,0.44,konstindustriell,0.434,progressistiska,0.431,elittrupp,0.429
58,flira,0.847,anwänder,0.617,armce,0.444,grundpelare,0.44,förvårfvat,0.434,skarpskyttekorps,0.431,influensapatient,0.428
59,häg,0.847,wälmening,0.617,befästat,0.443,befästadt,0.439,mellanlänk,0.434,centralutskott,0.43,domlig,0.428
60,omfatta,0.846,folkflag,0.616,omstörta,0.443,tendera,0.439,gruppera,0.433,festkomité,0.429,revisionistisk,0.427
61,harmoni,0.846,glättig,0.616,sammantränga,0.443,queue,0.438,sällskaplig,0.433,socialdemokratiska,0.429,världskonferens,0.427
62,blygsam,0.845,ägna,0.615,vetande,0.443,fotfäste,0.438,arkangel,0.432,frihandelsförening,0.428,skarpskyttekorps,0.427
63,oumbärlig,0.845,stridsman,0.615,reformvän,0.443,arguelles,0.438,federalistisk,0.432,agrarföreningen,0.428,festkomité,0.427
64,inwärtes,0.845,blygsamhet,0.615,cavallerie,0.443,sextusen,0.437,återförsäkring,0.431,defensif,0.428,handelsverlden,0.427
65,undran,0.845,obegriplig,0.614,prydt,0.442,religionskrig,0.437,sammanhålla,0.431,motvigt,0.428,camorra,0.426
66,upwäcka,0.844,studium,0.613,samhällsklass,0.442,friskara,0.437,standinaverna,0.431,augustiföreningen,0.427,lifsverksamhet,0.426
67,födsel,0.843,inbillning,0.613,rojalistisk,0.441,organiseradt,0.436,sammanslutning,0.43,färdigbildadt,0.427,förtjusningsfeber,0.426
68,försigtig,0.843,verksam,0.613,sörena,0.441,inedlem,0.436,mité,0.429,bottenskola,0.426,fackförbund,0.425
69,ingendera,0.843,höflighet,0.613,italienare,0.441,förgrening,0.436,federation,0.429,kasernerad,0.426,npplysta,0.425
70,anhang,0.842,bedragare,0.612,kringströ,0.44,centralpunkt,0.435,yrkesarbetare,0.429,sommarkoloni,0.426,centerförening,0.425
71,slägte,0.842,flön,0.611,uplysa,0.44,konfederation,0.435,inedlemmarne,0.428,fackförbund,0.426,industriidkande,0.424
72,helsa,0.842,ödla,0.611,upsigt,0.44,sedelutgifning,0.435,bemäkligat,0.428,kärntrupp,0.425,nordeuropeisk,0.424
73,bekantskap,0.842,poesi,0.611,utveckla,0.44,slöto,0.435,elementor,0.427,kompakt,0.425,oinfattande,0.424
74,leswer,0.842,uplysta,0.611,population,0.44,penningrörelse,0.435,gällinge,0.427,hickmanska,0.425,lifsprincip,0.424
75,höflighet,0.842,wana,0.61,tont,0.44,sosa,0.435,borgenström,0.427,melkar,0.425,centralpunkt,0.424
76,stalt,0.842,handleda,0.61,rättskaffens,0.44,milieu,0.435,ideernas,0.427,revisionistisk,0.425,spanmålsproducerande,0.424
77,anlete,0.842,nunna,0.609,öiver,0.44,uppstälda,0.434,fundament,0.426,ungdomsloge,0.425,slopande,0.423
78,boch,0.842,sinlig,0.609,senator,0.44,hvilkets,0.434,lagstiftande,0.426,socialpolitik,0.425,heterogen,0.423
79,fokt,0.842,undcrwisning,0.609,demokratisk,0.44,vidtomfattande,0.434,krigsöfning,0.426,nationalkongress,0.425,lokalförening,0.423
80,odygd,0.842,förmögen,0.608,vältänkande,0.44,trädag,0.434,jagtmarker,0.426,valdistrikter,0.425,intvinga,0.423
81,förunderlig,0.841,wäsende,0.608,tomhet,0.439,högslätt,0.434,akliva,0.425,weyler,0.424,jordbruksarbetarne,0.423
82,lagra,0.841,sällsam,0.608,genomdrifwa,0.439,förelöpare,0.434,lombardiska,0.425,dagande,0.424,otvilvelaktigt,0.422
83,werkligen,0.841,medbroder,0.608,hyfsa,0.439,omgestalta,0.434,hopbringa,0.425,kollektivism,0.424,kommittee,0.422
84,förfwara,0.841,moralitet,0.608,wädor,0.439,omskapa,0.433,utgräfva,0.425,föreningsmärke,0.424,synvinkel,0.422
85,förtwiflan,0.84,stönhet,0.608,rättsfråga,0.439,arbetsflit,0.433,beläst,0.424,tillsyningsföreningen,0.423,uppsvensk,0.422
86,välgörande,0.84,rädande,0.608,framlocka,0.439,municipalråd,0.433,ntgingo,0.424,folkgrupp,0.423,romrarne,0.422
87,härföre,0.84,fruentimmer,0.607,profitera,0.439,eqvilibristiska,0.433,muselmansk,0.424,stisk,0.423,conservative,0.422
88,känflor,0.84,fäfänga,0.607,vildhet,0.439,retrograd,0.433,provinsiell,0.424,eman,0.423,egarum,0.422
89,åtlöje,0.839,owanliga,0.607,kines,0.439,katolicism,0.433,strategista,0.424,lifförsäkringsförening,0.422,förträffeliga,0.422
90,trötta,0.839,fjäl,0.607,uppvexande,0.439,armékår,0.432,atsedd,0.424,elitkår,0.422,mästareförening,0.421
91,strift,0.839,uppfostra,0.606,analog,0.438,opi,0.432,sjelfskrifvet,0.424,partinamn,0.422,konsumtionsförening,0.421
92,känstor,0.839,gudsfruktan,0.606,ivilja,0.438,pafchan,0.432,späras,0.424,universitetsungdom,0.422,samhällsförfattning,0.421
93,älstar,0.839,bödel,0.606,sammansättning,0.438,harel,0.431,vapenför,0.423,korpserna,0.422,agitationsämne,0.421
94,förlika,0.839,alstad,0.606,uppfostran,0.438,nederlagsplats,0.431,missionsförbund,0.423,jungfruförening,0.422,kolhaltig,0.42
95,rär,0.838,bildande,0.606,ågot,0.438,restaurera,0.431,provincerne,0.423,borgar,0.421,förvaltningsområde,0.42
96,mördare,0.838,auctorer,0.606,protestantisk,0.438,skamfläck,0.431,hålda,0.423,falang,0.421,rösträttsförbund,0.42
97,öfwertyga,0.838,folkslag,0.605,lämplighet,0.437,humbug,0.431,egas,0.423,smörexportör,0.421,outforskad,0.42
98,hjälte,0.838,inplanta,0.605,bildande,0.437,domde,0.431,fackförening,0.423,federalistisk,0.421,irisk,0.419
99,wänners,0.837,kraftfull,0.605,eom,0.437,framtidsplan,0.431,veterinärvetenskap,0.422,kreuznach,0.421,hufvudledare,0.419
