,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
51,irsta,0.655,sockenstämma,0.558,regeringssystem,0.463,samfälda,0.469,rohdeska,0.509,diamantkorset,0.492,gästföreställning,0.486
52,nicolai,0.654,femtedel,0.558,nädigste,0.463,nationaldansar,0.469,musikföreningens,0.509,årskonsert,0.491,meiningarnes,0.486
53,michel,0.654,presidera,0.557,representationsrätt,0.463,armide,0.468,gästroler,0.508,sejour,0.491,arrondissementsval,0.486
54,oranien,0.654,edition,0.556,passionerad,0.462,fyrdelning,0.467,societetsspektakel,0.507,soire,0.49,välgörenhetskonsert,0.486
55,ärgäng,0.654,uppläsa,0.556,äde,0.462,örslag,0.466,concert,0.507,matiné,0.49,militärkonsert,0.486
56,deputerad,0.653,mästerlig,0.556,fullstämmig,0.462,morg,0.466,léonard,0.506,festrepresentation,0.49,associationssällskap,0.485
57,martil,0.653,hwartdera,0.556,episod,0.462,humlegården,0.466,afskedskonsert,0.505,koncert,0.489,chatelet,0.485
58,adelen,0.653,hvarje,0.556,oförvillad,0.462,trollflöjt,0.466,teaterföreställning,0.504,spektakel,0.489,opera,0.485
59,afsatt,0.652,werkställas,0.556,italienska,0.462,musikfest,0.465,tivanderska,0.503,militärkonsert,0.489,yasateatern,0.485
60,bistopen,0.652,bidrag,0.555,sammanvaro,0.461,stadshussalongen,0.465,concerter,0.503,festföreställning,0.488,riksparlamentet,0.484
61,rosta,0.651,asten,0.555,bewistade,0.461,griselda,0.464,spektakel,0.502,kassapjes,0.488,elfforska,0.484
62,universitet,0.651,virtuos,0.555,grundläggare,0.461,kullin,0.464,zetterholms,0.502,operettsällskap,0.488,gladstoneanska,0.483
63,sammanträde,0.651,1772,0.554,upföres,0.461,tbeatern,0.464,spektaklerna,0.501,theatern,0.488,novanderska,0.483
64,beit,0.65,mastan,0.554,piece,0.46,dramatiffa,0.464,aftonunderhållning,0.501,wasateatern,0.488,salamonsky,0.483
65,linieskepp,0.65,uphörer,0.554,tronföljare,0.46,giftas,0.463,repertoar,0.5,soiréen,0.487,lohengrin,0.482
66,bataillon,0.649,publique,0.554,soiré,0.46,klassval,0.463,soireer,0.5,spektaklerna,0.487,kamrame,0.481
67,aldre,0.649,auctorer,0.553,principfråga,0.459,benefice,0.463,deklamatorisk,0.499,nyårspjes,0.486,concerten,0.48
68,tilläggning,0.649,inell,0.552,kabinetter,0.459,theatern,0.463,dacapo,0.497,orkesterkonsert,0.485,seans,0.48
69,samtlig,0.648,belöpande,0.552,kuriositet,0.459,czapeks,0.461,sangarne,0.496,concerter,0.485,nyårspjes,0.48
70,hotelse,0.648,rii,0.552,synagoga,0.459,pantomime,0.46,kassapjes,0.495,yasateatern,0.485,matinée,0.48
71,junit,0.648,sällssapet,0.552,sceneri,0.458,scribes,0.46,skådespelaresällskap,0.495,generalrepetition,0.485,operadirektionen,0.479
72,äreminne,0.648,numer,0.552,omvexling,0.458,musikalisk,0.459,dramatisk,0.495,matinée,0.485,kyrkokonsert,0.479
73,patriotisk,0.648,upföres,0.552,theatrar,0.458,subscriberade,0.459,tannhäuser,0.495,matinéen,0.484,kassapjes,0.479
74,teo,0.648,fjortonde,0.551,tidskifte,0.458,enny,0.458,sandbergska,0.494,soiré,0.484,festföreställning,0.479
75,ocd,0.647,hwareftcr,0.55,berlinska,0.458,festmåltid,0.457,carlsbalen,0.494,ringteatern,0.483,nyårspjesen,0.478
76,ansta,0.647,sjunde,0.55,manege,0.458,scenisk,0.456,dramatiffa,0.492,soireer,0.483,festrepresentation,0.478
77,jnnii,0.647,lyftning,0.55,teater,0.458,ministere,0.455,bournonvilles,0.492,lagerheimska,0.483,afskedsföreställning,0.478
78,gordon,0.647,cent,0.55,menniskovän,0.457,ouvertyr,0.455,zetterholmska,0.492,elfforska,0.483,recettföreställning,0.478
79,utbekomma,0.646,kellgren,0.55,prorogation,0.457,spektakel,0.455,gilves,0.491,séjour,0.481,spektakel,0.478
80,därwarande,0.645,catholsta,0.55,skarpsinnighet,0.457,motsvarighet,0.454,lohengrin,0.491,vermländingarne,0.479,bröllopsafton,0.478
81,1769,0.645,tillgänglig,0.55,allminna,0.457,pasquale,0.454,ballett,0.49,konsertlokal,0.479,ringteatern,0.477
82,polsta,0.645,sjette,0.549,virtuositet,0.457,stjernström,0.454,bockfot,0.49,abonnementskonsert,0.479,bränvinskriget,0.477
83,manda,0.645,örlig,0.549,thema,0.456,representations,0.454,zetterholm,0.49,societetsspektakel,0.479,boccaccio,0.477
84,dfwer,0.644,piecen,0.549,börssal,0.456,polymnia,0.453,galaföreställning,0.488,landsdag,0.478,konstberidaresällskapet,0.476
85,alton,0.644,balll,0.548,scen,0.456,maskerad,0.453,gerolstein,0.488,omstörtningslagen,0.478,abonnementsföreställningen,0.476
86,uns,0.644,arliga,0.548,klausul,0.456,trede,0.453,musiktillställning,0.487,boccaccio,0.478,theatern,0.476
87,1776,0.644,operan,0.548,förlustelse,0.456,afde,0.453,donizettis,0.487,matine,0.478,concerter,0.476
88,offentlig,0.643,bolten,0.547,fägnad,0.456,rådhussal,0.452,rigoletto,0.486,dockhem,0.477,snjetter,0.475
89,resultat,0.643,sällstapets,0.547,förenkling,0.456,grundlagsändring,0.452,rollbesättning,0.486,meiningarnes,0.477,matiné,0.475
90,1774,0.643,känflan,0.546,balll,0.455,köchs,0.452,generalrepetition,0.486,framropades,0.477,årskonsert,0.475
91,jones,0.643,mozart,0.546,affärsman,0.455,skådespelare,0.452,symfonikonsert,0.486,hofteater,0.477,stridsämne,0.474
92,ange,0.642,akademiens,0.546,amne,0.455,pariserkongressen,0.452,dramatist,0.485,välgörenhetskonsert,0.476,ståndsprincipen,0.473
93,piece,0.642,bönedag,0.546,afskaffande,0.455,nationalrepresentation,0.451,circus,0.485,fyrdelning,0.476,hofteater,0.473
94,anträda,0.642,gört,0.546,repertoiren,0.455,balett,0.451,rasmussenska,0.485,konstberidaresällskapet,0.475,dockhem,0.473
95,granlaga,0.642,dramatiffa,0.546,tilkommande,0.455,kungl,0.451,festrepresentation,0.484,gästföreställning,0.475,salamonski,0.473
96,ledamöterne,0.642,utstöta,0.546,kungl,0.455,högvördig,0.45,seen,0.484,pnblik,0.475,gifres,0.472
97,flock,0.641,manligen,0.545,oberon,0.454,knutssalen,0.45,keyska,0.484,blumenfeld,0.475,théåtre,0.472
98,ico,0.641,komponera,0.545,rådkammare,0.454,uphörer,0.449,selinderska,0.484,dramatisk,0.475,tudelning,0.472
99,oktober,0.641,gass,0.545,öfverskjuta,0.454,assemblé,0.448,novanderska,0.484,parkettplats,0.474,tiggarstudenten,0.472
