,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
90,stämpling,0.846,ätföljde,0.689,monarkisk,0.58,voteringsproposition,0.515,ordningsstadga,0.507,utsökningslag,0.535,mantalspenningarnes,0.53
91,sägen,0.846,politista,0.689,skrifvelsen,0.58,tulltara,0.514,patentlag,0.507,mantalspenningarnes,0.535,brottmålslag,0.53
92,midsommar,0.846,utwerka,0.689,jemkning,0.579,ständernes,0.514,hufwudfaklig,0.506,folkskolestadga,0.534,forändring,0.529
93,äckla,0.846,princip,0.689,räkenskaperne,0.579,representationsform,0.514,dödsstraff,0.506,kommunallagstiftning,0.534,jagtstadga,0.528
94,period,0.846,auctors,0.689,upphäfwande,0.579,rubricera,0.513,ingress,0.506,lotteriförordning,0.534,utsökningslag,0.528
95,magnetism,0.846,korthet,0.688,nadiga,0.579,riksdagsärende,0.513,grundlagsfråga,0.506,forändring,0.533,kommunallagstiftning,0.528
96,osäkerhet,0.846,tämmelig,0.688,thurgau,0.579,upphäfvandet,0.513,ministeransvarighet,0.506,konstitutionsutskott,0.533,expropriationslag,0.527
97,wiga,0.846,verksam,0.688,utgifning,0.578,äterremiss,0.513,maktfördelning,0.506,beväringslag,0.533,valordning,0.527
98,krigförande,0.846,konstitution,0.688,rättstillstånd,0.578,upphäfven,0.513,civillag,0.505,jagtstadga,0.532,tilläggsbestämmelse,0.527
99,folie,0.845,dämma,0.687,upphäfdes,0.578,deis,0.513,bcflutit,0.505,tilläggsbestämmelse,0.532,lotteriförordning,0.526
