,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
87,adel,0.74,herbert,0.618,annee,0.53,villareal,0.459,grätz,0.474,utrikesministerium,0.508,bulgarisk,0.47,understrifwen,0.454
88,försätta,0.74,nejd,0.616,kommendant,0.53,leuchtenberg,0.458,peking,0.473,miljutin,0.507,flygeladjutant,0.469,sändebudshotellet,0.454
89,bekräfta,0.74,luxemburg,0.616,regera,0.53,konglig,0.458,ulloa,0.473,constantins,0.507,quirinalen,0.469,generalkommando,0.453
90,höflighet,0.74,krigsförklaring,0.616,departement,0.53,nassau,0.458,marinminister,0.472,baierska,0.507,juaristiska,0.469,sagers,0.453
91,förmodeligen,0.74,franste,0.616,preutzen,0.529,stormästare,0.458,hofwct,0.472,chambords,0.507,påfliga,0.469,vatikansk,0.453
92,wisade,0.74,tua,0.615,wäntades,0.529,deputation,0.458,potemkin,0.472,menabreas,0.507,kejsarpar,0.469,frambärande,0.453
93,betyga,0.739,orleans,0.615,manheim,0.529,artois,0.457,generalissimus,0.472,tronarfvinge,0.506,kaluga,0.468,sardinisk,0.452
94,undergång,0.739,chef,0.615,effendi,0.529,gifwir,0.457,wilna,0.472,knngliga,0.506,ambassad,0.468,kroatisk,0.451
95,salsta,0.739,franffa,0.615,stats,0.528,franffe,0.457,storvisir,0.471,trepow,0.506,militärkappa,0.468,käjsarens,0.451
96,adelsman,0.738,postering,0.615,kronprins,0.528,bretagne,0.457,bologna,0.471,nyförmälda,0.506,tanen,0.468,braunschweigska,0.45
97,högaktning,0.738,nederländerne,0.614,jefferson,0.528,turkiste,0.456,storherre,0.471,militärguvernör,0.506,konstantinowitsch,0.468,käjserlig,0.45
98,buller,0.738,förgår,0.614,konun,0.528,rigtningen,0.456,bourbonska,0.471,cirkulärnot,0.506,generalamiral,0.466,wladimir,0.45
99,efterdöme,0.738,handelshus,0.613,trupparne,0.528,bistoppen,0.456,extraordinaire,0.471,generalstabschef,0.506,kostroma,0.466,sjelfherskarens,0.45
