,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
44,florera,0.862,bistopen,0.538,industriförening,0.472,uniwersitet,0.467,läroverkskollegium,0.512,vitterhetssamhälle,0.501,wallmarkska,0.482
45,bibehällas,0.861,dramatista,0.537,carolinsk,0.471,rektorat,0.466,hedersledamot,0.511,figurteckning,0.499,memoria,0.482
46,votera,0.861,öswerläggning,0.536,bistopen,0.471,marklin,0.466,prokansler,0.509,prseses,0.499,astro,0.482
47,producter,0.86,representation,0.536,aderton,0.47,anatomi,0.465,konsterne,0.508,letterstedtska,0.498,vetenskapsakademiens,0.481
48,blifwik,0.86,sällstapet,0.535,enberg,0.469,atterbom,0.464,förwaltningskomite,0.507,antropologi,0.497,vitterhetssamhälle,0.48
49,ronungen,0.86,sond,0.535,bibelsällskap,0.469,academiens,0.464,ordlista,0.506,öfverintendenten,0.496,prisnämd,0.479
50,imitation,0.86,samrelige,0.535,universiteter,0.469,technologiska,0.464,lantbruksakademi,0.506,antiqvitet,0.496,konsterne,0.477
51,stegring,0.859,heinrich,0.534,allminna,0.469,greiff,0.463,polyteknisk,0.506,memoria,0.495,wetenskapsakademien,0.477
52,redighet,0.859,societet,0.534,nibelius,0.468,fysiologisk,0.462,amanuens,0.506,förvaltningskomités,0.494,universi,0.476
53,directe,0.858,omröstning,0.534,afsjöngos,0.468,apologist,0.46,doktorspromotion,0.504,liljeborg,0.494,mosskulturföreningen,0.476
54,famillen,0.858,undervisning,0.533,swcnska,0.467,bibliotheket,0.46,fessor,0.504,swedbom,0.493,växtfysiolog,0.476
55,märkwärdiga,0.858,bewista,0.533,juris,0.467,bibliothekarie,0.459,anatomie,0.502,täflingsskrift,0.492,kuratel,0.475
56,aud,0.858,institut,0.532,soiré,0.466,lyceum,0.459,torells,0.501,prisämne,0.492,högtidssammankomst,0.475
57,magters,0.858,matrikel,0.532,amanuens,0.466,jubileum,0.459,filosofifla,0.501,karolinsk,0.492,agrikulturkemist,0.475
58,grundlag,0.857,firande,0.532,fryxell,0.466,filos,0.457,institut,0.501,riksmuseum,0.492,konservatorium,0.474
59,mannamod,0.857,ritterberg,0.531,koncert,0.466,musei,0.457,hedersdoktor,0.501,smithsonian,0.491,karolinsk,0.471
60,publicera,0.857,bolagsstämma,0.531,sällstapets,0.464,professo,0.457,emeritus,0.501,landtbruksakademiens,0.49,industriskola,0.471
61,foglig,0.857,professor,0.53,allniänna,0.463,naumann,0.457,läraremötet,0.5,wittrock,0.489,tandläkaresällskap,0.47
62,tidningspapper,0.857,samfälld,0.53,ledamöterne,0.462,estetik,0.455,läkaresällskap,0.5,teknologförening,0.489,hedersomnämnande,0.47
63,fältherre,0.857,högtidlighet,0.529,hillska,0.462,guldmedalj,0.455,högtidssammankomst,0.498,prisskrift,0.488,prismedalj,0.47
64,rubbning,0.856,vien,0.529,författadt,0.462,chirurgi,0.455,årsskrift,0.498,bovallius,0.487,pfannenstiel,0.469
65,bleswe,0.856,concert,0.529,lektor,0.461,femtionde,0.454,sällffapets,0.497,wetenskapsakademiens,0.486,magistergrad,0.468
66,besagd,0.856,gustavi,0.528,reuterdahl,0.461,emeritus,0.452,wisén,0.497,konsterne,0.486,förwaltningskomitö,0.468
67,infordra,0.855,luther,0.527,introducera,0.461,hammerich,0.452,jubelfest,0.496,regnellska,0.485,fysiografiska,0.467
68,galleri,0.855,slutad,0.527,extraordinarie,0.46,centralinstitut,0.452,letterstedtska,0.496,lärareråd,0.485,konstafdelningen,0.466
69,tillägg,0.855,ämbets,0.527,djurström,0.46,zoologisk,0.452,studentkärs,0.496,dekanus,0.484,académie,0.466
70,vilkor,0.855,direction,0.526,vicepresident,0.459,chirurgie,0.451,konstnärsmöte,0.494,kuratel,0.484,utgifvando,0.466
71,söndring,0.855,kyrkans,0.526,hedersledamot,0.458,ultuna,0.451,teknologisk,0.494,institut,0.483,täflingsritningarna,0.466
72,wek,0.854,adjunkt,0.523,generalkonsul,0.457,seminarium,0.45,tabula,0.494,psykiatri,0.483,antropologi,0.465
73,foi,0.854,fattadt,0.522,uppteckning,0.457,direktor,0.45,missionssällskap,0.494,fysiografiska,0.483,högskoleförening,0.465
74,tilläggning,0.854,pommern,0.521,studentexamen,0.457,arkiv,0.449,mnsikalista,0.494,spongberg,0.482,inträdestal,0.465
75,gikt,0.854,predikant,0.521,komité,0.456,fahlcrantz,0.447,förvaltningskomitén,0.492,fornskriftsällskap,0.482,forskningsarbete,0.465
76,afhandla,0.853,kördag,0.521,retzius,0.455,absolvera,0.447,konql,0.492,industriskola,0.482,inköpsnämnd,0.465
77,borgeliga,0.853,sallstapet,0.52,orgelnist,0.455,magisterpromotion,0.447,tubingen,0.492,häfdatecknaren,0.482,högskola,0.465
78,hitintils,0.853,adelen,0.52,palmblad,0.454,ekströmer,0.447,konservator,0.492,förwaltningskomitö,0.482,chikagoutställningen,0.464
79,kungörcs,0.853,latinsk,0.519,lärdomsskola,0.454,bibliotek,0.445,konstmuseum,0.492,wetenstapsakademien,0.481,prisämne,0.463
80,sti,0.853,elev,0.519,apologistskola,0.453,flolor,0.445,studentkorps,0.492,chevreul,0.481,täflingsskrift,0.463
81,dramatisk,0.852,grefve,0.519,sällssapet,0.452,konstnärsgille,0.445,palmstedt,0.492,hedersledamot,0.48,prisnämnd,0.463
82,resp,0.852,frn,0.518,biskoppen,0.451,prisutdelning,0.445,wetenstapsakademien,0.491,entomologi,0.48,bruksakademiens,0.462
83,detzutom,0.852,skuldebref,0.518,anatomi,0.451,årsberättelse,0.445,tillämpningsskola,0.491,pfannenstiel,0.479,polyteknisk,0.461
84,oinskränkt,0.852,patriotisk,0.518,riksstånd,0.451,hers,0.444,aka,0.491,polyteknisk,0.478,wittrock,0.461
85,dikta,0.852,examen,0.518,architekten,0.451,akad,0.444,högskola,0.491,bruksakademiens,0.478,bokförläggareföreningen,0.461
86,rättwist,0.852,mangrann,0.517,språklärare,0.451,slöjdskola,0.444,wetenstapsakademiens,0.49,sekularfest,0.478,numismatisk,0.461
87,besiut,0.852,hivaraf,0.517,docens,0.451,knös,0.443,riksarkiv,0.489,profir,0.477,riksmusei,0.46
88,flen,0.851,föreläsa,0.515,scholä,0.449,promovera,0.442,universi,0.489,wetenflapsakademiens,0.476,årsskrift,0.46
89,ädraga,0.851,gymnasium,0.515,stockbolms,0.449,adjunkt,0.442,högskoleförening,0.489,musikskola,0.476,arbetsstatistik,0.46
90,bombardera,0.851,deröfwcr,0.515,discipel,0.449,konstförening,0.442,wasaordens,0.488,simsällskap,0.476,entomologi,0.459
91,entrée,0.851,lexikon,0.515,sälstapet,0.449,sälstapet,0.442,mnsikalifla,0.488,konst,0.476,nationalmusei,0.458
92,niia,0.85,riddarhus,0.515,läroverk,0.448,stjernströms,0.441,riksmusei,0.488,nationalgalleri,0.476,psykiatri,0.458
93,alisa,0.85,consistorii,0.515,disputation,0.448,elementarlärowerk,0.441,ärshögtid,0.488,akademie,0.475,spritfabrikant,0.457
94,beredning,0.85,amatör,0.514,haase,0.447,nycander,0.44,elevskola,0.488,wetenskapsakademien,0.475,flammarions,0.457
95,äligga,0.849,undcr,0.514,musikalista,0.446,qvarnström,0.44,univ,0.488,prisnämnd,0.475,entomologisk,0.457
96,bilagd,0.849,muller,0.513,lidman,0.446,invälja,0.44,öfverintendenten,0.487,vitterhetsakademi,0.475,universitetsbibliotek,0.456
97,anfördt,0.849,näfta,0.512,domkapitel,0.446,barnhusfond,0.44,biblioteksamanuens,0.487,pregla,0.475,landtbruksakademiens,0.456
98,nödfall,0.849,ekonomi,0.512,stenhammar,0.446,studentkår,0.44,astronomie,0.487,kanflirädet,0.473,paleontologisk,0.456
99,hungrig,0.849,wolff,0.512,direktor,0.445,inwälja,0.439,uniwersitet,0.487,hedersdoktor,0.473,akademie,0.455
