,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
54,trivial,0.789,känbart,0.589,regelrätt,0.503,anspräkslöshet,0.483,affärsprincip,0.486
55,oväld,0.789,redobogen,0.589,skonsam,0.502,aktningsfull,0.482,tolerant,0.484
56,vansklig,0.789,sträfvat,0.589,rättskaffens,0.502,nitisk,0.481,ordhållig,0.483
57,pekuniär,0.788,rättskaffens,0.588,skaplig,0.501,pligttrogna,0.481,affärsmässig,0.483
58,tillständig,0.788,patriarkalisk,0.588,laglydnad,0.501,vänsällhet,0.48,samwetsgrann,0.483
59,maktägande,0.788,vältänkande,0.588,ordningssinne,0.5,insigtsfull,0.48,emigrerande,0.483
60,demagogisk,0.788,bibelen,0.588,abla,0.499,människovänlig,0.48,fördomsfri,0.482
61,icks,0.788,kunskapsrik,0.587,frihetssinne,0.499,karaktärsfasthet,0.479,föredömlig,0.481
62,tonkonst,0.787,tadelvärd,0.587,samvetsgrannhet,0.499,discretion,0.478,patriarkalisk,0.481
63,energisk,0.787,walgörande,0.587,gudilof,0.499,vänsäll,0.478,tjänstvillighet,0.48
64,humanistisk,0.787,själsegenskap,0.586,oförstälda,0.498,samhällsmedlemmarnes,0.477,arbetssam,0.48
65,kraftyttring,0.787,laglydig,0.586,okonstlad,0.497,allmänanda,0.477,driftighet,0.479
66,individualitet,0.787,besynnerligen,0.586,wänligaste,0.496,lingssätt,0.477,samvetsgrann,0.478
67,svartsjuka,0.787,inpregla,0.586,insigtsfull,0.496,förtroendeingifvande,0.477,hjärtegod,0.478
68,almän,0.786,sinlig,0.586,oegennyttig,0.496,stråfvanden,0.477,hjärtevinnande,0.478
69,loyala,0.786,tilgifwenhet,0.586,umgängessätt,0.495,hjertelag,0.477,människovänlig,0.476
70,tankans,0.786,nationalförsvar,0.586,stråfvanden,0.495,fördomsfri,0.477,expeditionskarl,0.476
71,förklaringsgrund,0.785,förljensten,0.585,högsinthet,0.494,kamratlik,0.476,tjenstfärdig,0.475
72,intelligens,0.785,hyfsning,0.585,klarsynt,0.494,upprigtig,0.476,insigtsfull,0.475
73,förvänd,0.785,obestämdhet,0.585,pligttroget,0.494,umgängessätt,0.475,lättbegriplig,0.475
74,spelrum,0.785,folksed,0.585,wäfende,0.494,insiktsfull,0.475,noggranliet,0.475
75,vete,0.785,sanningskärlek,0.585,hörsamhet,0.494,frihetssinne,0.473,pligttrogna,0.475
76,menniskokärlek,0.784,samwetsgrannt,0.585,framåtsträfvande,0.494,samvetsgrann,0.473,rättänkande,0.474
77,uppvexande,0.783,trofasthet,0.585,berömwärdt,0.494,werksammast,0.472,storsinnadt,0.474
78,medborgerlighet,0.783,uplysningen,0.585,lefnadswanor,0.492,menniskovänlighet,0.471,soljande,0.473
79,mpcken,0.783,tolerans,0.584,sjelsständig,0.492,tillmötesgående,0.471,kundor,0.473
80,problematisk,0.783,sträswande,0.584,stilist,0.491,menniskowänliga,0.471,accuratesse,0.473
81,rättskaffenhet,0.783,insigler,0.584,städso,0.49,hörsamhet,0.471,durabel,0.472
82,frimodighet,0.783,oblyghet,0.583,hänsynsfull,0.489,sanningskär,0.47,samhällsmedlemmarnes,0.471
83,qvickhet,0.783,öfvernaturlig,0.583,tjenstaktighet,0.488,lidelsefri,0.47,anspräkslöshet,0.471
84,hvaråt,0.782,rättframhet,0.583,menniskowänliga,0.488,vältänkande,0.47,vänsällhet,0.471
85,tidehvarfvets,0.782,urskillning,0.583,ordningsälskande,0.488,hjälpsamhet,0.469,menniskovänligt,0.469
86,vidskeplig,0.782,menniskonatur,0.583,tillgänglighet,0.487,gentlemannalik,0.469,vänfasthet,0.469
87,infam,0.781,stadeliga,0.583,sällskapsman,0.486,sinnelag,0.467,höfvisk,0.469
88,upplyftande,0.781,konstsinne,0.583,upprätthållare,0.486,rättwifa,0.467,tankeskärpa,0.469
89,sansad,0.78,legitimitet,0.582,anspråkslöshet,0.486,honnett,0.467,varmhjertad,0.469
90,instinkt,0.78,tarflighet,0.582,samwetsgrannhet,0.486,folkvänlig,0.466,sakförståndig,0.468
91,folkbildning,0.78,känslighet,0.582,tillmötesgä,0.486,hjälpsam,0.466,ögonfallande,0.468
92,öppenhjertig,0.78,jurnalist,0.581,hemmastadt,0.486,affärsmässig,0.466,umgängessätt,0.468
93,bortblanda,0.78,sjelfmedvetande,0.581,evident,0.485,ordhållig,0.466,understödjare,0.468
94,utwecklar,0.779,mättliga,0.581,meddelsam,0.485,varmbjertade,0.466,gentlemannalik,0.468
95,vinstgifvande,0.779,krigståg,0.581,estetiker,0.485,tjänstvillighet,0.465,hedersam,0.467
96,afspegla,0.779,materialism,0.58,lojal,0.485,hjärtegod,0.465,karaktärsfasthet,0.467
97,mångas,0.779,materielt,0.58,wärdnad,0.484,godsint,0.465,marwood,0.467
98,uppnående,0.779,foglig,0.58,tjenstvillig,0.483,hyfsadt,0.464,9in,0.467
99,uplysningen,0.779,intelligent,0.58,gladlynt,0.483,sakkunnighet,0.464,utgifningssätt,0.467
