,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
26,upprätthälla,0.78,berthier,0.568,förespråkare,0.52,kasko,0.505,reformparti,0.556,opportunist,0.544
27,wacklande,0.78,inflytelserik,0.567,förkämpe,0.517,repu,0.505,frikonservativ,0.556,demokratisk,0.544
28,swärligen,0.779,tänkare,0.567,sansad,0.517,bodinerier,0.504,republikan,0.554,venstern,0.544
29,öfwertygade,0.778,bladén,0.566,äsigterna,0.514,demokrat,0.502,rale,0.552,försvarsvänlig,0.543
30,lastbar,0.778,aristokratisk,0.566,kotteri,0.512,koryfeer,0.5,ultraradikal,0.55,nykterhetsvännerne,0.542
31,oförnuftig,0.778,demagogisk,0.565,kommunistisk,0.511,bodmerilån,0.5,skyddsvänlig,0.549,center,0.538
32,bedräglig,0.778,argumentation,0.565,prononcera,0.511,casco,0.498,castelars,0.547,reaktionär,0.538
33,ohörd,0.778,loyala,0.565,ministere,0.511,biliga,0.498,regeringsparti,0.547,opportunistisk,0.538
34,absolut,0.778,fanatisk,0.563,devuerade,0.51,antipreussisk,0.498,repu,0.546,landtmannapartiet,0.538
35,förgäten,0.778,orättwisa,0.563,conservative,0.51,rala,0.498,publikanska,0.545,högersinnad,0.537
36,tydligen,0.777,sympati,0.563,deciderad,0.509,ultramontaner,0.498,fraktion,0.545,tullskyddsvänlig,0.537
37,motsäga,0.777,constitutionella,0.563,statsskick,0.509,demokrati,0.497,ultramontanernas,0.545,vensten,0.537
38,twifwelsmäl,0.776,grundsattser,0.562,borgareoch,0.509,radikal,0.496,opportunistisk,0.544,lågkyrklig,0.536
39,motsats,0.775,sympathier,0.562,kosmopolitisk,0.508,reformparti,0.494,gladstoneska,0.544,oppositionsparti,0.534
40,owäntade,0.775,orubblig,0.561,inkonseqvent,0.508,libera,0.494,dissident,0.543,landsförening,0.533
41,auctors,0.775,apostolista,0.561,halfofficiella,0.508,sjöför,0.493,partikularist,0.543,högersida,0.533
42,lagstiftning,0.774,ideer,0.561,ministeriell,0.506,säkringarpå,0.492,ultramontan,0.542,högerlista,0.533
43,werksamt,0.774,ministören,0.561,liberales,0.505,monarkisk,0.49,ultrakonservativ,0.541,ultramontan,0.533
44,menstliga,0.774,kringspridt,0.56,genomfördt,0.504,framstegsman,0.489,framstegsparti,0.54,dissident,0.533
45,klimat,0.774,öfvermodig,0.56,meningsstrid,0.504,frisinnad,0.489,frihandelsparti,0.537,folkparti,0.533
46,hau,0.773,förlöjliga,0.559,intolerant,0.504,federalistisk,0.488,aksakoff,0.536,frihandelslistan,0.533
47,upriktigt,0.772,karakteristisk,0.559,demagogisk,0.504,casko,0.488,boulangister,0.535,ultraradikal,0.533
48,ledsam,0.772,tillbakavisa,0.558,rättsenlig,0.503,fawcett,0.488,nationalparti,0.535,fraktion,0.532
49,charlatan,0.771,ultra,0.558,socialist,0.503,inol,0.486,diskussionsklubb,0.535,protektio,0.531
50,obegriplig,0.771,partigängare,0.558,legitimistiska,0.503,fördelak,0.486,arbetarparti,0.535,diskussionsklubb,0.531
51,härdhet,0.77,constitutionelle,0.558,önstwärda,0.503,monarkifla,0.485,opposition,0.534,unionsfientliga,0.53
52,nansin,0.77,servil,0.558,allenastyrande,0.502,demokratisk,0.485,oppositionel,0.533,rala,0.529
53,odygd,0.77,felsteg,0.558,revolutionär,0.502,landtransportförsäkring,0.485,demokrat,0.533,högergrupp,0.529
54,sinlig,0.77,betvdlig,0.556,rättstillstånd,0.502,viikor,0.484,landttransporter,0.533,homerulers,0.527
55,folkflag,0.77,syfte,0.556,instränkta,0.501,regeringsvänlig,0.483,författningstrogna,0.533,aksakoff,0.526
56,beifra,0.769,konungamakt,0.556,stationär,0.501,fraktpenningar,0.483,ultramontaner,0.532,progressister,0.525
57,änven,0.769,orakel,0.555,oefterrättlighet,0.501,rojalist,0.482,orleanister,0.532,socialdemokratisk,0.524
58,wigtigare,0.769,intervenera,0.554,reform,0.5,fraktförskotter,0.482,republikansk,0.531,progressistiska,0.523
59,ofullständig,0.768,motsätta,0.554,förmätenhet,0.5,nationalliberal,0.481,imperialistisk,0.53,orleanister,0.523
60,fördölja,0.768,monarkisk,0.554,polk,0.5,aktiga,0.481,partikularistisk,0.53,reformparti,0.523
61,menstligheten,0.768,partianda,0.553,oppositionspress,0.5,bonapartism,0.48,progressistiska,0.53,boulangister,0.522
62,samtid,0.768,parlamentarisk,0.553,definiera,0.499,absolutistisk,0.48,nyliberal,0.53,whig,0.521
63,insäg,0.768,straffbar,0.553,moderat,0.498,bodmeri,0.48,tullvänliga,0.529,samhällsbevarande,0.521
64,talare,0.767,demokratisk,0.553,napoleonska,0.498,progressister,0.479,gammalrysk,0.529,framstegsman,0.52
65,männistjan,0.767,kategorisk,0.553,oförtäckt,0.497,republikansk,0.479,radikalerne,0.528,nyliberal,0.519
66,efterfölja,0.767,tidehvarfvets,0.553,sympathierna,0.497,orleanist,0.478,partiledning,0.528,tullvänligt,0.518
67,bemärkelse,0.767,rigtade,0.553,prohibitiv,0.496,whig,0.478,rala,0.528,tullskyddsvän,0.518
68,republikan,0.767,ansågos,0.552,reformbill,0.496,méme,0.478,unionsfientliga,0.528,ultramontanernas,0.518
69,motarbeta,0.766,olyckligtvis,0.552,orepresenterad,0.496,fragter,0.478,ristic,0.527,protektionisternes,0.518
70,kj,0.766,sansad,0.552,vigligaste,0.495,werkligl,0.477,valmansföreningens,0.527,framstegsparti,0.517
71,bragd,0.766,anhängare,0.552,absolutistisk,0.495,sjelfrådighet,0.477,hofsamma,0.527,gammalrysk,0.517
72,wigtigaste,0.766,bekämpa,0.552,folksuveränitet,0.495,mener,0.475,partiledarne,0.526,frikonservativ,0.517
73,rättfärdig,0.766,faction,0.551,abolitionist,0.495,anarkist,0.475,venstern,0.526,radikalerne,0.517
74,alfid,0.766,allmännelig,0.55,politisk,0.494,sjörisker,0.473,samhällsbevarande,0.525,unionsvänlig,0.517
75,likgiltig,0.766,fiendtlighet,0.55,republikansta,0.493,handlingspartiet,0.473,lågkyrklig,0.525,oppositionel,0.517
76,orimlig,0.766,legitimist,0.55,exklusiv,0.493,raot,0.472,framstegsman,0.525,venstermännen,0.516
77,climat,0.766,olycksalig,0.549,fördragsam,0.492,quand,0.471,vensterpartiets,0.525,klerikal,0.516
78,deruppå,0.765,tillskrifver,0.549,tolerans,0.491,orleanister,0.471,politikerne,0.523,partiledarne,0.516
79,wälgerningar,0.765,axiom,0.549,framåtskridande,0.491,republikan,0.47,partigrupp,0.522,vensterlistan,0.516
80,derutaf,0.765,kufwa,0.549,reformförslag,0.491,initiativer,0.47,liberalism,0.522,vensterpartiets,0.516
81,basis,0.765,asigter,0.549,fåvitsk,0.491,bonapartisterne,0.47,protektionistisk,0.521,rundbäckska,0.516
82,missbruk,0.765,paswan,0.548,prestvälde,0.49,raul,0.469,oppositionela,0.52,venstergrupperna,0.516
83,ensidig,0.765,sofism,0.548,vindicera,0.49,geerska,0.469,tullvänlig,0.52,landtmannapartistiska,0.515
84,wisierligen,0.765,revolt,0.548,bonapartist,0.489,förfa,0.469,nationalistisk,0.52,frihandelsvänner,0.515
85,werksamma,0.765,statsrätt,0.547,skamlös,0.488,donationsförsäkringar,0.469,centrumparti,0.52,centerparti,0.515
86,förfwara,0.765,kriga,0.547,vigtigasle,0.488,martos,0.468,venstergrupperna,0.519,centrumparti,0.514
87,twister,0.765,distinktion,0.547,absurd,0.488,ultraradikal,0.467,toryregering,0.519,unionsprogram,0.514
88,dagsljus,0.765,illvilja,0.546,samhällsmakt,0.488,federativ,0.467,antiklerikal,0.519,försvarsnihilistiska,0.514
89,handelsstad,0.764,utmana,0.546,monopolisera,0.487,presfen,0.466,afgjordaste,0.519,partikularistisk,0.513
90,militairista,0.764,nedtysta,0.546,representations,0.487,elgen,0.466,homerulers,0.519,förtroenderåd,0.513
91,tillintetgöra,0.764,theorier,0.546,konstitutionell,0.487,stangska,0.465,center,0.519,koryfeer,0.512
92,framställning,0.764,imposant,0.546,upptrådt,0.487,demokratista,0.465,legitimistiska,0.518,welferna,0.512
93,ännn,0.764,publicist,0.545,skampåle,0.487,tigaste,0.464,kratiska,0.518,paroll,0.512
94,emi,0.764,uplysa,0.545,vankelmod,0.487,sjöskada,0.463,unionsvänlig,0.517,reichsbote,0.511
95,warelser,0.764,wistt,0.545,barrots,0.486,skyddstullsystem,0.463,boulangismen,0.517,frihandelslägret,0.511
96,alkid,0.764,bevekelsegrund,0.545,guizots,0.486,imperialist,0.463,homerule,0.517,ultrakonservativ,0.511
97,tilräckeligen,0.764,odeladt,0.545,ministérens,0.486,oppositionela,0.463,tullvänligt,0.517,centerförening,0.511
98,werkliga,0.764,energisk,0.545,majoritet,0.486,folkrepresentation,0.463,gammalliberal,0.517,regeringsparti,0.51
99,oegennyttig,0.764,betänksam,0.544,medhåll,0.486,majlagarne,0.463,konserva,0.515,socialistisk,0.51
