,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
30,bleswe,0.906,materie,0.768,kalender,0.568,factum,0.483,även,0.484,årsperiod,0.503,qvinqvenniet,0.506
31,slippa,0.905,tilfredsställelse,0.767,innehaller,0.567,uru,0.482,revisionsår,0.484,valperiod,0.503,hafreexport,0.505
32,förbanna,0.905,ädraga,0.767,edinburgh,0.567,ulgöra,0.482,handelskris,0.484,kapitalbehållning,0.501,råginförseln,0.505
33,hau,0.905,änven,0.767,öfversatt,0.567,resulta,0.481,totalexport,0.483,importsiffra,0.498,depression,0.504
34,förödmjuka,0.904,fältherre,0.767,visadt,0.566,århundrade,0.481,bragdrik,0.483,fredsår,0.498,fredsår,0.503
35,upstiga,0.904,tidehwarf,0.766,tropisk,0.565,tideräkning,0.481,dagarno,0.482,ståndsriksdagarne,0.498,tilländagångna,0.502
36,begärlighet,0.904,melodi,0.766,omarbeta,0.564,årtionde,0.48,årtionde,0.482,spanmålsimporten,0.496,bränningstermin,0.499
37,eter,0.904,farsot,0.766,behofven,0.563,förveckling,0.48,statshvälfning,0.481,mortalitet,0.495,skede,0.498
38,urna,0.904,osann,0.765,che,0.562,tidräkning,0.479,bränningsterminen,0.48,bruksår,0.494,gangna,0.498
39,upfylt,0.904,wanstap,0.765,kommerciella,0.562,aristoteles,0.479,tidsföljd,0.479,varuartiklarne,0.494,valperiod,0.497
40,lagstiftning,0.904,wägra,0.764,filosofi,0.562,förhällanderne,0.479,epokgörande,0.478,växtperiod,0.494,medelsiffra,0.497
41,wälmäga,0.904,boch,0.764,viktig,0.562,tankeförmåga,0.478,tideu,0.477,varugrupp,0.494,nydaning,0.496
42,dramatisk,0.904,försämra,0.763,sammanföra,0.56,statshvälfning,0.477,solfläck,0.477,handelskris,0.493,balfåret,0.496
43,veil,0.904,fälttäg,0.763,reformation,0.56,fredsår,0.475,passionstid,0.476,omloppstid,0.492,fisketid,0.496
44,lefve,0.904,dömas,0.762,krigshistoria,0.56,följdriktig,0.475,pestepidemi,0.475,fastetid,0.491,mortalitet,0.496
45,hug,0.904,ärhundradet,0.762,kritik,0.56,tidrymd,0.475,saisonens,0.475,ärhnndraden,0.49,folkmängdssiffra,0.494
46,gikt,0.903,bemärkelse,0.762,tiderymd,0.559,årsskifte,0.475,crisis,0.474,utställningsår,0.489,utförselartiklarne,0.494
47,rädande,0.903,biand,0.762,klassifikation,0.559,hvälfning,0.474,exceptionell,0.474,glansdagar,0.488,spanmålsimporten,0.494
48,rubbning,0.903,uttal,0.762,originalspråk,0.558,lifvadt,0.473,nativitet,0.473,brytningstid,0.486,sträjkerna,0.493
49,förråda,0.903,rättwist,0.762,reformator,0.558,samhällsförhållande,0.473,finanskris,0.471,halfseklet,0.486,bränningstid,0.493
50,sjelft,0.903,likaså,0.762,kronologisk,0.558,tidepunkt,0.473,nästförflutna,0.471,understödstagarnes,0.484,utställningsår,0.493
51,aska,0.903,philosoph,0.762,folkvisa,0.558,positif,0.473,månaderne,0.471,treårsperiod,0.484,tillvexten,0.492
52,försigtig,0.903,männistja,0.761,generation,0.558,skamfläck,0.472,limeter,0.47,gradation,0.484,aedan,0.492
53,ogräs,0.902,mennistans,0.76,integrera,0.557,höjdpunkt,0.472,mortalitet,0.47,råginförseln,0.484,varuartiklarne,0.492
54,boch,0.902,dunkel,0.76,öfversigt,0.557,tafatthet,0.472,gradation,0.469,äreus,0.483,guldproduktion,0.491
55,ansäg,0.902,almänhet,0.76,åskådande,0.556,korrthet,0.471,fredsår,0.469,tillvexten,0.483,halfseklet,0.49
56,xiv,0.901,armera,0.76,ättonde,0.556,vextligheten,0.471,tidpunkt,0.468,procenttal,0.483,treårsperiod,0.489
57,barbar,0.901,längwariga,0.76,öfwersigt,0.555,äreu,0.471,kulturhistoria,0.468,skördeåret,0.482,tillverkningsperiod,0.489
58,älstare,0.901,hmaraf,0.76,amerikan,0.555,kärlekshandel,0.471,penningeställning,0.467,händelserik,0.482,konjunktion,0.488
59,bister,0.901,crisis,0.76,palmblad,0.554,lörsök,0.47,nomadfolk,0.467,nödår,0.482,halfäret,0.488
60,bila,0.9,ihärdig,0.759,frihetstid,0.553,himmelsvid,0.47,ärhnndraden,0.467,gangna,0.481,finanskris,0.488
61,upfyld,0.9,wcrlden,0.759,karakteristisk,0.552,folkvandring,0.47,isländarne,0.466,konjunktion,0.481,skiftesrik,0.487
62,lira,0.9,gest,0.758,moment,0.552,generation,0.47,räkenflapsäret,0.465,wädcrleken,0.481,folkmängdstillväxt,0.487
63,stycka,0.9,omätlig,0.758,framskriden,0.551,fruktsam,0.47,bränningstermin,0.465,1920,0.481,skördeåret,0.487
64,samman,0.9,upkommit,0.758,resebeskrifning,0.551,vurm,0.47,stenålder,0.465,riksdagssession,0.48,varugrupp,0.486
65,menn,0.9,fölgt,0.758,supplement,0.551,omskapning,0.469,växttid,0.465,totaltillförseln,0.479,fastetid,0.486
66,medge,0.9,catholsta,0.758,medeltal,0.55,inveckladt,0.469,wädcrleken,0.464,decennium,0.478,bomullskrisen,0.486
67,dagcligen,0.899,ryktbarhet,0.758,vansklig,0.55,tids,0.469,krigserfarenhet,0.464,tilländagångna,0.478,penningeställning,0.486
68,ästädare,0.899,känflan,0.757,1850,0.549,rättsbegrepp,0.469,brandstodsäret,0.464,stortingsperiod,0.477,ntveckling,0.486
69,förhastad,0.899,pacha,0.757,sällsamhet,0.548,upplefva,0.469,verldshistorien,0.463,nativitet,0.477,affärslösheten,0.485
70,minska,0.899,genomtränga,0.757,skiljda,0.548,dilemma,0.469,timmerhandel,0.461,frihandelsperiod,0.477,valkampanj,0.485
71,swenffe,0.899,ingi,0.757,180g,0.548,sistförflulna,0.469,tagarne,0.461,folkmängdssiffra,0.477,exportrörelse,0.485
72,uptog,0.899,hitintills,0.757,minnesbok,0.548,forhållande,0.468,räaste,0.46,penningeställning,0.476,gelser,0.485
73,fältherre,0.899,ken,0.757,gränsorne,0.547,statssystem,0.468,wcckorna,0.46,bränningstid,0.476,wädcrleken,0.484
74,leta,0.898,intereste,0.757,skolordning,0.547,andaktsfull,0.467,treårsperiod,0.46,revolutionsår,0.476,goodtemplarrörelsen,0.483
75,fanna,0.898,känsta,0.756,otryckt,0.547,tidpunkt,0.467,läroår,0.459,befolkningssiffra,0.475,budgetår,0.483
76,wek,0.898,häpnad,0.756,betydelsefull,0.547,resultaterne,0.467,hedendom,0.459,blomstringstid,0.475,exportverksamhet,0.481
77,bildning,0.898,piete,0.756,sverge,0.547,anomali,0.466,hvälfning,0.459,mjölkmängd,0.475,glansdagar,0.481
78,stämning,0.898,statsrädet,0.756,symptom,0.545,reproduktion,0.466,tillverkningsår,0.458,jagtsäsongen,0.474,landtdagsvalen,0.48
79,wäna,0.898,lighet,0.755,episod,0.544,verldeu,0.466,aktieföretag,0.458,sistförflulna,0.474,ntsträckes,0.48
80,harmoni,0.898,temperatur,0.755,karakteristik,0.544,kategori,0.466,koleraepidemi,0.458,månaderne,0.474,frihandelsperiod,0.48
81,plysa,0.898,medge,0.755,korrthet,0.544,irakier,0.466,menniskolifvet,0.457,dödsprocent,0.473,kapitalbehållning,0.48
82,förberörde,0.898,högfärd,0.755,gibbon,0.544,samhällslifvet,0.466,mänaderna,0.457,bielas,0.472,flottningstid,0.48
83,flamma,0.898,syndig,0.755,uplaga,0.543,jemvigten,0.466,vexeldag,0.457,lefnadsåren,0.472,afår,0.479
84,twingar,0.898,almän,0.754,mythologi,0.543,qvarstår,0.466,utvecklingsskede,0.457,nästförflutna,0.471,koleraåret,0.479
85,lillg,0.897,insekt,0.754,öfverlägsenhet,0.543,hufvudsäte,0.465,hirilken,0.457,sistsörflutna,0.471,krigserfarenhet,0.479
86,tjente,0.897,citera,0.754,tillskrifves,0.543,tillfredställande,0.465,fondmarknad,0.456,vexeldag,0.47,utvecklingsskede,0.478
87,alster,0.897,sinlig,0.754,österländsk,0.543,formation,0.464,framfaren,0.456,ståndsriksdag,0.47,nativitet,0.478
88,puls,0.897,hau,0.754,livilka,0.543,jordklot,0.464,affärslösheten,0.456,jernaffärerna,0.47,jagtsäsongen,0.478
89,bekantskap,0.897,upfyld,0.754,kritisk,0.542,kånda,0.464,konungaätt,0.456,öfvergångsperiod,0.469,tilländagående,0.478
90,swärdet,0.897,secler,0.753,sammanfatta,0.542,pånyttfödelse,0.463,fruktträdsodling,0.456,exportrörelse,0.468,lefnadsålder,0.477
91,borgeliga,0.896,tystlands,0.753,läsvärd,0.542,krisis,0.463,lokomotivbana,0.455,betestid,0.468,nästförflutna,0.477
92,ocean,0.896,hwaruli,0.753,inbergningen,0.541,näringstvång,0.463,alltintill,0.455,aedan,0.468,fattigvårdskostnad,0.477
93,därar,0.896,widröra,0.753,angifne,0.541,djurart,0.462,fredagsberättelse,0.455,tillverkningsperiod,0.467,jernaffärerna,0.476
94,stundeligen,0.896,upplyft,0.753,vallag,0.541,sauna,0.462,1743,0.455,progression,0.467,befolkningsstatistik,0.476
95,möjeligit,0.896,päfwens,0.753,genre,0.541,kannstöpare,0.462,ärhnndradet,0.455,hednatid,0.467,bränvinsbrän,0.476
96,oförsynt,0.896,kokoppor,0.753,korståg,0.541,utkommo,0.461,naturfenomen,0.455,marimum,0.467,räkenstapsäret,0.475
97,lagom,0.896,hufwudsakligen,0.753,partitur,0.541,materie,0.461,wertsamhet,0.454,limeter,0.466,kejsaredömets,0.475
98,bataillen,0.896,sallstapet,0.753,härledt,0.54,julidag,0.461,befolkningsförhållande,0.454,östiga,0.466,utvecklingsarbete,0.475
99,lystnad,0.896,wigtigare,0.753,grassera,0.54,chaos,0.461,hänsvunnen,0.454,afår,0.465,öfvergångstid,0.474
