,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
35,estadern,0.808,cordon,0.765,storherrliga,0.711,snabbskjutande,0.468,woolfska,0.426,utvidning,0.459
36,korvett,0.807,allierad,0.765,franffe,0.711,förpostfäktning,0.468,sjöångmaskin,0.426,solmaskin,0.458
37,warren,0.806,afmarsch,0.764,engelsmännerne,0.71,shoeburyness,0.468,klöfvernötare,0.424,krigsreserv,0.458
38,bombardera,0.804,marcher,0.764,insurrectionen,0.71,serbernes,0.467,vändskifva,0.424,dragkraft,0.457
39,montevideo,0.804,farwatten,0.764,whitworth,0.709,egyptista,0.467,ångvagn,0.424,ångvagn,0.456
40,bistä,0.803,afstära,0.762,omöjeligt,0.708,sveaborgs,0.466,ombestyrer,0.423,ramsågverk,0.456
41,landsätta,0.803,tahir,0.762,bomarsunds,0.708,flankmarsch,0.466,hornsbys,0.423,kreditlag,0.456
42,franffa,0.802,franffe,0.761,drus,0.708,niksic,0.466,behandlingsmetod,0.423,lokomotiver,0.455
43,blockera,0.802,wapenhwila,0.76,förefallna,0.707,blänkare,0.466,signalapparat,0.422,gödselspridare,0.455
44,carthagena,0.802,cadiz,0.759,intervenera,0.707,jemnstarka,0.466,ångvinchar,0.422,strecka,0.455
45,massena,0.801,alaix,0.758,algiers,0.707,johnstons,0.465,kondenseringsmaskin,0.422,palmkrantz,0.454
46,amerikansta,0.801,wapenhwilan,0.758,kejsarn,0.707,tändnälsgewär,0.465,sjelfarbetande,0.421,woolfs,0.454
47,wäntades,0.8,fredstraktat,0.758,amerikanerne,0.707,besköto,0.465,fasonering,0.421,stubbregleringsapparat,0.454
48,calais,0.799,fiendteliga,0.757,redschid,0.707,östersjöflotta,0.465,frösåningsmaskin,0.42,konståkning,0.454
49,cadix,0.799,bistä,0.757,helstatsförfattning,0.706,kinburn,0.465,ankarspel,0.42,appara,0.454
50,bucharest,0.799,mantua,0.757,oglu,0.706,avisoångare,0.465,ringapparater,0.419,linledning,0.454
51,tripoli,0.799,bosnien,0.756,fkulle,0.706,återmarsch,0.465,siemenska,0.419,jernaxel,0.452
52,monte,0.798,achmet,0.755,instructioner,0.706,ryösarne,0.464,tillkoppling,0.418,samtraflk,0.452
53,inlupne,0.798,corunna,0.754,fransse,0.705,köpenhamnare,0.464,stålsymaskin,0.418,sveatypen,0.452
54,franffe,0.797,mesolongi,0.754,förstörande,0.705,constantineh,0.464,vagnsklass,0.418,ångvinsch,0.452
55,inskeppa,0.796,oglu,0.754,paskewitsch,0.704,sramgängar,0.464,trafikförmåga,0.418,propellermaskin,0.452
56,kryssa,0.796,medina,0.754,armeerne,0.704,concentrera,0.464,förenkladt,0.418,tillkoppla,0.451
57,cochrane,0.796,udine,0.754,wapenhwilan,0.703,fältartilleri,0.463,kreditlag,0.417,wolffska,0.451
58,krysta,0.796,uppsnappa,0.753,ynes,0.703,landtrupp,0.463,propellermaskin,0.416,oxsele,0.45
59,nyffe,0.796,paskewitsch,0.753,englandarne,0.702,omtwistad,0.462,kraftöfverföring,0.416,tesla,0.45
60,brittiffa,0.796,storherrliga,0.752,montenegrinerne,0.702,chilensk,0.462,kolbesparande,0.416,kalorikmaskin,0.449
61,ulm,0.795,utrymmande,0.752,montenegro,0.702,saitschar,0.462,skidåkning,0.416,vindmotor,0.449
62,elliot,0.795,communicationen,0.751,marockansk,0.702,jägarebataljon,0.461,samtraflk,0.416,förvärmare,0.449
63,uppbringa,0.795,turkiste,0.751,kapudan,0.701,aildra,0.46,månadsbiljett,0.415,hopkoppla,0.448
64,semlin,0.794,tatar,0.75,blokera,0.701,fullständiggöra,0.46,kondensator,0.415,vändskifva,0.448
65,ral,0.794,narvaez,0.75,sveaborgs,0.701,schlettstadt,0.46,wolffska,0.414,semafor,0.448
66,wistte,0.794,quiroga,0.75,tahir,0.701,rasgrad,0.46,tillkoppla,0.413,högtryckningsmaskin,0.447
67,volontär,0.794,achmed,0.75,ängland,0.701,handgevär,0.46,halmskakare,0.413,buckeyes,0.447
68,mortier,0.794,torres,0.75,tillfångatagande,0.701,toury,0.46,nelt,0.411,stålfartyg,0.447
69,preussisk,0.793,adriatisk,0.749,konferera,0.7,albaneser,0.459,sädesoch,0.411,undveke,0.447
70,inlupen,0.793,ferrara,0.749,grekiste,0.7,kulspruta,0.459,hopkoppla,0.41,jernvägstraflk,0.447
71,farwatten,0.793,bucharest,0.749,årslång,0.7,preusfarnes,0.459,dynamoelektriska,0.41,åksläda,0.446
72,mayland,0.792,nationalgardist,0.748,achmet,0.7,tillfångatogos,0.458,jernaxel,0.409,kolbesparande,0.446
73,kryssare,0.792,thessalien,0.748,corunna,0.7,pyrgos,0.458,sjelfbindande,0.409,gottländska,0.446
74,bayonne,0.792,drus,0.747,smyghandel,0.699,tornfartyg,0.457,förmedels,0.409,tilllämpande,0.445
75,kringränna,0.791,instructioner,0.747,desertion,0.699,kondensor,0.457,maflineri,0.408,construction,0.445
76,befälhafwaren,0.791,grenada,0.747,wiktiga,0.699,landtstormens,0.457,skyddsinrättningar,0.408,slussanläggning,0.445
77,spanste,0.791,stillestånd,0.746,cabreras,0.698,lydney,0.457,strecka,0.408,tillver,0.445
78,landtroppar,0.79,kandia,0.746,pålska,0.698,hagelbössa,0.457,slåttermaskin,0.407,trumlor,0.445
79,genera,0.79,blockad,0.746,utpressning,0.697,bém,0.457,lokomotiver,0.407,hjulångfartyg,0.445
80,suwarow,0.79,gebietet,0.746,nordsida,0.697,sjögående,0.456,trehjulig,0.407,ombestyrer,0.444
81,manheim,0.79,melas,0.746,chosrew,0.697,bestälts,0.456,linledning,0.407,halmskakare,0.444
82,lånsta,0.789,trouppar,0.745,afsikt,0.696,casale,0.456,ångturbin,0.406,nordsjöfiske,0.444
83,bombay,0.789,segovia,0.745,fördrifvit,0.696,bergskanoner,0.455,flackvagn,0.406,genomstära,0.444
84,sjömakt,0.789,pamplona,0.745,chaves,0.696,ohandterlig,0.455,tesla,0.406,sjelfspolande,0.444
85,bay,0.789,armven,0.744,gielgud,0.696,öfverlägsna,0.455,vindmotor,0.405,torpedoväsendet,0.444
86,grenada,0.789,quesada,0.744,beduinerne,0.696,salzano,0.454,jernångfartyg,0.405,hufvudspår,0.443
87,tidningspapper,0.787,pafchan,0.744,torres,0.696,nordgeneral,0.454,construction,0.405,skördeapparat,0.443
88,mantua,0.787,grekcrne,0.743,landtroppar,0.696,scenförändring,0.453,högtryckningsmaskin,0.405,frösåningsmaskin,0.443
89,passage,0.786,maltha,0.743,konstantineh,0.695,sanz,0.453,verkningssätt,0.404,landtstormens,0.443
90,portsmouth,0.786,cabreras,0.743,commenderande,0.695,vercelli,0.453,sjelfverkande,0.404,årsbiljetter,0.443
91,plymouth,0.785,utlöpande,0.743,mascara,0.695,sakkännare,0.453,utvidning,0.404,dcuua,0.443
92,courierer,0.785,siendtliga,0.742,nögde,0.694,rcsultater,0.452,lättgående,0.404,mjölbybanan,0.442
93,beskickning,0.785,tajo,0.742,mesolongi,0.694,ryszlands,0.452,manöverfärdighet,0.404,sydskånsk,0.442
94,andalusien,0.785,chosrew,0.742,grekcrne,0.694,saarbriicken,0.452,landtstormens,0.404,instrifwas,0.442
95,fiendteliga,0.784,ärhällit,0.741,görgey,0.694,kawalleri,0.451,telegrafapparat,0.404,seländska,0.442
96,marcher,0.784,kairo,0.741,paria,0.694,bulgarifla,0.451,olycksfallsförsäkring,0.403,midtskepps,0.442
97,deal,0.784,tripoli,0.741,faction,0.694,genomskjuta,0.451,trumlor,0.403,kantbord,0.441
98,osterrikista,0.783,brussel,0.74,reorganisera,0.693,preussarue,0.451,ångvinsch,0.403,gärdsbanan,0.441
99,verona,0.783,taurus,0.74,anapa,0.693,skyttegrafvar,0.451,solmaskin,0.403,sjelfarbetande,0.441
