,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
56,abstrakt,0.711,oförderfvad,0.561,författareverksamhet,0.53,sjusofvare,0.521,afslöjar,0.535
57,tillvarelse,0.711,skönhetssinne,0.561,motif,0.53,obskurantism,0.521,religionslös,0.535
58,rimlighet,0.711,monarkisk,0.56,idée,0.53,operamusik,0.521,schopenhauer,0.534
59,sväfvande,0.711,samhällsskick,0.56,samhällslifvets,0.53,epigon,0.521,interesset,0.534
60,martyr,0.711,ögonskenligen,0.56,tillmöteskommande,0.53,iugifvit,0.52,världsåskådning,0.534
61,oerfaren,0.711,helgjuten,0.56,sjelfverksamhet,0.53,tyskarno,0.52,intransigenter,0.534
62,elef,0.711,bekämpande,0.56,diktning,0.529,frasmakeri,0.52,valprincipen,0.534
63,skönja,0.711,sjelfmedvetande,0.56,osvensk,0.529,osannolikhet,0.52,stråfvanden,0.534
64,ideell,0.711,idealisk,0.56,åskådning,0.529,djärfvaste,0.52,katkovs,0.534
65,någongång,0.71,insigler,0.56,menniskoanden,0.528,allenastyrandet,0.519,ateistisk,0.533
66,ideel,0.71,förlöjliga,0.56,lifsgerning,0.528,framtidsblick,0.519,sjelfmedvetet,0.533
67,taktik,0.71,hierarkisk,0.56,nytja,0.528,idealbild,0.518,samhällsomstörtande,0.533
68,statsskick,0.71,filantropi,0.559,representationsform,0.527,fanatici,0.517,samhällsideal,0.532
69,naturkraft,0.71,slägtet,0.559,dramatik,0.527,bonapartisk,0.517,operamusik,0.532
70,änuu,0.709,valprincipen,0.559,veklighet,0.527,musikdrama,0.517,uppvexande,0.532
71,verldsdel,0.709,sammanfattning,0.559,bländverk,0.526,socialis,0.516,individualism,0.532
72,ingripa,0.709,naturenlig,0.558,fördomsfrihet,0.526,individualism,0.516,skolsystem,0.532
73,genljud,0.709,folkvälde,0.558,machinationer,0.526,grundidé,0.516,fåkunnighet,0.531
74,konseqvent,0.709,förstocka,0.557,fåfänglig,0.526,sjelfmedvetet,0.516,urgera,0.531
75,verkställbar,0.709,uplyste,0.557,realism,0.526,vishetsregel,0.516,idée,0.531
76,statskonst,0.709,hjernspöke,0.557,diktande,0.526,orakelspråk,0.516,förderflighet,0.531
77,öfvervigt,0.708,ideerna,0.557,oratorisk,0.526,jätteverk,0.516,partipolitik,0.531
78,minnesmärke,0.708,isolering,0.557,hegel,0.526,féeri,0.515,hjärtevinnande,0.531
79,oformlig,0.708,messias,0.556,åskådningssätt,0.526,himlastormande,0.515,sträfvauden,0.531
80,öppenhjertig,0.708,statsekonom,0.556,psykolog,0.526,likasåväl,0.515,negation,0.531
81,vinstgifvande,0.708,nånsin,0.556,konseqvent,0.525,äfventyrslusta,0.515,systematisera,0.531
82,demagogisk,0.708,tullsystem,0.556,samhällsmakt,0.525,negation,0.515,obskurantism,0.53
83,genomföra,0.707,nyans,0.556,naturalistisk,0.525,hädare,0.514,själsbildning,0.53
84,rättskänsla,0.707,högsint,0.556,monomani,0.525,skaldeverksamhet,0.514,savonarola,0.53
85,fördomsfri,0.707,kommunism,0.556,växling,0.524,människokännedom,0.514,storhetsmani,0.53
86,förhållanderne,0.707,vigtigasle,0.556,sträfvar,0.524,skyddspolitik,0.513,föreningsväsende,0.53
87,projekter,0.707,grundton,0.556,grundfel,0.524,finansreform,0.513,lanka,0.53
88,utförlighet,0.707,verkställbar,0.556,själfva,0.524,urgera,0.513,ytterlighetsparti,0.529
89,filosofisk,0.707,despot,0.556,klerikalism,0.524,vesterlandet,0.513,germanisering,0.529
90,vetande,0.707,känslolöshet,0.555,skarpskyttesakens,0.524,strätvan,0.513,bibeltolkning,0.529
91,gåta,0.707,jemvigt,0.555,sinnesriktning,0.523,oupphunnet,0.512,utvecklingslära,0.529
92,upmarksamhet,0.707,besjäla,0.555,rationalistisk,0.523,kollektivism,0.512,gagnrik,0.529
93,vämjelig,0.707,misskänna,0.555,elementor,0.523,tankeverksamhet,0.512,grundidé,0.529
94,läsvärd,0.706,åskådning,0.555,darwin,0.523,reformsträfvanden,0.512,statssocialism,0.529
95,nyckfull,0.706,halfofficiella,0.555,naturscen,0.522,konception,0.511,vesterlandet,0.529
96,excentrisk,0.706,folklig,0.555,genialitet,0.522,motif,0.511,sjelfkritik,0.529
97,argument,0.706,sorglöshet,0.555,konstitutionalism,0.522,intransigenter,0.511,begrafningssätt,0.528
98,förtjenade,0.706,olvifvelaktigt,0.555,lättvindig,0.522,åskådning,0.511,framtidsstat,0.528
99,qväfva,0.706,kortligen,0.555,auktoritetstro,0.522,rotationspress,0.51,fredsidé,0.528
