,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
46,wanstra,0.727,hänseende,0.61,provincer,0.504,krigstillstånd,0.491,mistwäxt,0.519,podlachien,0.547,folkfattig,0.527
47,bayern,0.726,amerikan,0.61,venezuela,0.504,ottomanisk,0.49,lombardiet,0.519,guvernement,0.545,bukowina,0.527
48,piemont,0.725,bretagne,0.61,calabrien,0.503,provincerne,0.49,befolk,0.518,wallachiet,0.545,vestgränsen,0.527
49,krigsskepp,0.725,schweitz,0.61,upror,0.503,utrecht,0.49,rhenländerna,0.518,khokand,0.545,sydfrankrike,0.527
50,regementer,0.724,gebit,0.61,toledo,0.503,innebyggare,0.49,cherson,0.518,ilerzegovina,0.544,gränsland,0.527
51,belgrad,0.723,uppbringa,0.609,befästande,0.503,lauenburg,0.49,moldau,0.517,andalusien,0.544,rhenländerna,0.526
52,truppar,0.723,irländsk,0.609,schweitziska,0.502,kasan,0.489,khanat,0.517,kärnthen,0.543,mennonit,0.525
53,ofwerste,0.722,maynz,0.608,sierra,0.502,verldshandeln,0.489,nawarra,0.516,kaschgar,0.543,baskisk,0.525
54,rastadt,0.721,emigrant,0.607,armce,0.502,sjöstyrka,0.488,moldaus,0.516,liffland,0.543,guipuzcoa,0.524
55,alexandria,0.721,holland,0.605,granada,0.501,occupation,0.488,nordcarolina,0.515,sädesproducerande,0.542,paulo,0.523
56,drabbning,0.721,turin,0.605,levanten,0.501,vägbyggnad,0.487,constantine,0.515,hufvudorten,0.542,yirginien,0.522
57,eskader,0.721,hufwudstad,0.604,carthagena,0.501,landsdel,0.487,armenien,0.515,yemen,0.541,ligurien,0.52
58,bern,0.72,preusien,0.604,integritet,0.5,folkrik,0.486,ottomansk,0.515,halföns,0.541,moldaus,0.52
59,upror,0.72,mustapha,0.604,resning,0.5,nederländerne,0.486,införlifwade,0.513,dobrudscha,0.541,mieroslawski,0.52
60,punkt,0.72,toscana,0.603,armeer,0.499,murcia,0.484,härsmakt,0.513,kalabrien,0.54,herzegovina,0.519
61,flagit,0.718,elbe,0.602,bologna,0.499,noria,0.482,gränsprovins,0.512,spanmålsproducerande,0.54,fiskeriidkande,0.519
62,ostindien,0.717,armee,0.601,gäsning,0.499,florida,0.482,prowinser,0.512,limburg,0.539,thessaliens,0.519
63,hufwudstad,0.717,afträda,0.6,provincerne,0.499,skogrik,0.482,rhenprovinserna,0.512,rhenprovinserna,0.539,banditväsendet,0.518
64,offensiv,0.717,portugal,0.6,furstendöme,0.499,westliga,0.482,östersjöländerna,0.512,thessalien,0.539,siebenburgen,0.518
65,besätta,0.717,inbyggare,0.6,bajern,0.499,fläder,0.482,venetien,0.512,distrikterna,0.538,yemen,0.518
66,undsättning,0.716,brasilien,0.6,utgrening,0.498,waadt,0.482,lösryckande,0.511,inkorporering,0.537,ukraine,0.517
67,armce,0.716,drabbning,0.599,broschyr,0.498,modlin,0.482,siebenbiirgen,0.511,gränsprovins,0.537,smålotter,0.517
68,engclsta,0.715,rolighet,0.599,europeista,0.498,guipuzcoa,0.482,thracien,0.511,albanien,0.537,kärnthen,0.517
69,tyghus,0.714,tractat,0.599,wallachiet,0.497,hertigdöme,0.482,alava,0.511,uraguay,0.537,andalusien,0.516
70,formera,0.714,provincer,0.598,legation,0.497,truppstyrka,0.481,thessaliens,0.51,vasallstat,0.535,premieringsdistrikt,0.516
71,defensiv,0.714,levanten,0.597,preutzen,0.497,enskifta,0.481,katalonien,0.51,constantineh,0.533,russificering,0.516
72,moreau,0.714,irland,0.597,fastställande,0.497,tyrol,0.481,asiatifla,0.51,sydtyrolen,0.533,stapelplats,0.515
73,ruinera,0.714,carthagena,0.597,tyrol,0.497,panamanäset,0.481,pyreneerna,0.509,prowinser,0.532,kaschgar,0.514
74,detachement,0.713,krigförande,0.597,hufwudstad,0.496,bergskedja,0.48,konungarike,0.509,epirus,0.532,albanien,0.513
75,emigrant,0.712,tillstänga,0.597,rättstillstånd,0.496,britannien,0.48,muhamedanska,0.509,eqvatorialprovinsen,0.531,gränsprovins,0.513
76,alliance,0.712,asien,0.597,amerikan,0.496,estland,0.48,hegemoni,0.508,cordoba,0.531,ockupationshären,0.513
77,farlighet,0.712,belgrad,0.596,kringspridt,0.495,herzegowina,0.48,donauländerna,0.508,kowno,0.529,inkorporering,0.513
78,palen,0.711,citadell,0.596,modfälld,0.494,distrikter,0.48,oran,0.508,asiatista,0.529,provincen,0.512
79,avantgarde,0.711,weser,0.595,fälttäg,0.494,inbyggare,0.479,beresa,0.508,romagna,0.528,halföns,0.512
80,besatt,0.71,resning,0.595,hufwndstaden,0.494,odladt,0.479,augustowo,0.507,istrien,0.528,minho,0.512
81,stallning,0.71,twingas,0.594,absolutistisk,0.494,galizien,0.479,apenninerna,0.506,thessaliens,0.528,elsatz,0.511
82,tystland,0.709,rustning,0.594,truppernes,0.494,population,0.479,kronland,0.505,vogeserna,0.528,hennegau,0.511
83,nysta,0.709,truppar,0.594,estremadura,0.494,departementerne,0.478,autonom,0.505,siebenbiirgen,0.528,grefskapen,0.511
84,krigsstepp,0.709,venedig,0.594,krakau,0.493,landstapet,0.478,westpreussen,0.504,landsby,0.527,sydrysk,0.511
85,representant,0.708,oafhängighet,0.594,cabreras,0.493,jutland,0.478,muhammedansk,0.502,rhenländerna,0.527,förskonadt,0.51
86,preutzen,0.707,antägande,0.594,utwidgad,0.493,östersjöprovins,0.478,constantineh,0.502,aleppo,0.527,kalabrien,0.51
87,semlin,0.707,portugall,0.593,förhållanderne,0.493,prekär,0.478,kalkbrott,0.502,piemont,0.527,sydtyrolen,0.509
88,fientlig,0.707,europeista,0.593,genomresa,0.493,afsättningsort,0.477,turkissa,0.502,kuha,0.527,skyddsvälde,0.509
89,schwaben,0.706,furstendöme,0.592,canada,0.493,bessarabien,0.477,införlifning,0.502,sydfrankrike,0.526,statsområde,0.508
90,magter,0.706,alexandria,0.591,valencia,0.492,likafä,0.477,revolutionsparti,0.502,anatolien,0.526,länot,0.508
91,prag,0.705,allians,0.591,stagnation,0.491,bergstrakt,0.477,aralsjön,0.501,thracien,0.525,settlement,0.508
92,lyckligen,0.705,ayres,0.591,farwatten,0.491,levanten,0.477,samogitien,0.501,puerto,0.525,augustowo,0.508
93,armeerne,0.704,hungersnöd,0.59,biscaya,0.491,algierien,0.477,catalonien,0.501,ostsibirien,0.525,granland,0.507
94,cairo,0.704,handelsstad,0.59,proclamation,0.491,preutzen,0.476,pohlen,0.5,siebenburgen,0.525,ilerzegowina,0.507
95,romersta,0.704,bistä,0.59,sicilien,0.491,podolien,0.476,lithauiska,0.5,moldau,0.523,dobrudscha,0.507
96,engländarne,0.704,fiendteliga,0.59,mägtiga,0.491,ekskog,0.476,slavisk,0.5,sydryssland,0.523,kuha,0.507
97,marocco,0.703,magterne,0.59,upprorista,0.491,stänsta,0.476,siebenburgen,0.5,kaukasien,0.523,eqvatorialprovinsen,0.507
98,klubb,0.702,defensiv,0.59,konfederation,0.49,maestricht,0.476,epirus,0.499,kapkolonien,0.523,distrikterna,0.506
99,underhandla,0.702,georgien,0.59,halfön,0.49,savoyen,0.476,zamora,0.498,khanat,0.522,khorassan,0.506
