,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
86,uppnående,0.838,gottländska,0.682,genealogisk,0.501,utspionera,0.502,demontowicz,0.509
87,demagogisk,0.838,förljensten,0.682,nyssbemälta,0.501,cobden,0.502,tilbjuda,0.509
88,beige,0.838,utjemna,0.682,wudsakligen,0.501,bemäkligat,0.502,flamliga,0.509
89,korrigera,0.838,förpligtadt,0.682,öfverlemuas,0.501,förhjälpa,0.502,förhjälpa,0.509
90,monopol,0.838,derar,0.681,jultomtarne,0.501,försvarsnihilist,0.502,tidningsarbete,0.509
91,andamål,0.837,kreditera,0.681,militäryrke,0.5,oldroyd,0.501,vanderbildt,0.508
92,dern,0.837,upfylt,0.681,bouppteckningsman,0.5,interviewa,0.501,mires,0.508
93,smälek,0.837,sjnes,0.681,kooperativ,0.5,elektroteknisk,0.501,nykterhetsvännerne,0.508
94,auctoritet,0.837,sillan,0.681,féron,0.5,inbrottstöld,0.501,utbild,0.508
95,vedersakare,0.837,hnsegare,0.681,afstedsfest,0.5,pastenr,0.501,verldsutställ,0.508
96,förtryta,0.837,skålla,0.681,utökning,0.5,jernvägskungen,0.5,dunraven,0.508
97,menniskovän,0.837,tilägna,0.681,nppläten,0.5,bewäpnat,0.5,accep,0.507
98,spekulativ,0.837,relse,0.681,basch,0.5,demontowicz,0.5,karlo,0.507
99,förevänning,0.837,machinationer,0.681,öfverlemuade,0.5,erwin,0.5,isiver,0.507
