,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
15,theodor,0.75,iakttagelse,0.669,likaväl,0.56,tidskrist,0.437,grufbrytning,0.467,öfrigit,0.481
16,flykting,0.745,uphäfwa,0.668,kreditlag,0.559,landtbrnket,0.436,kroppsarbetarnes,0.467,bankväsende,0.478
17,karda,0.743,embetsmyndighet,0.667,landthushållning,0.559,blomsterskötsel,0.436,nationalbeväpningen,0.466,hushållslära,0.478
18,prints,0.743,hvarmedelst,0.665,agronomisk,0.557,likaberättigande,0.436,kameral,0.466,gödsellära,0.476
19,protokoller,0.743,mjölkkammare,0.664,besörjande,0.557,sundhetsvård,0.435,finanser,0.466,jordbrukslära,0.474
20,mathilda,0.742,landi,0.663,bankoverk,0.556,kartarbete,0.435,landtbruksbokföring,0.465,agrikultur,0.471
21,praktisk,0.742,förfarenhet,0.663,bankväsen,0.556,etymologisk,0.433,arbetarelagstiftning,0.465,skogsrörelse,0.47
22,hastings,0.742,förljenar,0.662,theologisk,0.555,mathematisk,0.433,lifsvillkor,0.465,wetenskaper,0.47
23,roche,0.741,naturvetenskap,0.662,mineralogisk,0.554,kommersielt,0.433,esthetiska,0.464,nationalbeväpningen,0.47
24,5t,0.741,teoretisk,0.661,ulsk,0.554,polisväsende,0.43,ekono,0.464,trädgårdsskötsel,0.469
25,fläkt,0.741,correspondance,0.661,civillag,0.554,landtförsvarets,0.429,brukshandtering,0.463,grufbrytning,0.468
26,oxenstierna,0.741,oväld,0.66,theoretisk,0.553,meteorologi,0.428,växtkultur,0.462,döfstummes,0.468
27,befullmäktiga,0.741,brukeliga,0.66,handhafvandet,0.553,nationalekonomista,0.428,fruktodling,0.461,kroppsarbetarnes,0.467
28,schiller,0.74,synagoga,0.659,ändamålsenlighet,0.553,ntskottets,0.428,landtbruk,0.461,förkofring,0.467
29,omfattning,0.74,näringsflit,0.658,zoologi,0.552,civilrätt,0.427,finansfråga,0.459,fruktodling,0.467
30,vas,0.74,stickelighet,0.658,tabellkommission,0.551,undervisningsväsen,0.427,bankväsende,0.459,veterinärvetenskap,0.466
31,igor,0.739,bränvinsbränning,0.657,nattbevakning,0.551,esthetiska,0.426,striella,0.459,helsovårdslära,0.466
32,braunschweig,0.738,lånerörelse,0.655,aflöningssätt,0.551,specialstudium,0.426,hushållning,0.458,propedeutisk,0.465
33,stickelighet,0.738,afhandlar,0.655,humanistisk,0.551,nutida,0.425,facklig,0.457,fårskötsel,0.465
34,bondestånd,0.738,intolerans,0.655,reglementarisk,0.551,jordbeskrifning,0.424,kontinuitet,0.456,striella,0.464
35,ernst,0.738,theoretisk,0.654,matematisk,0.551,krigsväsen,0.424,skogsrörelse,0.456,blomsterskötsel,0.462
36,gafwor,0.737,slöjd,0.654,theoretiska,0.551,syntaktisk,0.423,öfrigit,0.455,skogsdrift,0.462
37,fängenstap,0.737,astronomi,0.653,öfverlåtande,0.55,skogshushällning,0.423,statsekonomi,0.455,tweckling,0.461
38,wäljas,0.737,sprik,0.653,tjensteåligganden,0.549,röraude,0.422,bankväsen,0.454,köpmansyrket,0.46
39,escadern,0.737,humanistisk,0.653,lagfarenhet,0.548,odlingshistoria,0.42,uppfostringsväsendet,0.454,världsordning,0.46
40,jena,0.736,statsekonomi,0.653,lagskipning,0.548,journalistik,0.42,statshushållning,0.453,landtbruksskötsel,0.46
41,wilh,0.736,mythologi,0.653,röstskala,0.547,omdaning,0.419,veterinärmedicin,0.453,hemsed,0.459
42,ingifwen,0.734,kabinetter,0.653,räntekammare,0.546,redigering,0.419,bättrande,0.453,handelsgeografi,0.459
43,stadsbo,0.734,naturalhistoria,0.652,naturvetenskap,0.546,tilllämplig,0.419,heraldik,0.453,mathematisk,0.459
44,legation,0.733,ideell,0.652,topografi,0.545,algebraisk,0.419,skogsbruk,0.453,hofbeslagslära,0.458
45,diden,0.733,hvai,0.651,litteraturhistoria,0.544,kontinuitet,0.419,protokollsföringen,0.452,linear,0.458
46,zoh,0.733,sinsemellan,0.651,tillämplighet,0.544,landtsörswarets,0.418,experimental,0.451,mjölkhushållning,0.457
47,brahestad,0.732,nska,0.651,theoretiskt,0.543,kyrkolagfarenhet,0.418,arbetsförhållande,0.45,ntveckling,0.457
48,uprättade,0.732,ordnande,0.651,afhandlar,0.543,architektur,0.418,kommersiel,0.45,sjukdomslära,0.457
49,bokh,0.732,fortplantning,0.65,välskrifning,0.543,öfrigit,0.417,sörkosran,0.449,rättstafning,0.457
50,geometri,0.732,kunskapsgren,0.649,frihetsstraff,0.542,mejeribyggnad,0.416,angelågenheter,0.449,själsbildande,0.456
51,fw,0.732,veder,0.649,bibringande,0.542,kyrkohistorisk,0.416,utiveckling,0.449,barnauppfostran,0.455
52,budget,0.732,vallag,0.649,undervisningsväsende,0.542,naturkunnighet,0.416,helsovårdslära,0.448,instgter,0.455
53,jande,0.731,afflutande,0.649,klassifikation,0.54,samhällslära,0.416,karteverket,0.448,agrikulturkemi,0.455
54,tze,0.731,nögde,0.648,grunddikning,0.54,literärt,0.416,instgter,0.448,arbetarelagstiftning,0.454
55,kristendom,0.73,nordista,0.648,ängsvattning,0.54,lärarebildning,0.416,själsbildande,0.448,svårlärd,0.453
56,ritterberg,0.73,inöfva,0.648,uplysningen,0.54,farmaci,0.416,hnshällning,0.448,hästskötsel,0.453
57,swens,0.73,åskådande,0.648,statsekonomisk,0.54,angelågenheter,0.416,hälsovård,0.447,vigtigasto,0.453
58,franz,0.73,drifna,0.648,universitetslärare,0.539,bygnadskonst,0.416,liskt,0.447,affärskorrespondens,0.453
59,mehul,0.73,statsekonomisk,0.647,ekonomifla,0.538,karteverk,0.416,sjukdomslära,0.447,bankväsen,0.453
60,förläna,0.73,förenkla,0.647,tecknisk,0.538,krigsförvaltning,0.416,ingrepe,0.446,uppfostringsväsendet,0.453
61,haydn,0.729,inveckla,0.647,stickelighet,0.538,skogsstaten,0.415,skönliterära,0.446,transportväsen,0.452
62,adrcsi,0.729,bruksrörelse,0.646,grond,0.538,samfärdsmedel,0.415,indnstriela,0.445,pharmacie,0.452
63,tilldöma,0.729,academie,0.646,kunskapsämne,0.537,veckorevy,0.414,kreditväsen,0.445,hönsafvel,0.452
64,gymnasium,0.729,fördjupa,0.646,jemtväl,0.537,stndier,0.414,fårskötsel,0.444,landtbrukslära,0.452
65,immer,0.728,frigifvande,0.646,revidering,0.536,amnon,0.414,jordbrukslära,0.444,veterinärmedicin,0.452
66,aderton,0.728,fördomsfri,0.646,ekonomisk,0.536,grässlag,0.414,reformeradt,0.444,sociologi,0.452
67,författande,0.728,theras,0.645,förlikningsdomstol,0.535,encyklopedi,0.413,agrikulturkemi,0.444,statsvetenskap,0.452
68,krigisk,0.728,matematik,0.645,nationalekonomi,0.535,ethnografisk,0.413,kommunikationsväsende,0.444,strien,0.451
69,pacha,0.728,allminna,0.645,lärobegrepp,0.535,vextriket,0.413,ingeniörvetenskap,0.444,ladugärdsstötseln,0.451
70,länderi,0.727,innerlighet,0.645,öfrigit,0.535,ekonomisk,0.413,tisk,0.444,arbetsförhållande,0.451
71,hernösands,0.727,redbarhet,0.644,internationell,0.535,kommersiel,0.412,utweckliug,0.444,landtbruksbokhålleri,0.451
72,pels,0.727,båtnad,0.644,aktta,0.534,menniskokroppens,0.412,vigtigasto,0.442,glasindustri,0.451
73,musique,0.727,bevandrad,0.644,kollektiv,0.534,nitälfla,0.412,särskiidt,0.442,heraldik,0.45
74,konselj,0.727,grundprincip,0.644,statsdepartement,0.534,jernvägsanläggningarne,0.411,teknistt,0.441,lifsvillkor,0.45
75,faljes,0.727,social,0.643,homiletisk,0.533,krigshistorisk,0.41,telefoni,0.44,helfowärd,0.449
76,halfpension,0.727,tillgjord,0.643,skolväsen,0.533,stägtets,0.41,ntveckling,0.44,skönliterära,0.449
77,nordisk,0.727,fysik,0.643,hufvudsäte,0.533,affärskorrespondens,0.41,hemsed,0.439,metallslöjd,0.449
78,böneskrift,0.727,embets,0.643,folkundervisning,0.533,språkvetenskap,0.409,penningrörelse,0.439,arbetstagarne,0.448
79,sermt,0.726,oundvikligen,0.643,åstadkommande,0.533,lagkunskap,0.409,ladugärdsskötseln,0.439,bokföringskurs,0.448
80,undervisning,0.726,framläggande,0.642,dietisk,0.533,jernhandteringens,0.409,äkerbrukets,0.439,kraftmedel,0.448
81,lektor,0.726,folkundervisning,0.642,harmonilära,0.533,wetenskaper,0.408,sexuell,0.439,esthetiska,0.448
82,hmaraf,0.725,utförlighet,0.642,själavård,0.533,thelaus,0.408,hönsafvel,0.438,byggnadslära,0.448
83,sandels,0.725,flöjd,0.642,byggnadskonst,0.533,pediatrik,0.408,suggestiv,0.438,utvecklingsarbete,0.447
84,hederstecken,0.725,nyans,0.642,förmanskap,0.533,penningetillgångar,0.407,utgifningssätt,0.438,nndervisning,0.447
85,utweckling,0.725,uplysningen,0.642,centralisation,0.532,landthushållning,0.407,insig,0.438,huslig,0.447
86,011,0.725,pärskap,0.641,almänhet,0.532,bankväsen,0.406,uthärdlig,0.437,väfnadsindustrien,0.447
87,hana,0.725,blifrit,0.641,arkif,0.532,sjöfartsunderrättelser,0.406,undervisnin,0.437,grundeligen,0.446
88,deleen,0.725,naturalster,0.641,religionsundervisning,0.532,instgter,0.406,närings,0.437,santalmissionen,0.446
89,union,0.724,bestämning,0.641,disciplinär,0.532,hude,0.406,gödsellära,0.437,förkväfva,0.446
90,statsminister,0.724,skolungdom,0.641,embetsoch,0.532,mineralogi,0.406,lekmannaelement,0.437,mejerihushållning,0.445
91,dubb,0.724,lagfarenhet,0.641,estetisk,0.531,nationalekonomi,0.406,ullkultur,0.437,kameral,0.445
92,geografisk,0.724,samverka,0.64,ecklesiastik,0.531,nationalbeväpningen,0.406,mathematisk,0.437,undervisnin,0.445
93,kyrkowaktare,0.724,ått,0.64,matematik,0.531,geographien,0.406,kreditinrättning,0.437,knnskap,0.444
94,sinnebild,0.724,upprigtiga,0.64,förenkling,0.531,inredande,0.405,landlbrukets,0.437,skrifkonst,0.444
95,lion,0.723,framstäldt,0.64,politi,0.53,rättsmedicin,0.405,helfowärd,0.436,fabriksväsendet,0.444
96,belöper,0.722,fagdt,0.639,hufvudgrunderna,0.53,lagskipning,0.405,statsvetenskap,0.436,sorn1,0.443
97,mont,0.722,oförenlig,0.639,hånseende,0.53,sötvatten,0.405,byggnadslära,0.436,ingrepe,0.443
98,bouteille,0.722,ågot,0.639,affärs,0.53,iff,0.405,flötas,0.436,fabriksyrket,0.443
99,henr,0.722,brukbarhet,0.639,omisskännlig,0.53,landtförsvar,0.405,otrygghet,0.436,fackritning,0.443
