,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
43,hjeltemod,0.829,högakta,0.733,catholsta,0.597,walwilja,0.52,järta,0.448,fabriksetablissement,0.435,criticus,0.455
44,klokhet,0.829,skick,0.733,punktlighet,0.597,gasslander,0.52,wallon,0.448,protektor,0.435,adelsstånd,0.454
45,rättwist,0.829,väcka,0.733,ursprungligen,0.597,domsrätt,0.52,militärledamot,0.448,afdelningschef,0.435,constitutionella,0.454
46,tilfredsställelse,0.828,alstad,0.733,universiteter,0.596,stais,0.52,öfwerstelöjtnanten,0.448,sörwaltande,0.433,statsämbete,0.454
47,stål,0.828,wörda,0.732,samteliga,0.595,hedersledamot,0.519,landsh,0.448,afhällne,0.433,wärdigheter,0.454
48,harmoni,0.828,förtjente,0.731,kyrkolag,0.595,vindicera,0.519,skolstat,0.448,corpschefer,0.432,upmuntra,0.454
49,politik,0.828,behaglighet,0.73,committé,0.594,emb,0.519,förtroendepost,0.447,embetsman,0.432,modlem,0.454
50,högfärd,0.828,ståndaktighet,0.73,undervisningsverk,0.594,qvalificera,0.518,söreständare,0.447,nitifle,0.431,neraldirektör,0.453
51,bleswe,0.827,förestälde,0.73,öfiiga,0.594,frånkänna,0.518,nitist,0.446,commendeuren,0.431,protektor,0.453
52,beskyllning,0.827,flöte,0.73,supplik,0.593,embet,0.518,insulander,0.446,arppe,0.431,energiste,0.453
53,lcfwa,0.827,eftertanka,0.73,förtryta,0.593,representeradt,0.518,katolste,0.446,hofkapell,0.431,kapplöpnings,0.452
54,bemärkelse,0.827,värdig,0.73,extraordinarie,0.593,klercker,0.518,wärdigheter,0.446,auctoriteter,0.431,lagskipare,0.452
55,wäckte,0.827,upmuntra,0.729,konungahus,0.593,forsi,0.518,kommissionslandtmätare,0.446,språkman,0.43,frimurare,0.452
56,förbyta,0.827,dine,0.729,utgifwandet,0.593,förestälde,0.517,mäijer,0.446,siewers,0.43,skote,0.452
57,korteligen,0.827,sinlig,0.729,notabilitet,0.593,wälborne,0.517,platon,0.446,mannapartiets,0.43,nitifle,0.451
58,lira,0.826,härlighet,0.729,medlemmarne,0.592,nyvald,0.517,statsrädel,0.446,embetsoch,0.43,hederspost,0.451
59,eter,0.826,druckos,0.729,upkomst,0.592,särflilt,0.517,mastin,0.445,aoung,0.43,naval,0.451
60,älstar,0.826,oinskränkt,0.729,stickelighet,0.592,ämbetsman,0.517,kleen,0.445,wärdigheter,0.43,stödjepelare,0.451
61,inflytelse,0.826,slägte,0.728,pianist,0.592,dcrtil,0.517,fåhreeus,0.445,förtroendeplats,0.429,auctoriteter,0.451
62,favorit,0.826,boch,0.728,författarn,0.592,embetsoch,0.516,kadetteorpsen,0.445,administrera,0.429,förtroendeplats,0.451
63,inrotad,0.826,mennistors,0.728,socknemän,0.592,nnderd,0.516,öfwertog,0.445,utrikesstatsminister,0.429,frimurarebröder,0.451
64,wäsende,0.826,förhallande,0.728,agardh,0.591,anckarswärd,0.516,fährcrus,0.444,heber,0.429,lärareprof,0.45
65,twingar,0.825,bedräglig,0.727,mh,0.591,spekulationsandan,0.515,nordensvan,0.444,souschef,0.429,befrämjare,0.45
66,ofi,0.824,födsel,0.727,suveränitet,0.591,redeliga,0.515,ärenderne,0.444,nyupprättad,0.429,läroembete,0.45
67,trolöshet,0.824,egenffap,0.727,gudstjänst,0.591,szdane,0.515,selggren,0.443,statsråder,0.429,landshöfdingeposten,0.45
68,wälmening,0.824,klädnad,0.727,reformvän,0.59,schulzenheim,0.514,delgaf,0.443,lärareprof,0.428,omrädct,0.449
69,återkalla,0.823,absolut,0.727,hedervärd,0.59,nordenfalk,0.514,industrioch,0.443,criticus,0.428,pobedonoszew,0.449
70,ledsam,0.823,utwärtes,0.727,stormäktigste,0.589,oduglighet,0.514,rosenswärd,0.442,stordignitärer,0.427,utrikesstatsminister,0.448
71,träde,0.823,noggran,0.726,embetsmännen,0.589,embelsmän,0.514,reuterskjöld,0.442,infun,0.427,embetsoch,0.448
72,förjaga,0.823,högfärd,0.726,penningelåns,0.589,bittills,0.514,chefskap,0.442,nådeligen,0.426,corpschefer,0.448
73,främja,0.823,känflor,0.726,teologisk,0.589,anstalta,0.514,tjensteinnehasware,0.442,kuratel,0.426,domarekår,0.448
74,odygd,0.823,männistan,0.726,brödrarike,0.588,bourqueney,0.514,afhällne,0.442,kyding,0.426,statsöfverhufvudet,0.447
75,fördölja,0.823,älstar,0.726,embetsman,0.588,omreglering,0.513,brandwäsende,0.442,angelägenheler,0.425,förkunnare,0.447
76,chur,0.822,träldom,0.725,smyghandlare,0.588,florman,0.513,ekbohrn,0.441,hedersvärd,0.425,dalahöfdingen,0.447
77,missnöje,0.822,vördnad,0.724,presterliga,0.588,oförkränkt,0.513,nordenfeldt,0.441,summus,0.425,stamfläck,0.446
78,afunda,0.822,trygga,0.724,subordination,0.588,medicinsta,0.513,aarne,0.44,defensorer,0.425,penningeanstalter,0.446
79,ständaktighet,0.822,lärl,0.724,innerlighet,0.588,fokle,0.512,sörwaltande,0.44,familjetradition,0.424,kyrkostyrelse,0.446
80,wärf,0.822,wänners,0.724,båtnad,0.587,uplifwa,0.512,ciwila,0.44,landsh,0.424,exequatur,0.446
81,sivärt,0.821,folck,0.724,landels,0.587,alliså,0.512,ercellensen,0.44,tjenstejubileum,0.424,allsmägtig,0.446
82,otrogen,0.821,sammanlefnad,0.724,andamål,0.587,befordringsmål,0.512,underexekutor,0.44,fortifikationsgeneralen,0.424,embelet,0.446
83,förseelse,0.821,corpsens,0.724,hägn,0.587,lening,0.511,öswertog,0.439,embelsmän,0.424,kommissionslandtmätarne,0.446
84,förblinda,0.821,skydda,0.724,vir,0.587,caractere,0.511,stadsfullmäklige,0.439,hufvudstyrelse,0.424,förtjenstcr,0.446
85,förebråelse,0.821,nppä,0.723,tillgifne,0.587,förespråkare,0.511,commendeuren,0.438,hoffunktionärerna,0.424,juryinstitutionen,0.445
86,werkligen,0.821,ansägo,0.723,kraftyttring,0.587,anhallan,0.51,öfverpresidenten,0.438,troilius,0.423,menniskosinnet,0.445
87,bila,0.82,skadlig,0.723,öfverhet,0.586,uddeholms,0.51,söreflogs,0.437,clief,0.423,landtdagsman,0.445
88,wärsta,0.82,förädla,0.723,biträdande,0.586,tiltro,0.51,åminnelsetal,0.437,ordtörande,0.423,rädkammare,0.445
89,frimodig,0.82,känsta,0.722,sjelfförsakelse,0.586,konstruktör,0.51,nyblaeus,0.437,provinsiallä,0.422,prestadömet,0.445
90,uste,0.82,förståndig,0.722,dignitär,0.586,äreställe,0.51,fränträdt,0.437,landshöfdingeposten,0.422,underexekutor,0.445
91,ömaste,0.82,werkcligen,0.721,förtröstansfull,0.586,wcrrn,0.509,silfwerstolpe,0.437,einbetsmän,0.422,wälfignelse,0.445
92,wördar,0.82,ödla,0.721,synonym,0.585,ledamöternes,0.509,tjensteman,0.437,storman,0.422,ställföreträdare,0.445
93,gudomlighet,0.82,werksamma,0.721,embets,0.585,komitö,0.509,klinkowström,0.437,sentant,0.422,tjenstemän,0.445
94,förlika,0.82,agtning,0.721,politi,0.585,rudling,0.509,landssekter,0.436,kompanischef,0.421,grundpelare,0.445
95,girighet,0.819,gudomlighet,0.72,göthes,0.585,ilja,0.509,srih,0.436,academiens,0.421,hofembetsmännen,0.445
96,gruflig,0.819,trolöshet,0.72,regementschef,0.585,billault,0.509,ordförandebefattning,0.436,fiskeriinstruktör,0.421,afsättningsområden,0.444
97,swedenborg,0.819,ingrepp,0.72,konstverk,0.584,perez,0.508,ordföran,0.436,landshöfdinge,0.421,protes,0.444
98,wärdiga,0.819,framfara,0.72,iför,0.584,tilbak,0.508,embetsoch,0.436,ntsågs,0.421,schef,0.444
99,slagt,0.819,afsty,0.72,grushög,0.584,skogman,0.508,stogshushällning,0.435,landtstat,0.42,statstjenare,0.444
