,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
22,inell,0.875,afwända,0.795,civillag,0.565,kriminallag,0.554,successionsordning,0.557,dissenterlag,0.58,dissenterlag,0.582
23,declaration,0.874,rubbning,0.795,förfogande,0.565,samhällsskick,0.554,lagbestämmelse,0.554,oförkränkt,0.58,weto,0.581
24,storherren,0.874,förenlig,0.794,andemening,0.564,vallag,0.55,grundlagen,0.554,kriminallag,0.579,stortingsbeslut,0.574
25,borgeliga,0.874,möckel,0.794,constitution,0.564,regeringssätt,0.55,unions,0.553,grundlagsförändring,0.578,anslagsvägran,0.574
26,röfware,0.874,grundlägga,0.793,oförenlig,0.562,statsform,0.549,fattigvårdslag,0.551,grundlagsändring,0.576,ministeransvarighet,0.573
27,despot,0.874,hörsamma,0.793,teori,0.562,valcensus,0.545,beskattningsrätt,0.55,kommunalförordning,0.576,grundlagsändring,0.569
28,rubbning,0.873,tilfredsställelse,0.792,öfverhet,0.559,arbetsordning,0.545,konstitution,0.548,rättsgrundsats,0.575,grundlagsstadgande,0.567
29,class,0.873,förblifwer,0.792,klassifikation,0.559,noriges,0.544,nationalrepresentation,0.547,unionsfördrag,0.571,konstitution,0.567
30,förblanda,0.873,defensiv,0.791,statsförfattning,0.559,älägga,0.544,ansvarighetslag,0.547,grundlagen,0.57,lagbeslut,0.567
31,sölje,0.873,interesie,0.79,iakttagelse,0.558,statsskick,0.542,handelslag,0.546,paragraf,0.57,oförkränkt,0.565
32,uttryckelig,0.873,odygd,0.789,stadgande,0.558,grundlagsförändring,0.542,förbundsförfattning,0.546,andemening,0.57,konungaförsäkran,0.565
33,stundeligen,0.872,werkade,0.789,lagrum,0.557,åsidosättande,0.542,unionsfördrag,0.543,statsrättslig,0.57,krigslag,0.564
34,öfwerwägande,0.872,athen,0.788,öfverträda,0.557,statut,0.541,grundlagsbestämmelse,0.543,ministeransvarighet,0.569,paragraf,0.563
35,florera,0.872,werkställande,0.788,förpligtelse,0.557,kommunallag,0.54,unionskonung,0.543,föreningsakt,0.567,andemening,0.562
36,despotism,0.871,söndring,0.788,bokstaflig,0.555,andemening,0.54,kommunall,0.542,upplösningsrätt,0.567,kriminallag,0.56
37,bleswe,0.87,engelffe,0.787,reglemente,0.554,arfföljd,0.539,öfwerträdande,0.541,lagparagraf,0.566,obrottsligen,0.56
38,fanna,0.87,wigliga,0.787,återremittera,0.553,åsyftning,0.539,arfslag,0.535,lagbeslut,0.564,konsulatbeslutet,0.56
39,krossa,0.87,åsyfta,0.786,lagbud,0.553,fueros,0.536,krigsartiklarne,0.534,författning,0.564,grundlagsförändring,0.559
40,förbanna,0.87,upprättelse,0.786,sammanfatta,0.553,krigslag,0.536,konstitutionell,0.533,konstitutionell,0.564,riksrättsdomen,0.558
41,dramatisk,0.87,utwerka,0.785,formell,0.552,reformförslag,0.535,valcensus,0.533,anslagsvägran,0.564,lagtolkning,0.558
42,visitera,0.87,stydda,0.785,modifikation,0.551,vilkorliga,0.534,oförkränkt,0.532,grundlagsstadgande,0.563,kommunalförordning,0.558
43,förminska,0.869,anwanda,0.785,fueros,0.551,landsthinget,0.534,brottmålslag,0.532,konungaförsäkran,0.562,slutmening,0.557
44,blifwil,0.869,wälmening,0.784,lag,0.551,exceptionell,0.534,hufwudfaklig,0.532,konsulatbeslutet,0.56,konungamagten,0.555
45,afrätta,0.869,sannolikhet,0.784,tullsystem,0.55,koran,0.533,wallag,0.532,weto,0.56,tryckfrihetsförordning,0.555
46,fältherre,0.869,anmanda,0.784,ständerne,0.55,tillintetgörelse,0.533,straffbalk,0.53,tryckfrihetslag,0.558,unionsfördrag,0.552
47,rolighet,0.868,rättwis,0.783,lagutskott,0.549,lagbud,0.532,helstatsförfattning,0.53,konsulatsaken,0.558,statsrättslig,0.552
48,piecer,0.868,missbruk,0.783,afskaffa,0.549,skråordning,0.532,formulering,0.53,obrottsligen,0.558,unionsprogram,0.552
49,mediation,0.868,ädraga,0.783,speciel,0.549,1734,0.532,folkthinget,0.53,förbundsförfattning,0.557,unions,0.551
50,stämning,0.868,täflande,0.783,rättesnöre,0.549,allenastyrelse,0.531,kommunalförordning,0.53,unions,0.557,unionsakt,0.55
51,dagsljus,0.868,waka,0.783,konungamakt,0.548,tryckfrihetsbrott,0.53,rättsgrundsats,0.529,slutmening,0.556,föreningsakt,0.55
52,äu,0.868,högfärd,0.783,sammanjemka,0.548,beskattningsrätt,0.53,fattigvårdsförordning,0.529,kielerfreden,0.554,ansvarighetslag,0.549
53,tillätes,0.868,mediation,0.782,uppfattning,0.547,valsätt,0.529,instiftande,0.528,lagtolkning,0.553,kyrkolag,0.548
54,magier,0.868,nödwändighet,0.782,framställdt,0.547,straffbalk,0.529,folkting,0.528,affattning,0.553,folkvald,0.548
55,möjlighet,0.868,beröfwa,0.782,riksdagsbeslut,0.547,stadganderne,0.528,grundlagsförändring,0.527,unionsakt,0.552,rättsgrundsats,0.547
56,brudgum,0.867,kalender,0.781,tvertemot,0.547,konstitutionell,0.528,arméorganisation,0.527,ansvarighetslag,0.552,giftermålsbalk,0.546
57,nödwändige,0.867,ken,0.781,föreskrifvet,0.546,riddarhusordning,0.527,konstitutionsutskott,0.526,tryckfrihetsförordning,0.552,affattning,0.544
58,palen,0.867,försakelse,0.78,uteslutning,0.546,constitutionella,0.527,grundlagsstadgande,0.525,unionsprogram,0.552,vallag,0.544
59,deffe,0.867,offenteligen,0.78,motvigt,0.546,tillämplighet,0.526,organisationsförslag,0.524,riksrättsdomen,0.551,statsrådssaken,0.543
60,famillen,0.866,ätföljde,0.78,friherrn,0.546,skollag,0.526,reglementarisk,0.524,kyrkolag,0.55,walurnorna,0.541
61,inwärtes,0.866,mänsklig,0.78,förhållanderne,0.546,allramest,0.526,iaktaga,0.523,konstitutionel,0.55,konstitutionell,0.54
62,uprätta,0.866,öfwerwägande,0.779,laglighet,0.546,religionsfrihet,0.526,konungaförsäkran,0.523,statsförfattning,0.549,lagbud,0.54
63,förbudne,0.866,hitintils,0.779,domslut,0.546,banksystem,0.526,patentlag,0.523,unionsparlament,0.548,unionsparlament,0.54
64,bibehällas,0.866,wänffap,0.778,förordning,0.546,skiftesstadga,0.526,eludera,0.522,beskattningsrätt,0.548,kielerfreden,0.539
65,dömas,0.866,province,0.778,blitvit,0.546,constitution,0.526,jagtstadga,0.521,lotsförordning,0.547,lotsförordning,0.539
66,mängfaldiga,0.865,efterlefnad,0.778,fördömelse,0.546,veto,0.526,npphäfvande,0.52,sanktionsvägran,0.544,krigsartiklarne,0.538
67,sistlcdne,0.865,spe,0.778,straffbestämmelse,0.545,punktvis,0.525,uttryckelig,0.52,utvisningsrätt,0.543,förbundsförfattning,0.538
68,flike,0.865,ingängna,0.778,promulgera,0.545,helgd,0.524,giftermålsbalk,0.52,krigslag,0.542,tilläggsbestämmelse,0.538
69,tc,0.865,answarighet,0.778,synagoga,0.545,jemnlikhet,0.524,församlingsfrihet,0.52,tilläggsbestämmelse,0.542,konstitutionel,0.538
70,bchöfwa,0.865,auctors,0.777,demokratisk,0.545,upphäfvas,0.524,grundlagsfråga,0.52,häfdandet,0.541,konsulatsaken,0.537
71,resolvera,0.865,kännemärke,0.777,jemnlikhet,0.544,tulllagstiftning,0.524,kommunallagarne,0.52,grundprincip,0.54,utvisningsrätt,0.537
72,krigförande,0.865,uppstä,0.777,bedömmande,0.544,lörslag,0.523,interimsregering,0.52,vallag,0.54,fribet,0.537
73,folkflag,0.865,demonstration,0.777,myntenhet,0.543,ombildning,0.523,paragraf,0.519,stortingsmajoritet,0.54,församlingsfrihet,0.537
74,stegra,0.865,helvetista,0.777,sedolära,0.543,förordning,0.522,kyrkoförfattning,0.519,konungadöme,0.539,efterlefdes,0.537
75,laren,0.865,protest,0.777,sanktionera,0.542,månggifte,0.522,värnpligten,0.519,församlingsfrihet,0.538,arfslag,0.535
76,magters,0.864,crisis,0.776,sympathier,0.542,konstitutionel,0.522,äfyftande,0.518,folkvald,0.538,presteden,0.535
77,giorde,0.864,enffilta,0.776,financiella,0.542,religionsöfning,0.521,befordringslagarne,0.518,flagglag,0.537,constitutionen,0.535
78,hungrig,0.864,giöra,0.776,försvarsverk,0.542,regeringsledamot,0.521,kyrkoordning,0.517,unionelia,0.537,paristraktaten,0.534
79,förord,0.864,lofwade,0.776,riksstånd,0.542,genomdrifvas,0.521,kyrkohandbok,0.517,omredigera,0.537,häfdandet,0.534
80,hau,0.864,heten,0.776,klausul,0.542,inkräktning,0.52,riksdagsmajoritet,0.516,giftermålsbalk,0.537,ordalydelse,0.534
81,aflägsna,0.864,förelag,0.776,majestätsbrott,0.542,åtlydnad,0.519,skollag,0.516,reglementarisk,0.536,uttryckelig,0.534
82,twifwelsmäl,0.863,despotism,0.776,indelning,0.541,fastställande,0.519,höghetsrätt,0.516,landtdagsordning,0.536,lotteriförordning,0.534
83,swenffe,0.863,närmarande,0.776,oförgriplig,0.541,skipa,0.518,friköpningsrätt,0.516,folkrättslig,0.535,tryckfrihet,0.533
84,beswar,0.863,förestrifwer,0.775,upphäfwas,0.541,tulltara,0.518,odelsthinget,0.515,paristraktaten,0.534,unionsförslag,0.533
85,relation,0.863,stadfästa,0.775,grundlagsförändring,0.54,valordning,0.518,lagförklaring,0.514,handelslag,0.534,omredigera,0.532
86,deruppå,0.863,formligen,0.775,frånträda,0.54,lagstadgande,0.518,fiskeristadga,0.513,riksrätt,0.534,vänsterparti,0.532
87,foglig,0.863,plister,0.775,förthy,0.539,nadiga,0.517,handelslagstiftning,0.513,statsrådssaken,0.534,straffbalk,0.532
88,folkhop,0.863,proklamera,0.774,regeringssätt,0.539,tullsystem,0.517,grundprincip,0.513,stängselförordning,0.534,allmänlighet,0.532
89,beskydda,0.863,sannt,0.774,giltighet,0.538,representativ,0.517,grufvestadgan,0.513,presteden,0.533,partihänsyn,0.532
90,förhatlig,0.862,verksam,0.774,behandlingssätt,0.538,representationssätt,0.517,lagparagraf,0.512,lagenlighet,0.532,förutgå,0.532
91,mångfaldig,0.862,dömas,0.774,godtycke,0.538,pärs,0.516,krigslag,0.512,förutgå,0.532,författning,0.531
92,bombardera,0.862,pästynda,0.773,styrelseform,0.538,utspridande,0.516,unionsakt,0.512,skollag,0.532,ståndsprincipen,0.531
93,beräkning,0.862,undersäter,0.773,litti,0.538,civillag,0.516,hänvisadt,0.512,nationalrepresentation,0.532,reglementarisk,0.53
94,bewiljat,0.862,aldraminst,0.773,deputeradekammare,0.538,konventikelplakat,0.516,lagstiftare,0.511,fastande,0.532,stängselförordning,0.53
95,utgä,0.862,bestraffa,0.772,bokstaf,0.537,örslag,0.516,unionelt,0.511,krigsartiklarne,0.531,skollag,0.53
96,stäpp,0.862,förpligta,0.772,öfverlemnadt,0.537,myntenhet,0.515,1734,0.511,uttryckelig,0.531,handelslag,0.53
97,gränsa,0.862,rättegäng,0.772,oförvillad,0.537,appell,0.515,riksdagsmannarätt,0.51,maktfördelning,0.531,grundlagsbrott,0.53
98,sublim,0.862,handelse,0.772,strafflag,0.537,diss,0.515,negation,0.51,straffbalk,0.531,parlamentseden,0.529
99,träde,0.862,bätre,0.772,philosophi,0.536,bränvinsbränningens,0.515,öfwcrensstämmelse,0.509,benådningsrätt,0.531,knektekontrakten,0.529
