,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
55,faljes,0.842,författningssamling,0.572,physiska,0.526,fyrdelning,0.5,politisk,0.539,oförmånlig,0.55
56,hemgift,0.842,kommerciella,0.572,militärväsende,0.525,pekuniär,0.5,reformeradt,0.538,penningrörelse,0.55
57,tillredning,0.842,rättmätighet,0.571,framskridande,0.524,statsekonomisk,0.5,penningeställning,0.537,terapeutisk,0.55
58,wisad,0.842,märi,0.57,prekär,0.524,kameral,0.5,utrikespolitisk,0.537,särskiidt,0.549
59,astronomi,0.842,skolungdom,0.569,slägtets,0.523,humanism,0.5,existence,0.536,sjelfverksamhet,0.548
60,hanz,0.842,likformig,0.568,embetsmännen,0.523,ekonomiffa,0.499,samfundsförhållandena,0.536,hospitalsvård,0.548
61,krigisk,0.841,inveckla,0.568,samhällsinrättning,0.523,skogsväsende,0.499,tomtspekulation,0.536,privaträttslig,0.547
62,vas,0.841,bestämning,0.567,ulgöra,0.522,samhällsutveckling,0.499,ekonomi,0.535,skördeförhållanden,0.547
63,förswunnit,0.841,uppvexande,0.567,stödda,0.522,samhällelig,0.499,krigsförfattning,0.535,kroppsarbetarne,0.547
64,oafhängig,0.841,stickelighet,0.566,närlvarande,0.522,wärnpligtens,0.499,arbetsförhållande,0.535,statsändamål,0.547
65,tribunat,0.841,väsendtligen,0.566,arbetsfördelning,0.522,ofvanantydda,0.497,minskande,0.535,mejerihandteringens,0.547
66,sd,0.841,hänvisning,0.565,afhandlade,0.521,moralitet,0.497,arbotarno,0.534,bildningsståndpunkt,0.546
67,fullständighet,0.841,fysik,0.565,naturenlig,0.521,moraliflt,0.496,sjukkasseväsendet,0.534,skriftspridning,0.545
68,ts,0.841,nitälska,0.564,merkantil,0.52,ekono,0.496,ntveckling,0.534,pandet,0.545
69,armera,0.841,speciel,0.564,samhällsangelägenhet,0.52,afsevärd,0.496,förkofring,0.533,sårskildt,0.545
70,heer,0.841,nitälskan,0.564,sträfvat,0.518,betryck,0.496,ekonomiffa,0.533,näringslif,0.544
71,ken,0.84,förvärfvande,0.564,lösande,0.518,olägenheterne,0.495,kontinuitet,0.533,reformeradt,0.544
72,pels,0.84,forskning,0.564,angelägenbeter,0.518,kommersiela,0.495,betalningsförmåga,0.532,näringsverksamhet,0.544
73,wunnen,0.84,sammanfatta,0.564,statshushållning,0.518,produktivitet,0.495,lagstiftningsrätt,0.532,fraktafgifterna,0.544
74,äider,0.84,urval,0.564,villande,0.518,bankväsen,0.495,textkritisk,0.53,rederinäring,0.543
75,ackuratetz,0.84,veder,0.563,statsekonomisk,0.518,försvarsväsende,0.495,motvärka,0.53,åtgårder,0.543
76,fattigförsörjning,0.84,iakttagelse,0.563,civilrätt,0.517,medelbarligen,0.494,terapeutisk,0.53,peknniära,0.543
77,altona,0.84,inrättande,0.563,omisskänneligen,0.517,lärarebildningen,0.494,sörhållanden,0.529,penningeställning,0.543
78,jesuit,0.839,geologisk,0.563,industriel,0.517,åtgårder,0.494,statslifvets,0.529,religionsfråga,0.542
79,penny,0.839,vetenskaplig,0.562,afhjelpandet,0.517,nationalbeväpningen,0.493,jernindustriens,0.529,sparsamhetsvännerna,0.542
80,stadsbo,0.839,vägledning,0.562,aldraminst,0.517,jernhandteringens,0.493,karteverket,0.529,förlustbringande,0.542
81,tref,0.839,äfveu,0.562,hwardagliga,0.516,betrycka,0.493,pekuniert,0.528,penningerörelsen,0.542
82,tilräckeligen,0.839,föredöme,0.562,välsignelserik,0.516,varuutbyte,0.492,lifsintressen,0.528,samfundsförhållandena,0.542
83,afskrift,0.839,embetsmännen,0.562,vidlåda,0.516,jernindustriens,0.492,mejerinäring,0.528,humanitär,0.541
84,dömmas,0.839,penningelåns,0.562,lagskipning,0.516,riksdagsfråga,0.491,situerad,0.528,existence,0.541
85,walen,0.839,lagstadgande,0.562,grundvilkor,0.516,prekär,0.491,depression,0.527,jordstyckning,0.541
86,kolorera,0.838,kyrkolag,0.562,beroende,0.516,helsovård,0.49,hygienist,0.527,exportnäring,0.541
87,upphjelpa,0.838,handtverkeri,0.562,prejudikater,0.516,lefnadsbehof,0.489,bomullsindustri,0.527,lärarebildningen,0.541
88,konselj,0.838,enskildta,0.561,intellektuel,0.515,terminologi,0.489,beväringsinrättning,0.527,pekuniert,0.54
89,lern,0.838,originalspråk,0.561,fårskötsel,0.515,moralisk,0.489,utvecklingsarbete,0.527,hånseende,0.54
90,hinderlig,0.838,ideell,0.561,önskvärd,0.515,kreditlagstiftning,0.488,sågverksindustri,0.525,sjukkasseväsendet,0.539
91,otillbörlig,0.837,arkitektonisk,0.56,samhällig,0.514,framskridande,0.488,utplånande,0.525,koltillgång,0.539
92,misttag,0.837,afhandlar,0.56,hufwndsakligen,0.514,förvärfskälla,0.488,skattdragandes,0.525,afvägdt,0.538
93,aden,0.837,thinget,0.56,förhållanderne,0.514,framåtgående,0.488,kommersiell,0.525,skattdragandes,0.538
94,representativ,0.837,lagstiftning,0.56,hilde,0.514,eåsom,0.487,nationalbeväpningen,0.524,sjelfbestånd,0.537
95,tädan,0.837,arfvoden,0.559,liafva,0.514,lifsfrågor,0.487,beskattningsväsende,0.523,afsoendo,0.537
96,agio,0.837,statsekonomisk,0.559,fullkomnande,0.514,penningeställningen,0.487,statsekonomisk,0.523,karteverket,0.536
97,geografisk,0.836,hvai,0.559,näringsgren,0.514,försvarskraft,0.487,näringstvång,0.523,finansförvaltning,0.536
98,förpligta,0.836,uteblifver,0.559,näringslagstiftning,0.514,affärslifwet,0.487,lagreform,0.522,näringstvång,0.536
99,falja,0.836,publicitet,0.558,följdriktig,0.513,exceptionel,0.487,uttveckling,0.522,righeter,0.536
