,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
28,ådagalägga,0.845,magnetism,0.734,theras,0.591,stabilitet,0.578,fredspolitik,0.567,konseqventa,0.583,rättsgrundsats,0.589
29,obetänksam,0.845,upgifter,0.733,uppfattning,0.591,teori,0.578,inkonstitutionelt,0.566,handelslagstiftning,0.583,styrelsesystem,0.588
30,wälmäga,0.845,dikt,0.732,statsförfattning,0.589,oefterrättlighet,0.578,statsform,0.566,afskrifningsplan,0.583,reformprogram,0.587
31,ledsam,0.845,bestraffa,0.731,bevekelsegrund,0.589,mänsklig,0.576,följdriktig,0.565,asigter,0.582,kongressförslag,0.587
32,högfärd,0.844,hedning,0.731,öppenhet,0.589,sträfvande,0.575,valcensus,0.565,börsskatt,0.582,fattigvårdslag,0.586
33,hedning,0.844,despotism,0.731,godtycke,0.586,andemening,0.575,hörnsten,0.565,nppfattning,0.582,försoningspolitik,0.585
34,hjertelig,0.844,moralista,0.73,omstörtning,0.586,doktrin,0.575,landafträdelse,0.564,skyddstullsystem,0.581,förnuftsenlig,0.584
35,uttyda,0.843,förfarenhet,0.73,regeringssystem,0.585,statsskick,0.575,pressfrihet,0.563,obrottsligen,0.581,skyddstullsystem,0.583
36,förtjente,0.843,omätlig,0.73,statsinrättning,0.585,idée,0.574,patentlag,0.562,grundtanke,0.58,riksrepresentation,0.582
37,warelser,0.843,olikhet,0.73,statsrätt,0.584,konseqvent,0.574,trossats,0.562,skyddslagstiftning,0.58,vidhållande,0.582
38,väcka,0.843,sedlighet,0.729,sammanjemka,0.583,föråldrad,0.574,nationalrepresentation,0.56,språkfråga,0.58,häfdandet,0.581
39,sannolikhet,0.842,uplyste,0.729,indragningsmakt,0.583,radikalism,0.573,konseqvent,0.56,ministérs,0.58,kommunalbeskattning,0.581
40,upwäcka,0.842,christne,0.729,institution,0.583,statsinrättning,0.573,framtidsmål,0.559,lagfästa,0.578,hufvudskälet,0.581
41,christne,0.842,efterföljd,0.728,jemnvigt,0.583,lifsprincip,0.572,valprincipen,0.559,förbundsförfattning,0.576,ministérs,0.581
42,loflig,0.842,redeliga,0.727,tendens,0.582,omstöpning,0.572,helstatsförfattning,0.559,rättssystem,0.576,kyrkofråga,0.581
43,omfatta,0.841,liderlig,0.727,statsekonomisk,0.58,egoistisk,0.57,kretsordning,0.558,åsigt,0.575,handelslagstiftning,0.581
44,medbroder,0.841,philosoph,0.727,jemvigt,0.58,vigtigasle,0.568,ideor,0.558,reformprogram,0.574,rättssystem,0.58
45,enfald,0.841,werkställighet,0.727,beräkningsgrund,0.579,gemensamhet,0.568,egendomsrätt,0.557,handelssystem,0.573,obrottsligen,0.58
46,sällsam,0.841,auctorer,0.726,utgångspunkt,0.579,fördömelse,0.568,partiställning,0.557,likaberättigande,0.573,frångående,0.58
47,afböja,0.84,männi,0.726,constitutionen,0.579,federativ,0.568,fattigvårdslagstiftning,0.557,socialpolitik,0.572,proportionsval,0.579
48,foster,0.84,öfwertygelse,0.726,energie,0.578,tolerera,0.567,lifsprincip,0.556,kommunalfrihet,0.572,programpunkt,0.578
49,kansta,0.839,redighet,0.726,strafflag,0.578,materialism,0.567,rationalist,0.556,valreform,0.571,organisationsplan,0.577
50,dikt,0.839,upmarksamhet,0.725,rationell,0.577,lagbud,0.567,arméorganisation,0.556,lagutkast,0.57,afskaftande,0.577
51,harmoni,0.839,theras,0.725,monarki,0.577,allenastyrelse,0.567,stängselförordning,0.555,wallagen,0.57,fueros,0.577
52,sticklig,0.839,häpnad,0.724,orimlighet,0.577,fåvitsk,0.567,grnndadt,0.555,arbetaresamfunden,0.569,skatteförslag,0.576
53,tänkande,0.839,wigtigaste,0.724,jemkning,0.576,grundlagen,0.566,dualistisk,0.554,maktfråga,0.569,finansprogram,0.576
54,romare,0.838,moralisk,0.723,afhjelpas,0.576,valsätt,0.566,reformförslag,0.554,statsinrättning,0.569,tudelning,0.575
55,förfarenhet,0.838,uppriktighet,0.723,praxis,0.576,theras,0.566,lärometod,0.553,författningsändring,0.568,ministeransvarighet,0.575
56,wärdiga,0.838,erkännande,0.723,bokstaflig,0.576,samvetsfrihet,0.565,betraktelsesätt,0.553,ömsesidighetsprincip,0.568,ricasolis,0.574
57,sones,0.837,werksamt,0.723,mosaisk,0.575,naturenlig,0.565,principiell,0.553,skatteförslag,0.568,wallagen,0.574
58,tilfredsställelse,0.837,militairista,0.722,katolik,0.575,fiendtlighet,0.565,tullreform,0.553,sjelfbestämmelserätt,0.567,konstitutionalism,0.573
59,krigare,0.837,uplysa,0.722,tractaten,0.575,exklusiv,0.564,sjelfbestämmelserätt,0.552,organisationsplan,0.567,kyrkolagstiftning,0.573
60,folkflag,0.837,astronom,0.721,pärs,0.574,samfälda,0.564,försvarsorganisation,0.552,kyrkolagstiftning,0.566,ömsesidighetsprincip,0.572
61,förlika,0.836,fältherre,0.721,sammanfatta,0.574,företrädesrättighet,0.564,tidsanda,0.552,lagtolkning,0.566,partiprogram,0.572
62,prata,0.836,lastbar,0.721,rimlighet,0.574,representationsform,0.564,förnuftsenlig,0.552,frångående,0.566,skyddslagstiftning,0.572
63,styldig,0.836,tidehwarf,0.72,motvigt,0.574,ståndsprincipen,0.563,konsekvent,0.551,korollarium,0.566,börsskatt,0.572
64,åtanka,0.836,regeringssätt,0.72,bokstaf,0.573,månggifte,0.563,arbetsfördelning,0.55,konfessionell,0.566,comtes,0.572
65,hjeltemod,0.836,motarbeta,0.719,demagogisk,0.573,afvoghet,0.563,rättsgrund,0.55,fasthållande,0.566,landtmanuapartiet,0.57
66,swedenborg,0.836,omättlig,0.719,obekantskap,0.572,individuell,0.562,åsigtcr,0.55,konstitutionalism,0.565,tarifförslag,0.57
67,utomordentlig,0.836,enkelhet,0.718,ofullkomlig,0.572,theorier,0.562,skolsystem,0.55,kommunalbeskattning,0.565,despoti,0.57
68,häckla,0.835,wisterligen,0.718,sympathier,0.572,styrelseform,0.562,konfessionell,0.549,listiska,0.565,ståndsprincipen,0.57
69,barde,0.835,sysselsatt,0.718,koalition,0.572,kontinuitet,0.562,militärlag,0.549,klasskamp,0.564,wienerkongressen,0.57
70,brottslig,0.835,fortplanta,0.717,iakttagelse,0.572,bokstafven,0.562,partiregering,0.549,verldsåsigt,0.564,omsadling,0.57
71,bwars,0.835,blix,0.717,rättesnöre,0.571,prestvälde,0.562,frihandel,0.549,despoti,0.563,föreningsfrihet,0.57
72,motsäga,0.835,fabel,0.717,anstiftare,0.571,insigler,0.562,krigspolitik,0.549,unionsakt,0.562,nationalitetsprincip,0.57
73,odräglig,0.834,tilfället,0.716,bisak,0.571,statsförvaltning,0.562,statsinrättning,0.548,pragerfreden,0.562,valreform,0.57
74,tryckfel,0.834,verksam,0.716,fueros,0.571,riglning,0.561,slutledning,0.548,fundamental,0.562,statsväsende,0.57
75,rättfärdig,0.834,utwärtes,0.716,stabilitet,0.571,bisak,0.561,gagnelighet,0.548,åsikt,0.562,lagreform,0.569
76,statsman,0.834,poesi,0.716,häktning,0.571,lamartines,0.561,civillag,0.548,kyrkofråga,0.562,konseqventa,0.569
77,gäcka,0.833,werklig,0.716,wälmening,0.571,grundvilkor,0.561,jemlikhetens,0.547,landsthingets,0.562,grundtanke,0.568
78,upfylt,0.833,gudomlighet,0.716,konsideration,0.57,lagstiftningsåtgärd,0.56,statsinstitution,0.547,principfast,0.561,förbundsförfattning,0.568
79,rädande,0.833,bedräglig,0.716,flika,0.57,definiera,0.559,kriminallag,0.547,unionelia,0.56,lagutkast,0.567
80,slägte,0.833,skadlig,0.715,rättstillstånd,0.57,samhällsmakt,0.559,grundfel,0.546,samhällsmakt,0.56,armélag,0.567
81,enstilta,0.833,climat,0.715,andemening,0.57,besynnerligen,0.559,grundpelare,0.546,wallag,0.56,lagfästa,0.567
82,födsel,0.832,stadliga,0.715,propaganda,0.569,lagstiftning,0.559,tulllagstiftning,0.546,regeringsprogram,0.56,förkämparne,0.566
83,hjertats,0.832,enstildta,0.715,oförenlig,0.569,jemnlikhet,0.559,grundvilkor,0.545,individualistisk,0.56,korollarium,0.566
84,rättwis,0.832,otjenlig,0.715,förpligtelse,0.569,oduglighet,0.558,system,0.545,bibeltolkning,0.56,finanspolitik,0.566
85,ädraga,0.832,utweckla,0.715,motiverna,0.569,asigter,0.558,värnepligt,0.545,berlintraktaten,0.56,arbetareskydd,0.566
86,werksamhet,0.832,förföljelse,0.714,reformvän,0.569,sammanhållning,0.558,previlegier,0.545,göteborgssystemets,0.559,värfningssystemet,0.565
87,bemärkelse,0.831,viss,0.714,modifikation,0.568,opolitisk,0.557,värnpligtens,0.545,praxis,0.559,lagtolkning,0.565
88,lcmnar,0.831,ihärdig,0.714,rättskänsla,0.568,fokle,0.557,statsangelägenhet,0.545,fueros,0.559,handelssystem,0.565
89,ärelystnad,0.831,skick,0.714,straffbestämmelse,0.568,taktik,0.557,fasthållande,0.544,riglning,0.559,autokratisk,0.564
90,oförnuftig,0.831,täflande,0.713,status,0.567,bränvinsbränningens,0.557,gudlöshet,0.544,tarifförslag,0.559,kardinalpunkt,0.564
91,wälde,0.831,werkelig,0.713,social,0.567,socialist,0.556,negation,0.544,comtes,0.559,tilllämpande,0.564
92,fortplanta,0.831,studium,0.713,behandlingssätt,0.567,samhållet,0.556,agitationsmedel,0.544,lärometod,0.559,oafsättlig,0.564
93,träldom,0.831,motsägelse,0.713,rättsenlig,0.567,rättmätighet,0.556,folkfrihet,0.544,jordbruksskydd,0.559,trossats,0.563
94,kallsinnig,0.83,owäntade,0.713,almänhet,0.567,konklusion,0.556,fyrdelning,0.543,kardinalpunkt,0.559,jurysystem,0.563
95,korteligen,0.829,anwändes,0.713,brytning,0.567,lagtolkning,0.556,skyddstullsystem,0.543,partihänsyn,0.559,helstatsförfattning,0.563
96,tilta,0.829,oberoende,0.712,nögde,0.566,genomtänka,0.555,suveränetet,0.543,afgjordaste,0.558,samundervisning,0.563
97,utwärtes,0.829,sannolikhet,0.712,betraktare,0.566,prohibition,0.555,wärnepligt,0.543,kongressförslag,0.558,modifieradt,0.563
98,girighet,0.829,förtjänt,0.712,älägga,0.566,byråkratisk,0.555,föreningsfördrag,0.542,stadgauden,0.558,inkonstitutionelt,0.563
99,frälsning,0.829,kännemärke,0.712,constitutionella,0.566,fraktion,0.555,myntenhet,0.542,härorganisation,0.558,domstolsorganisation,0.562
