,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
20,fiendtlig,0.785,dover,0.706,widdin,0.613,ryssarnc,0.595,mukhtar,0.638,macedonien,0.568,muselman,0.579
21,twungne,0.785,trupparne,0.706,bologna,0.613,pruth,0.588,karlisterna,0.636,spanjor,0.567,ungrarne,0.577
22,storma,0.785,nyffe,0.706,fälttåg,0.611,utanverk,0.586,prenssarne,0.636,abyssinierna,0.565,sjelfherskare,0.573
23,motständ,0.784,toulon,0.706,ancona,0.611,ticino,0.585,fästningsfyrkanten,0.634,montenegrinerne,0.565,hovaernas,0.573
24,anfalla,0.784,marmont,0.706,minsk,0.61,schamyl,0.584,rumän,0.634,bulgarerne,0.56,czecherne,0.572
25,bajonett,0.784,martinique,0.704,skingra,0.609,ryssarne,0.584,nikopolis,0.634,bokhara,0.56,mandalay,0.572
26,engländarne,0.783,schwaben,0.703,franfoserne,0.608,flagne,0.583,ryssarue,0.633,europeerne,0.559,turkomaner,0.569
27,manstap,0.783,calcutta,0.703,blake,0.607,förpost,0.58,fransman,0.633,kassala,0.556,abomey,0.569
28,förpost,0.783,morea,0.702,soria,0.607,fördrifvit,0.58,balkanpassen,0.632,ungrarne,0.556,muselmansk,0.568
29,eskader,0.782,portugisista,0.702,insurgera,0.606,tiflis,0.58,ryssarne,0.629,abessinier,0.555,brasilianarne,0.568
30,drabbning,0.78,intogo,0.702,cabreras,0.606,magyar,0.58,batum,0.629,perserne,0.555,lästet,0.567
31,gäfwo,0.78,smyrna,0.701,antägande,0.605,osterrikarne,0.58,schipkapasset,0.626,afghanerne,0.554,gammalserbien,0.567
32,toulon,0.779,center,0.701,pamplona,0.604,tillbakakasta,0.576,bulgarerne,0.626,anrycka,0.553,usibepu,0.567
33,passera,0.779,deal,0.7,herat,0.604,carlist,0.574,tnrkarne,0.625,albanerne,0.553,hovaerna,0.567
34,nederländerne,0.777,krysta,0.7,rekryt,0.603,estella,0.572,rustschuk,0.623,kineserne,0.553,prenssarne,0.565
35,nysta,0.776,adriatisk,0.7,beduinerne,0.603,eckernförde,0.572,kalafat,0.623,mandalay,0.551,zulfikarpasset,0.565
36,wallachiet,0.775,ostende,0.698,arriergarde,0.603,alaix,0.571,rasgrad,0.621,hovaerna,0.551,tillbakaslå,0.565
37,fransoftrne,0.774,sadix,0.698,flagne,0.603,christinos,0.569,mostar,0.62,beharabien,0.551,marodör,0.565
38,bender,0.773,portsmouth,0.697,grenada,0.603,avantgarde,0.569,ardahan,0.618,turkarno,0.551,belgierne,0.564
39,nederland,0.772,kryssa,0.697,drus,0.602,franfoserne,0.569,sydtrupperna,0.618,lobengulas,0.55,ryssarno,0.564
40,offensiv,0.772,nedkomma,0.696,mustapha,0.602,tillbakaslagen,0.568,widdin,0.617,bergsboarne,0.55,bairare,0.564
41,marschera,0.771,action,0.696,gielgud,0.602,sesia,0.568,sardinarne,0.616,slav,0.548,sågfilare,0.564
42,wapn,0.77,inskeppa,0.696,warschaus,0.601,delhi,0.568,nevesinje,0.616,preussarn,0.548,albaneserne,0.563
43,hwarifrän,0.769,genera,0.696,afväpna,0.601,förnagla,0.568,trebinje,0.616,mahdin,0.548,mahdisterna,0.561
44,fänga,0.769,twungit,0.695,kosack,0.601,balaklava,0.568,artillerield,0.616,viddin,0.547,portugiserne,0.561
45,luxemburg,0.769,grenada,0.694,pohlen,0.601,förskansa,0.567,filippopel,0.616,bairarne,0.545,stormstege,0.56
46,obehindrad,0.769,älstilliga,0.694,andalusien,0.6,montenegrin,0.566,zulu,0.614,balkanpassen,0.544,arnauter,0.56
47,modig,0.769,bender,0.693,lublin,0.599,görgey,0.566,tillbakaslogos,0.609,japanes,0.544,revolutionärerne,0.56
48,nelson,0.767,slå,0.693,tillfångata,0.599,engelsmännerne,0.565,förskansning,0.608,grek,0.544,egypterne,0.56
49,truppar,0.767,cordon,0.691,estella,0.599,pamplona,0.565,melazzo,0.608,bacninh,0.544,landstigningsförsök,0.56
50,flandern,0.767,havannah,0.691,koncentrera,0.599,stormning,0.565,khiva,0.607,muselman,0.544,perserne,0.559
51,utlöpa,0.767,cosacker,0.691,skymf,0.598,havelock,0.564,orhanie,0.607,portugis,0.544,bergsboarne,0.559
52,belägra,0.766,batalj,0.69,pohlackarne,0.598,drus,0.563,alexinats,0.607,landstigningsförsök,0.543,kosackerne,0.559
53,skingra,0.766,madras,0.689,valdez,0.597,tillbakaslå,0.563,serbernes,0.606,ryssarno,0.543,försvarslinie,0.558
54,darpä,0.765,erfurt,0.689,baskisk,0.597,donau,0.563,lowatz,0.606,albaneser,0.542,italienarne,0.558
55,livorno,0.765,forcera,0.688,europé,0.597,marockan,0.562,tillbakaslagen,0.604,ryssarne,0.542,stamförvandter,0.557
56,manstapet,0.765,boulogne,0.688,ziirich,0.597,erzerum,0.561,biela,0.604,sydhären,0.542,pamir,0.556
57,twang,0.764,flanquen,0.687,ströftåg,0.596,bergsfolk,0.561,tillbakakasta,0.604,hannoveranarne,0.541,dorregaray,0.556
58,berattas,0.764,handelsfartyg,0.687,willna,0.596,simferopol,0.561,medun,0.603,makedonien,0.541,neapolitanarne,0.556
59,engelste,0.764,luxemburg,0.686,landtroppar,0.595,preussarne,0.56,pruth,0.603,saarbruck,0.541,mexikanaren,0.556
60,defensiv,0.764,drogo,0.686,beskjuta,0.595,lublin,0.559,jnsurgenterne,0.601,muhamedanerna,0.541,bacninh,0.555
61,position,0.763,framom,0.685,quesada,0.594,tschernaja,0.558,tschernajeff,0.601,mahdiens,0.541,dahomeys,0.555
62,ofwerste,0.763,angelsta,0.685,insurgent,0.594,cosacker,0.558,fiende,0.6,sarakhs,0.541,rumänerne,0.555
63,bewiljat,0.763,krigsskepp,0.685,förefallna,0.593,tnrkarne,0.558,balaklava,0.6,fiende,0.54,skyttegrafvar,0.555
64,besätta,0.762,insurgent,0.684,trupperne,0.593,danskarne,0.557,bulgar,0.6,jude,0.539,bemedlingsförsök,0.555
65,armce,0.761,kringränna,0.684,galata,0.592,förskansning,0.557,selvi,0.598,egyptierne,0.539,tuareg,0.555
66,kryssa,0.761,farwatten,0.684,krigsfånge,0.592,cadiz,0.556,kaukasus,0.598,kaschgar,0.539,albaneser,0.555
67,forcera,0.761,hunno,0.684,fången,0.592,antågande,0.554,rvssarne,0.598,khiva,0.539,basutos,0.554
68,wanstra,0.76,uppbringa,0.683,defensiv,0.591,framrycka,0.553,tirnowa,0.598,deligrad,0.538,inskredo,0.554
69,trouppar,0.759,twungne,0.682,pälsta,0.591,engelsman,0.553,saarbruck,0.597,karlisterna,0.538,bulgar,0.554
70,garantera,0.759,kombinera,0.682,nederländerne,0.591,angrepo,0.552,sanz,0.597,drus,0.538,toury,0.554
71,kanonad,0.759,wapenhwilan,0.682,offensiv,0.591,spanjor,0.552,gerona,0.597,marodör,0.538,tamasese,0.554
72,bataille,0.759,haswet,0.682,kalif,0.591,donaustranden,0.551,regeringstrupp,0.596,albaneserna,0.538,balkanpassen,0.554
73,sivär,0.759,marcher,0.681,fredsslut,0.591,ungrare,0.551,tscherkesserna,0.595,sachsarne,0.537,resningsförsök,0.554
74,twungit,0.758,wallachiet,0.681,wilna,0.591,löpgrafvar,0.551,giurgewo,0.595,basutos,0.537,offiserare,0.553
75,dey,0.758,toulonsta,0.681,irun,0.591,ledo,0.551,bajazid,0.595,magyar,0.536,rätttrogen,0.553
76,colonne,0.758,engelff,0.681,utrycka,0.59,insurgera,0.55,simferopol,0.594,merv,0.536,invånarns,0.553
77,ruinera,0.757,steppet,0.681,beriden,0.59,trupparne,0.55,dobrudscha,0.594,svärdsslag,0.535,moravadalen,0.553
78,bonaparte,0.757,corfu,0.681,försmäkta,0.59,kringränna,0.549,saitschar,0.594,tnrkarnes,0.535,montenegrinerne,0.552
79,wändt,0.757,triest,0.681,krigshändelse,0.59,slagtning,0.549,ryssarno,0.594,moskovitisk,0.535,bulgarernes,0.552
80,bemästra,0.757,buenos,0.681,neapolitan,0.589,thessalien,0.549,bairarne,0.593,folkstammarne,0.535,albanesiska,0.552
81,lefwerera,0.756,engelfla,0.68,luneville,0.589,omer,0.549,armenien,0.593,portugiserne,0.534,mexikanarne,0.552
82,schwaben,0.756,stans,0.68,landsförvist,0.589,mesolongi,0.548,tillbakaslå,0.593,sachsare,0.534,viddin,0.552
83,magi,0.755,lissabon,0.679,fiendteliga,0.588,tournera,0.548,friskara,0.592,slaverne,0.534,revolutionsman,0.552
84,dämpa,0.755,howe,0.679,constantineh,0.588,engländarne,0.548,pyrgos,0.592,preussarnes,0.534,saarbruck,0.552
85,krigsstepp,0.755,ulm,0.679,ledo,0.588,insurgent,0.548,sistowa,0.592,försvarslinie,0.534,arnauterna,0.551
86,skicka,0.754,fördrifwer,0.679,wapenhwilan,0.588,anföllo,0.547,suleimans,0.59,tuareg,0.534,kaparne,0.551
87,skynda,0.754,franffa,0.679,spanste,0.588,bosnien,0.547,baschibozuks,0.59,muselmansk,0.534,rvssarne,0.551
88,marchen,0.753,konvoj,0.679,gomez,0.587,estremadura,0.547,herzegovina,0.59,europeerna,0.532,plewnas,0.551
89,piemont,0.753,stagit,0.678,desertera,0.587,mincio,0.547,timok,0.59,garibaldinerna,0.531,trosförvandters,0.551
90,anförare,0.753,uppbryta,0.678,pälen,0.587,preussare,0.547,unionstrupperna,0.589,sjelfherskare,0.531,paskewitsch,0.551
91,beflutat,0.752,uppbragt,0.678,morella,0.587,silistrias,0.546,rumilien,0.588,rumän,0.531,atschin,0.55
92,marsch,0.752,detachera,0.678,rojalistisk,0.586,herat,0.546,marockan,0.588,araberne,0.53,magyar,0.55
93,constantinopel,0.751,flagen,0.678,spaniorer,0.586,eröfradt,0.545,muktar,0.588,dorregaray,0.53,lobengulas,0.55
94,öpnades,0.751,flandern,0.678,afmarsch,0.586,bombardementet,0.545,dagh,0.588,fördrefvos,0.53,osmanbazar,0.549
95,linie,0.75,bay,0.678,egyptierne,0.585,fransoferne,0.544,mexikanarne,0.587,digmas,0.529,sachsare,0.549
96,amerikansk,0.75,caraccas,0.677,adriatisk,0.585,sinope,0.544,elena,0.587,zaribrod,0.529,sydslav,0.549
97,mantua,0.75,tyghus,0.677,clauzel,0.585,kartesch,0.543,hufvudstyrka,0.587,slivnitza,0.529,stamfrände,0.548
98,krigsförklaring,0.749,gallizien,0.677,polack,0.585,ryssarnes,0.543,osmanbazar,0.587,turkomanerne,0.529,serberne,0.548
99,förstärkning,0.749,retraite,0.677,esparteros,0.585,wolhynien,0.543,toury,0.587,montenegrin,0.529,folkstammarne,0.548
