,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
38,förlitande,0.729,caraccas,0.595,depech,0.516,correct,0.446,steklök,0.474
39,brefskrifvare,0.729,pavia,0.594,eskadrarne,0.516,undervisningsspråk,0.446,ranska,0.473
40,i5oo,0.729,inlöpande,0.593,öfverlöpare,0.516,vladimir,0.445,flottafdelningen,0.472
41,afskilja,0.728,tschusan,0.593,österri,0.515,polsk,0.445,fianska,0.471
42,norska,0.728,brunswick,0.592,kysk,0.515,persian,0.444,sågfilare,0.471
43,vidunder,0.728,ferrol,0.592,leipziger,0.514,manassein,0.444,kulturspråk,0.47
44,möllerhjelm,0.728,americansta,0.592,transvaal,0.513,dolgoruki,0.443,patenötre,0.469
45,taladt,0.728,tjska,0.592,afganistan,0.513,rumäniska,0.442,vladimir,0.469
46,ilere,0.727,eskadrarne,0.591,tunesiska,0.512,engelska,0.442,bpråket,0.469
47,afskudda,0.727,trinidad,0.591,oflicerarne,0.512,spanska,0.442,finsk,0.469
48,haffa,0.727,chinesiske,0.591,fiskmjöl,0.512,petersburg,0.442,lobanow,0.468
49,häntyda,0.727,fälttygmästare,0.589,ostpreussen,0.512,kysk,0.442,spanska,0.467
50,fundera,0.727,commenderar,0.589,steyermark,0.511,sändebudshotellet,0.441,villaume,0.467
51,inkonseqvens,0.727,sardinisk,0.589,whitworth,0.511,patenötre,0.441,krigsministéren,0.467
52,sundhetspass,0.726,sadix,0.588,extraktion,0.511,feking,0.441,tyska,0.467
53,dern,0.726,archangel,0.588,novgorod,0.511,eskaderbesöket,0.44,dolgorucki,0.467
54,vur,0.726,engelfl,0.588,spanska,0.511,turkisk,0.44,svensha,0.466
55,misstänksam,0.726,north,0.588,guadeloupe,0.51,mysore,0.439,arabiska,0.466
56,representationsfråga,0.726,böhmisk,0.587,tysk,0.51,kejsarhus,0.439,lichnowsky,0.466
57,mångahanda,0.725,sveaborgs,0.587,parana,0.509,italiensk,0.439,talando,0.465
58,uppfånga,0.725,medina,0.586,caraccas,0.509,kinesisk,0.438,telegrafnotis,0.465
59,ovett,0.725,venezuela,0.585,jut,0.509,japanesista,0.438,tzaren,0.465
60,machinen,0.725,polangen,0.585,pendschab,0.509,dolgorucki,0.437,skyddstrupp,0.464
61,jernhandteringen,0.724,iransk,0.585,bukharest,0.509,lichnowsky,0.437,nubisk,0.463
62,fjord,0.724,kuban,0.585,telegrafnotis,0.509,flottafdelningen,0.437,mansfield,0.463
63,statsförvaltning,0.724,figueras,0.585,pommeranser,0.509,telegrafnotis,0.437,mysore,0.462
64,appell,0.724,verldsexpositionen,0.584,tjska,0.508,regeringsbladen,0.437,japanesista,0.461
65,toide,0.724,tyrol,0.584,juaristiska,0.508,avellan,0.437,turkvänlig,0.461
66,behandladt,0.723,kanonflupar,0.583,zcitung,0.508,schweinitz,0.436,polsk,0.461
67,antågande,0.722,woolwich,0.583,utlandska,0.507,storfurstentronföljaren,0.436,iransk,0.461
68,omsvep,0.722,franfla,0.583,folkdikt,0.507,stepniak,0.436,stepniak,0.461
69,kuliss,0.722,californiens,0.583,pressburg,0.507,lobanow,0.435,portugisisk,0.46
70,had,0.722,rochefort,0.583,gåslefverpastej,0.507,danska,0.435,mikado,0.46
71,sektion,0.722,hufvudstyrka,0.583,röktobaker,0.506,fransyska,0.434,patenotre,0.46
72,likvisst,0.721,paschar,0.583,amerikanska,0.506,villaume,0.433,hofsammare,0.459
73,tirad,0.721,carrara,0.583,hannoveranska,0.506,nikolaj,0.433,petersburg,0.459
74,härledt,0.72,extraordinaire,0.583,yecchia,0.506,chichkine,0.432,avellan,0.459
75,quebec,0.72,granada,0.583,storögd,0.506,kulturspråk,0.432,kejsarhus,0.459
76,begrafva,0.72,pressburg,0.582,marquez,0.506,ranska,0.431,schweinitz,0.458
77,qvitt,0.72,mahon,0.582,angelsta,0.505,syska,0.431,ruski,0.458
78,användning,0.72,algerien,0.581,tartarisk,0.505,sparrisknopp,0.431,dolgoruki,0.458
79,lömsk,0.719,garibaldis,0.581,peruvianska,0.505,svensha,0.429,cabinettet,0.458
80,barrikad,0.719,telegrafnotis,0.581,kaschmir,0.505,walos,0.429,persian,0.458
81,obehöflig,0.719,lodi,0.581,beaune,0.505,arabiska,0.429,wiirtembergska,0.457
82,hufvudpunkt,0.718,armecns,0.581,warsehau,0.505,kiachta,0.429,chichkine,0.457
83,undslippa,0.718,lhuys,0.581,lithauens,0.504,badafdelningen,0.429,fransyska,0.457
84,anan,0.718,corrientes,0.581,börstidning,0.504,borlin,0.428,persiani,0.457
85,pud,0.718,pendschab,0.581,prosaiker,0.504,iranska,0.428,baiersk,0.457
86,förstoring,0.718,scutari,0.581,eliza,0.503,inri,0.428,nikolaj,0.457
87,elium,0.718,leipziger,0.58,perlin,0.503,strassburger,0.428,italiensk,0.456
88,buonapartes,0.718,hinduisk,0.58,gallipoli,0.503,cabinettet,0.427,witsch,0.456
89,mindr,0.718,bastista,0.58,cigarett,0.503,mikado,0.426,borgenskjöld,0.456
90,demoralisation,0.718,besittningstagande,0.58,armenisk,0.503,holsteinsk,0.426,hufvudhären,0.456
91,adelsvärd,0.718,armenien,0.58,havannah,0.502,offiserare,0.426,kotze,0.456
92,rala,0.718,bagdad,0.579,prittwitz,0.502,krigsministéren,0.426,galataffeln,0.456
93,sjn,0.718,anatolien,0.579,norrskt,0.502,persiani,0.426,utrikesministéren,0.455
94,hviiket,0.718,georgien,0.579,franst,0.502,spala,0.426,holsteinsk,0.455
95,fixa,0.718,maurokordatos,0.579,handlexica,0.502,osaltad,0.426,marinofficer,0.455
96,kammarråd,0.717,compagnier,0.578,swenjka,0.501,schachen,0.425,vestgränsen,0.454
97,peruansk,0.717,britiska,0.578,påfiiga,0.501,baiersk,0.424,höfvel,0.454
98,landsplåga,0.717,rumelien,0.577,kaledonien,0.501,zinoview,0.424,jokai,0.454
99,wågen,0.717,gioberti,0.577,ungetär,0.501,ntländska,0.424,rumäniska,0.453
