,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
21,öfverväga,0.77,jäfvig,0.605,vittnesberättelse,0.547,invän,0.519,ansvarspåstående,0.501
22,demagogisk,0.77,nyssnämda,0.605,skattevägran,0.545,principiela,0.517,unionsförslag,0.501
23,oformlighet,0.769,angifvelse,0.604,vederlagdt,0.544,zachrissonska,0.517,detaljanmärkning,0.5
24,beriktiga,0.769,käromål,0.604,skrupel,0.544,jemnförelsen,0.516,koalitionsministér,0.5
25,tillvita,0.768,rättegångssätt,0.603,zachrissonska,0.543,åbero,0.516,bokköp,0.5
26,förväg,0.767,nödtvång,0.601,beskedlighet,0.541,eak,0.516,positift,0.499
27,kombination,0.766,kunda,0.6,tvångsmedel,0.541,defensors,0.515,jemnförelsen,0.499
28,skonsam,0.766,afvoghet,0.599,opåkallad,0.541,omedgörlighet,0.514,eak,0.498
29,yttradt,0.766,snålhet,0.598,kongressförslag,0.54,positift,0.514,lrågor,0.498
30,sandegren,0.765,oombedd,0.598,svarandepart,0.54,ersättningstalan,0.513,tänkligheter,0.496
31,anonymitet,0.765,sandegren,0.597,ohuru,0.54,skulin,0.512,åbero,0.496
32,solidarisk,0.764,antagom,0.597,berlinfördraget,0.539,varningsord,0.51,skulin,0.495
33,vidgå,0.764,vidkommande,0.597,missledt,0.539,motbevisning,0.51,motdrag,0.495
34,boide,0.764,tilllägg,0.597,tvetalan,0.539,preskribera,0.51,skattehöjning,0.494
35,beqväma,0.764,afveta,0.597,resumera,0.539,tilläggsförslag,0.51,omedgörlighet,0.493
36,orättvis,0.763,partiskhet,0.596,principielt,0.539,förebråelse,0.509,penningesändning,0.493
37,sundborg,0.763,gendrifva,0.596,möjligeu,0.537,invändt,0.508,rösträttsutvidgning,0.493
38,fiåga,0.762,obestyrkt,0.596,eyssland,0.537,admonition,0.507,betänklighet,0.493
39,sarkasm,0.762,inlösande,0.596,baslut,0.537,obehörighet,0.507,defensors,0.492
40,argumenter,0.762,vanhedra,0.595,piehl,0.536,rösträttsutvidgning,0.506,tilläggsförslag,0.492
41,förtänka,0.762,argumentation,0.595,ståthållarefrågan,0.536,jernvägsfrågorna,0.505,motskäl,0.49
42,påslå,0.762,bedömdt,0.595,ådagaläggande,0.536,gensaga,0.505,stötestenarne,0.49
43,önskvärd,0.761,efterforskning,0.594,tillvitelse,0.536,rouviers,0.505,bevismaterial,0.49
44,motionera,0.761,utfara,0.593,vitnena,0.536,träger,0.504,sedlighets,0.489
45,jäfva,0.761,katechesen,0.593,ordsvall,0.536,ansvarstalan,0.504,propositionsvägran,0.489
46,intala,0.761,piehl,0.593,fritzsche,0.536,ändringssökande,0.504,alslag,0.489
47,öfverträda,0.76,jäderins,0.593,skattkammarkansler,0.535,syslem,0.504,rouviers,0.488
48,hufvudman,0.76,sjellve,0.592,decorum,0.535,protokollskomitén,0.504,valhandling,0.488
49,qvitt,0.759,oformlighet,0.592,laskers,0.535,detts,0.504,sjelfklara,0.488
50,visadt,0.759,gållande,0.592,närgående,0.534,lrågor,0.504,prejudicera,0.488
51,motionär,0.758,loggbok,0.591,hufvudändamålet,0.534,frihandelstidningar,0.503,dryftande,0.487
52,congressen,0.758,hvarlöre,0.591,sidohugg,0.533,churbergs,0.503,angifvelserna,0.487
53,omnämt,0.758,uteslutning,0.589,krafvet,0.533,gendrifva,0.503,anfördo,0.487
54,småaktig,0.757,oförskämdhet,0.589,invän,0.533,vidhållande,0.503,zachrissonska,0.486
55,framställdt,0.756,hemställning,0.589,gåtlik,0.533,beskattningsfråga,0.502,ståndsval,0.486
56,förfäktare,0.756,häruppå,0.589,vanvördnad,0.533,inwändningar,0.502,subsidiär,0.486
57,inå,0.756,jäderin,0.588,medgifvande,0.532,traktats,0.502,syslem,0.485
58,samverka,0.755,sofism,0.588,finansförslag,0.532,angifvelser,0.502,stiftssekreterare,0.485
59,upptåg,0.755,zachrissonska,0.587,kursivering,0.532,protest,0.502,inwändningar,0.485
60,partisk,0.755,förfråga,0.587,tillbakavisande,0.532,insaga,0.502,motbevisning,0.485
61,skrupel,0.754,utgrunda,0.587,ansvarspåföljd,0.532,inwändning,0.501,ändridgar,0.485
62,initiativ,0.754,häktning,0.587,jungstedt,0.531,prejudicera,0.501,uteblefve,0.485
63,dellaga,0.754,kategorisk,0.586,kurhessiska,0.531,shoeburyness,0.501,obehörighet,0.484
64,hätskhet,0.754,undvikande,0.585,berlinerkabinettet,0.531,djerfves,0.501,tadelvotum,0.484
65,envälde,0.753,måtle,0.585,icie,0.531,polisförbud,0.5,afslående,0.483
66,bokstaflig,0.753,krigsfiskal,0.585,namngifva,0.53,ståndsval,0.5,protest,0.483
67,angifvelser,0.753,previlegier,0.585,skriftvexlingen,0.53,stötestenarne,0.5,konferensförslag,0.483
68,teste,0.753,advokatorisk,0.585,invända,0.53,förmedlingsförslag,0.499,gensaga,0.483
69,ovett,0.753,tillrättavisa,0.584,skattenedsättning,0.53,börtie,0.499,gendrifva,0.483
70,projekter,0.753,åsigtcr,0.584,shoeburyness,0.529,gendref,0.499,prutmån,0.483
71,liberalism,0.752,vanvördnad,0.584,beleende,0.529,bån,0.498,nådeansökning,0.482
72,sammanjemka,0.752,förväg,0.583,vanvördig,0.529,stiftssekreterare,0.498,hufvudskälet,0.482
73,fångstyrelsen,0.752,beskedlighet,0.583,högv,0.529,tillvägagångssätt,0.498,hovell,0.482
74,obefogad,0.752,svepskäl,0.583,sandon,0.529,betänklighet,0.498,afslagsyrkande,0.48
75,argumentation,0.752,oberättigad,0.582,försvarsskrift,0.528,anfördo,0.497,ändringssökande,0.48
76,välgrundad,0.752,underslef,0.582,ikväl,0.528,auctorn,0.496,brådkast,0.48
77,tidsanda,0.752,angifvelsen,0.582,advokatorisk,0.528,afstyrkando,0.495,reservationsvis,0.48
78,afskudda,0.752,hänsyftning,0.581,grundtvigianism,0.528,koalitionsministér,0.495,afstyrkando,0.48
79,bvilka,0.751,tvekan,0.581,klagopunkt,0.528,förebragta,0.495,duellväsen,0.48
80,skadestånd,0.751,formfel,0.581,syslem,0.527,grundlagsenlighet,0.495,krigshot,0.48
81,rubricera,0.751,teste,0.581,måle,0.527,samvetspligt,0.494,misstydning,0.48
82,angifvelsen,0.751,antekning,0.58,angifvelse,0.527,spjärna,0.494,låneförslag,0.479
83,fällande,0.751,falskeligen,0.58,yttrado,0.527,hovell,0.494,personfråga,0.479
84,allmännelig,0.751,bevekelsegrund,0.58,tvångsåtgärd,0.526,samvetsskrupler,0.494,admonition,0.479
85,ifråga,0.751,hufvudgrunder,0.579,förevita,0.525,reservationsvis,0.494,lifsmedelsbeskattningen,0.479
86,bortblanda,0.75,libell,0.579,tillbakaskridande,0.525,påstående,0.494,bån,0.479
87,had,0.75,actor,0.579,amnestifrågan,0.525,sidohugg,0.494,polisförbud,0.479
88,storverk,0.75,blunder,0.579,lagöfverträdelse,0.525,personfråga,0.493,afskedsansökningarna,0.479
89,omflyttning,0.75,försåtlig,0.579,befordringsfråga,0.525,öppningstal,0.493,quesnay,0.479
90,mauguin,0.75,underskrifvet,0.579,premiss,0.524,lotsfrågan,0.493,jakande,0.479
91,beriktigande,0.75,omsvep,0.579,tullreform,0.524,inkonsekvens,0.493,inwändas,0.478
92,öfverilning,0.75,medgåfvo,0.579,jäfva,0.524,parlamentseden,0.493,regeringsåtgärd,0.478
93,utleta,0.749,utmaning,0.579,öfverty,0.524,knusslig,0.493,argumenterna,0.478
94,kulma,0.749,nattbevakning,0.579,carnarvon,0.524,lifsmedelsbeskattningen,0.493,preskribera,0.478
95,ofullkomlighet,0.749,fortskynda,0.579,fiåga,0.523,afskedsansökningarna,0.493,uppsägande,0.478
96,oväntadt,0.749,jemnförelsen,0.578,åtalande,0.522,hysto,0.493,helldorff,0.478
97,tviflar,0.749,tvisteämne,0.578,insidiös,0.522,motbevis,0.492,möjligon,0.477
98,irrig,0.749,understicka,0.578,motsträfvighet,0.521,billighetsskäl,0.492,varningsord,0.477
99,konseqvent,0.748,humann,0.577,jäfvig,0.521,vederläggande,0.492,billighetsskäl,0.477
