,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
29,upgifne,0.818,manifest,0.758,afgifven,0.66,allerhögsta,0.549,rocheforts,0.511,stridsskrift,0.527,åkerbruksdepartementet,0.527
30,ikal,0.818,närmarande,0.758,wiensta,0.66,förfis,0.546,snrst,0.51,återgifvits,0.526,berlinertidningen,0.526
31,privilegiera,0.818,deklaration,0.757,påbjuda,0.66,storhertiglig,0.546,spenersche,0.509,tillsändts,0.524,ntgafs,0.526
32,tilfallen,0.818,resultat,0.757,herdabref,0.659,tönne,0.546,nette,0.507,vjedomosti,0.523,economiste,0.526
33,därutinnan,0.818,auctors,0.756,meddelt,0.658,aftontidning,0.544,måndagsnummer,0.507,review,0.521,michelets,0.526
34,äligga,0.817,defensiv,0.756,tillkomst,0.658,telegrafdepescher,0.544,zeituug,0.506,vremjas,0.521,tisdagsnummer,0.525
35,utmätning,0.817,förmätt,0.756,francuis,0.658,huswudsakligen,0.541,depeche,0.506,februarihäftet,0.521,rundschau,0.524
36,bistop,0.817,missnöje,0.755,ingingo,0.657,utredande,0.541,stiftstidning,0.506,regeringstidning,0.521,fortnightly,0.524
37,infordra,0.816,kongress,0.755,extenso,0.657,schwarzenberg,0.541,gazeta,0.505,rundschau,0.521,correspondent,0.523
38,ethundrade,0.816,lofwat,0.755,angäcnde,0.657,wäckts,0.541,correspondenz,0.505,nature,0.519,gazeta,0.523
39,derä,0.816,aflöpa,0.752,ingress,0.657,vederlagdt,0.54,zeilung,0.503,tidstriften,0.519,petermanns,0.522
40,despot,0.815,förelag,0.752,bådskap,0.656,dagcns,0.54,offentliggörande,0.503,wochenschrift,0.518,hamburgischer,0.521
41,klagomäl,0.815,tillstyrka,0.751,kommittéen,0.656,tribune,0.54,parisertidningar,0.502,tisdagsnummer,0.518,prenumerationsanmälan,0.521
42,inbetalning,0.815,anfördt,0.751,förenamde,0.655,fredstraktat,0.539,politische,0.502,åkerbruksdepartementet,0.518,ruski,0.521
43,fältmarskalk,0.815,pohlen,0.751,uprättade,0.655,oy,0.539,berlingske,0.502,aprilhäftet,0.516,tiduingar,0.521
44,sölje,0.814,hörsamma,0.75,inlemnandet,0.655,omtaladt,0.539,sinsta,0.502,hamburgischer,0.516,tillsändts,0.52
45,kaga,0.813,wägrat,0.75,klausul,0.655,kritisera,0.539,nachrichten,0.501,uppfat,0.516,vremjas,0.52
46,förberörde,0.813,underdänigst,0.75,afgifvet,0.655,telegrafnotis,0.538,aftrycka,0.501,afbandlingar,0.514,neueste,0.519
47,campagne,0.813,likgiltig,0.75,sektion,0.654,förutskicka,0.538,londontidning,0.501,zeituug,0.514,dossier,0.518
48,redeligen,0.812,werkade,0.75,hitintils,0.654,curir,0.538,turquie,0.501,parisertidningarne,0.512,göteborgstidning,0.518
49,vänja,0.812,bäjern,0.749,yttradt,0.654,aflätit,0.538,moniteuren,0.501,hufvudstadstidningarna,0.511,weekly,0.518
50,oc,0.812,formligen,0.749,hänskjuta,0.653,monitor,0.537,likalydande,0.501,petersburgkorrespondent,0.51,comptes,0.517
51,foiu,0.812,krigsförklaring,0.748,sanktionera,0.653,prcussista,0.537,hufvudinnehåll,0.501,littéraire,0.51,sensationsväckande,0.517
52,öfwerwägande,0.811,mustapha,0.747,iakttagelse,0.653,förbjödo,0.536,bokform,0.5,mondes,0.51,correspondencia,0.517
53,inläta,0.811,äterstär,0.747,påbud,0.652,inlupna,0.536,läscs,0.5,autorité,0.51,communiqué,0.517
54,jamwäl,0.81,öfwerwägande,0.746,ådagaläggande,0.652,beriktiga,0.536,postkarta,0.499,halfofficiella,0.509,aftenpostens,0.517
55,universitet,0.81,efterspaning,0.746,fueros,0.652,korrespondensartikel,0.535,alliansfördrag,0.498,ntgifvit,0.509,orginal,0.516
56,alisa,0.81,catholsta,0.746,kommitteen,0.651,offentliggjordt,0.535,dresdener,0.498,läscs,0.509,intransigeant,0.515
57,vilkor,0.81,wigliga,0.746,landshöfdingeembete,0.651,lidningarne,0.535,augsb,0.498,göteborgstidning,0.509,gartenlaube,0.514
58,hwarjc,0.81,borttagande,0.746,försvarsskrift,0.65,emoltagit,0.535,soir,0.498,uusi,0.509,parisertidningarne,0.513
59,deruppå,0.81,prefekt,0.745,offenteliga,0.65,allgemeine,0.534,inskicka,0.498,parisertidningen,0.508,uttalan,0.513
60,protocoll,0.809,uppfordra,0.745,hoftidning,0.649,wanderer,0.534,zeitnng,0.498,neueste,0.508,npptog,0.513
61,offenteliga,0.809,kapitulation,0.745,förväg,0.649,omnämda,0.534,kreuzzeitung,0.497,aftenpostens,0.508,wochenschrift,0.513
62,natura,0.809,mära,0.744,affattadt,0.649,cirkulärnot,0.534,prcsse,0.497,mechelins,0.508,görelsen,0.512
63,öfmer,0.809,föreslå,0.744,uteblifvit,0.648,waga,0.534,ineddelande,0.497,cocarde,0.508,vossische,0.512
64,märkwärdiga,0.809,hau,0.744,dekreter,0.647,wermlandstidningen,0.534,utrikesafdelningen,0.497,weekly,0.507,februarihäftet,0.512
65,stämpling,0.808,strifwelse,0.744,konstitutionsutskott,0.646,disraeli,0.534,agence,0.496,michelets,0.507,parisertidningen,0.511
66,subsidier,0.808,armöen,0.744,schweitziska,0.646,reorganisera,0.533,wederlägger,0.496,tiduingar,0.507,imparcial,0.511
67,uphör,0.808,wädliga,0.743,viktig,0.646,hoftidning,0.533,återgifvits,0.495,dossier,0.507,autorité,0.51
68,godtgöra,0.808,ständerne,0.742,föreha,0.646,anfort,0.533,lemberg,0.495,ntkomna,0.507,eclair,0.51
69,bchöfwa,0.808,offenteligen,0.742,gårdagsposten,0.646,kursnotering,0.533,redm,0.495,correspondent,0.506,osservatore,0.509
70,ronungen,0.807,klagomäl,0.741,häktning,0.645,preussische,0.532,referaterna,0.495,ntgifvandet,0.504,londontidningen,0.508
71,bewilja,0.807,directe,0.741,courrier,0.645,tillkännagifvit,0.531,debatte,0.495,eclair,0.504,secolo,0.508
72,lykta,0.807,erhällna,0.741,preliminär,0.645,genomögna,0.531,strifiver,0.494,reseskizzer,0.504,miinchener,0.508
73,siut,0.807,äterwanda,0.741,tillskrifves,0.645,börsenhalle,0.531,timea,0.494,ntgaf,0.503,wiedomosti,0.508
74,förljudas,0.807,wiensta,0.741,deduktion,0.645,medbringa,0.531,newyorker,0.494,benedettis,0.503,fresse,0.508
75,anfördt,0.806,twifwelsmäl,0.741,cirkulär,0.644,beige,0.531,tribune,0.493,intransigeant,0.503,gårdagstidning,0.507
76,ivarda,0.806,uttrycklig,0.741,tribune,0.644,syneö,0.531,paristidning,0.493,kommentarie,0.503,ntgifvandet,0.506
77,grundlag,0.805,utwerka,0.741,förvisa,0.644,insand,0.531,perseveranza,0.493,npptog,0.502,berlingfle,0.506
78,förm,0.805,päfwens,0.741,ådagalagdt,0.644,riksdagskallelse,0.53,francuis,0.493,gazeta,0.501,hemlandsvännen,0.506
79,samfält,0.805,anstälde,0.74,replik,0.644,kommentarier,0.529,önftan,0.493,nazione,0.501,nazione,0.506
80,tilställa,0.805,hastva,0.74,ärhällit,0.643,1756,0.529,fransica,0.493,nedskrifna,0.5,halfofficiela,0.506
81,producter,0.805,fredsunderhandling,0.74,utgifwit,0.642,broschyr,0.529,hoftidning,0.492,gartenlaube,0.5,bresse,0.506
82,sörsälde,0.805,rystland,0.739,andragande,0.642,talleyrands,0.529,abendpost,0.492,strifiver,0.5,aprilhäftet,0.505
83,foi,0.804,uplifwa,0.738,ventilera,0.642,framlagdt,0.529,brochure,0.492,omtrycka,0.5,måndagsbladet,0.505
84,ärets,0.804,lagstiftning,0.738,åtlydnad,0.642,argumentation,0.528,landtmäteristyrelsens,0.492,ntgiswit,0.5,lancet,0.505
85,ätfölja,0.804,dödsstraff,0.738,strängeligen,0.642,auctors,0.528,insörd,0.492,outgifna,0.5,ledger,0.504
86,hwarjemte,0.804,derhän,0.738,hawkesbury,0.642,extenso,0.528,universel,0.492,sensationsväckande,0.5,offentliggörande,0.504
87,tillägg,0.804,stadfästa,0.738,morgenbladet,0.641,allsicke,0.528,independance,0.491,ätergifwits,0.499,aflåtit,0.504
88,klander,0.804,hospodar,0.738,protokoller,0.641,economist,0.527,dagordre,0.491,allmängöra,0.499,censurera,0.504
89,lans,0.803,förbundsdag,0.738,uppläsning,0.64,skalfa,0.527,ministerlista,0.49,halfofficiela,0.499,cocarde,0.503
90,främja,0.803,färt,0.737,hugnelig,0.64,bonapartistisk,0.526,patrie,0.49,referater,0.498,afbandlingar,0.503
91,relation,0.802,visitera,0.737,hemtad,0.64,kringspridt,0.526,hänwisande,0.49,spaltlånga,0.497,svoboda,0.503
92,stadan,0.802,stämpling,0.737,wapenhwila,0.64,affattadt,0.525,petermanns,0.49,ruski,0.497,review,0.502
93,efterträdare,0.802,ifall,0.736,broschyr,0.64,afgåfvo,0.525,lamoriciéres,0.49,ätergifwes,0.497,hufvudstadstidningarna,0.502
94,munteligen,0.802,korteligen,0.736,tvärtemot,0.639,chaves,0.525,presfe,0.49,köpenhamnstidningen,0.497,wienertidningen,0.502
95,beräkning,0.802,storhertig,0.736,tillskrifver,0.639,beramad,0.525,försvarsskrift,0.489,artikelserie,0.497,korrespondentartikel,0.502
96,redighet,0.802,nederländerne,0.736,påyrka,0.639,banklag,0.525,venezia,0.489,numrorne,0.497,läscs,0.501
97,wisas,0.802,hitintils,0.736,hufva,0.639,telina,0.525,presse,0.489,nnmret,0.497,stridsskrift,0.501
98,fullmägtige,0.802,uppräkna,0.735,utkommande,0.639,uphör,0.524,monitenr,0.488,hoftidning,0.497,originalerna,0.499
99,wägrat,0.801,wisihet,0.735,tirad,0.639,desavouera,0.524,belgique,0.488,ordensorganet,0.496,motalapostens,0.499
