,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
73,suomalaisten,0.479,tilasto,0.554,maantieto,0.595
74,oppi,0.479,maantieteessä,0.551,raamattu,0.595
75,lapsukainen,0.478,suomennettu,0.55,geologia,0.595
76,hengellinen,0.476,luonnontieteen,0.55,kirjakieli,0.594
77,kirjalli,0.474,runojen,0.55,loitsurunoja,0.594
78,suo-,0.473,tarinat,0.55,luonnontiede,0.594
79,kieleen,0.473,kieliopista,0.549,muinaisen,0.594
80,kirja,0.473,kieliopin,0.549,kaunokirjallisuudessa,0.594
81,saksasta,0.472,syntymisestä,0.546,opetusoppi,0.593
82,pyhän,0.469,raamattu,0.545,kansanrunous,0.593
83,kansallinen,0.468,kristillisen,0.545,kuivaus,0.593
84,laulut,0.468,maantieteellisiä,0.545,teksti,0.593
85,selitys,0.468,aapinen,0.545,toriaan,0.593
86,kie,0.467,runoelmia,0.544,teoriia,0.592
87,talonpojille,0.466,lärobok,0.544,runoelma,0.592
88,juteinin,0.462,lutherin,0.542,selittäjä,0.591
89,muistelmia,0.461,suoment,0.542,kehto,0.59
90,lukeminen,0.461,auerbach,0.542,lukemisto,0.59
91,suomenmaan,0.46,mihko,0.54,lumaus,0.588
92,kielessä,0.46,mukaillut,0.539,johdanto,0.588
93,laulun,0.459,kertoelma,0.538,tuwaus,0.588
94,suomalaiselle,0.458,kertomuksia,0.538,historiamme,0.588
95,painos,0.457,lapsukaisille,0.537,kuwaulsia,0.587
96,kielellä,0.457,matkustukset,0.536,muinaisuudesta,0.586
97,runebergin,0.457,suomennos,0.532,nimikirja,0.586
98,kirjakaupoissa,0.456,kalewalan,0.53,johdatus,0.585
99,kristillisen,0.455,wihlo,0.529,muinaisuus,0.585
