,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
55,kuninkas,0.59,marck,0.658,aostan,0.732
56,sotajoukon,0.589,alfonso,0.658,herttualta,0.732
57,napoleonin,0.587,hallitsija,0.655,kardinali,0.732
58,eräälle,0.585,andrassy,0.654,lcisari,0.731
59,kapteini,0.581,kuuiugas,0.65,kuninkaan,0.728
60,josef,0.581,genraali,0.65,leisari,0.727
61,majori,0.577,perintöruhtinas,0.649,herttuattaren,0.726
62,itäwallan,0.577,ruhtinaan,0.649,koburg,0.726
63,ali,0.575,kuninkaalle,0.649,ruhlinas,0.725
64,tanskan,0.574,lordi,0.649,mecklenburg,0.725
65,englannin,0.564,markiisi,0.647,prinsin,0.725
66,nikolai,0.562,louis,0.647,kuningaspari,0.723
67,keisa,0.561,suitani,0.644,bonaparten,0.723
68,franskan,0.561,napoleon,0.644,leuchtenbergin,0.722
69,john,0.56,kenraali,0.644,arkkiherttuan,0.721
70,sotamies,0.558,juutalainen,0.643,alfonso,0.721
71,wienissä,0.554,keisarinna,0.641,mitsh,0.72
72,niminen,0.552,bismarck,0.639,presidentti,0.72
73,fredrik,0.546,kuningattaren,0.637,mihailo,0.719
74,isänsä,0.545,hallitsia,0.637,faure,0.719
75,sotawäki,0.545,marsalkka,0.635,napoleon,0.718
76,preussi,0.544,kardinaali,0.635,herttuaksi,0.715
77,kuuluisa,0.544,kenraalin,0.635,hessin,0.715
78,piispa,0.542,kaarlen,0.635,kuningattaren,0.714
79,kapinan,0.54,vismarck,0.635,fried,0.714
80,sotajoukko,0.537,kreilvi,0.635,lady,0.713
81,julisti,0.536,bismarek,0.634,kossuth,0.713
82,edward,0.536,suttani,0.633,earnot,0.711
83,riidan,0.535,keisari,0.633,loordi,0.71
84,ömersti,0.534,lanko,0.632,witsh,0.71
85,nimeltä,0.533,kreivi,0.632,nalesin,0.71
86,murha,0.533,presi,0.631,sachsenin,0.71
87,linna,0.532,walesin,0.631,augustin,0.709
88,parisissa,0.532,bazaine,0.63,herttualle,0.709
89,upseeri,0.531,kardinali,0.63,lreiivi,0.709
90,alexander,0.531,hayes,0.629,luninkaan,0.709
91,frankriikin,0.53,prinssiä,0.628,pojanpoika,0.708
92,pispa,0.529,favre,0.628,pcrintöruhtinas,0.708
93,kera,0.528,ruh,0.628,keisari,0.706
94,itämallan,0.528,mahmud,0.626,moltke,0.706
95,oskar,0.528,ministeri,0.625,marski,0.705
96,norjan,0.527,treilvi,0.625,zichy,0.704
97,turkin,0.526,pascha,0.624,battenberg,0.702
98,jaako,0.526,prinsessan,0.623,prinssessan,0.702
99,parooni,0.525,greiwi,0.623,perinlöruhtinas,0.702
