,agitatsiooni,aiheuttaa,aika,aikakausi,aikaväli,ajanjakso,ajankohta,akatemia,alamainen,alku,alue,arkisto,artikkeli,artikla,asema,asukas,avustaa,bonapartism,demokratia,dynastia,edistynyt,eduskunta,edustajisto,edustus,eheys,entinen,erilainen,erkaantua,erottaa,esittää,etu,eurooppa,eurooppalainen,hallinnallinen,hallinto,hallintojärjestelmä,hallitsija,hallitus,hallitusaika,hallitusmuoto,herttua,herttuakunta,hetki,historia,historiallinen,historiankirjoittaja,historiankirjoitus,historioitsija,hyöty,idea,ihminen,ihmis-,inhimillinen,intellektuelli,intressi,irrottaa,irtautua,isänmaa,itsellisyys,itsemääräys,jakaa,jakautua,johtaja,julkaista,julkinen,järjestelmä,jäsen,kannattaa,kansa,kansakunta,kansalainen,kansallinen,kansanedustus,karjala,karjalainen,kartta,kausi,kehittynyt,keisari,keisarikunta,keisarilinen,kenraali,keskiaika,keskitetty,kieli,kirjoitus,kolkka,komento,kommunism,konservatism,kotimaa,kotimainen,koulu,kruunu,kulmakunta,kulttuuri,kuningas,kuningaskunta,kuninkaallinen,kunta,kysymys,käsitellä,käsitys,laki,lausunto,lehti,liberaali,liberalismi,liittää,loukkaamattomuus,luku,luoda,luonne,luonto,luovutettu,luovuttaa,lääni,maa-alue,maakunta,maantieteellinen,mahti,markka,mielenilmaus,mielikuva,ministeristö,mobilisaatio,monarkki,moraali,muodollinen,muodostaa,muodostua,muotoutua,myytti,määräys,napoleon,neuvotella,nyky-,oikeus,oppilaitos,osallistua,osavaltio,paikallinen,paikallis-,painattaa,parlamentti,patriotism,periaate,periodi,perustaa,perustuslaki,pietari,pohjoismaa,politiikka,provinssi,puhe,puolustaa,pykälä,päätös,raha,rahoittaa,raja,rajaseutu,ratkaisu,rauha,republikanism,res publica,retoriikka,riidanalainen,riitainen,riski,ruhtinaskunta,ruotsalainen,ruotsi,sanomalehti,senaatti,separatismi,seutu,sisä,sisäinen,sivistys,skandinavia,sopimus,sosiaalinen,sota,status,suojella,suomalainen,suomenmaa,suomi,suuriruhtinaanmaa,suuriruhtinaskunta,suurvalta,suvereeni,synty,sääntö,sääty,talous,tasa-arvo,terrorism,tiede,toimivalta,traktaatti,tsaari,tukea,uhka,uskomus,vaara,vaihe,vaihtaa,vaihtoehto,vaino,vallanpitäjä,valta,valtakunta,valtias,valtio,valtiomuoto,valtionjohto,valtiopäivät,valtiosääty,valtioviisaus,valuutta,vandalism,vanha,varhainen,varhais,vastalause,venäjä,venäläinen,vertailu,virallinen,virkamies,voima,vuosisata,yhdistyä,yhdistää,yhteiskunnallinen,yhteiskunta,yhteistoiminta,yhteistyö,yhteisö,yhteys,yksimielisyys,yleinen,yleis-,yliopisto,itsenäinen,valtiosääntö,älykkö,älyllinen,year
1846,0,0,53,0,0,0,0,0,0,26,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,14,1,0,1,1,15,0,0,0,0,0,2,17,0,0,1,0,4,5,0,0,0,0,4,0,30,0,0,0,0,0,0,0,0,0,946,0,0,0,3,0,3,7,50,1,0,4,0,1,0,3,0,0,0,0,0,1,0,0,49,0,2,0,0,0,0,0,5,7,0,0,23,0,0,4,9,1,1,10,0,7,0,0,2,0,18,1,1,27,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,9,0,4,0,0,12,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,2,0,0,0,22,0,0,10,0,2,0,0,0,0,3,0,0,31,0,0,2,0,0,1,0,0,0,7,0,1,0,1,0,19,6,1,0,0,0,0,0,0,0,0,33,1,0,0,0,1,0,0,1,16,0,3,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,1846
1847,0,0,139,1,0,0,0,0,1,35,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,28,1,0,1,0,20,0,0,0,0,0,2,14,0,1,1,0,10,9,1,0,0,0,11,0,58,5,0,0,0,1,0,3,0,0,1824,0,2,0,9,0,13,17,112,1,1,5,0,0,0,6,0,0,3,0,1,0,0,0,121,1,6,0,0,0,2,0,21,7,0,0,40,0,0,7,21,0,3,25,0,16,0,0,3,0,58,1,3,26,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,2,0,0,21,1,3,0,0,11,0,0,0,0,0,2,0,5,2,4,0,0,0,3,1,2,0,0,0,40,0,0,11,0,1,0,0,0,0,13,2,4,68,0,0,2,0,0,24,1,1,0,15,1,4,0,3,0,26,3,3,0,0,0,0,0,0,0,0,94,0,0,0,0,2,0,0,2,25,1,6,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,1847
1848,0,0,78,0,0,0,0,0,1,21,3,0,0,1,1,1,1,0,0,4,1,0,0,0,0,28,4,0,0,1,23,2,0,0,0,0,1,69,0,0,4,0,3,39,3,0,0,0,12,0,50,6,0,0,2,1,0,2,2,0,1699,1,0,0,7,0,17,24,150,4,0,24,0,0,0,4,0,0,8,0,1,24,0,0,66,0,1,0,2,0,1,0,21,5,0,0,51,0,0,2,21,1,2,19,0,7,1,0,1,0,54,1,1,34,0,1,2,0,4,0,3,2,0,0,14,0,2,0,0,2,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,1,0,0,9,1,0,0,0,0,24,5,1,1,11,1,3,0,0,24,0,10,0,1,0,0,0,7,2,13,1,0,2,3,0,9,0,0,0,71,0,0,20,0,2,0,0,0,0,4,9,13,44,0,1,1,0,0,1,0,2,0,9,0,1,0,1,0,41,10,2,1,0,0,0,0,0,1,0,53,1,0,0,1,2,0,3,9,20,0,9,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,1848
1849,0,0,68,0,0,0,0,0,1,19,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,29,1,0,4,0,36,0,0,0,0,0,4,84,0,1,1,2,4,44,2,0,0,0,16,0,61,8,0,0,1,2,0,5,0,0,1514,1,0,0,1,0,25,18,107,3,0,6,0,0,0,0,0,0,2,0,1,16,0,0,67,1,6,0,2,0,2,0,32,4,0,0,33,3,0,5,28,0,4,15,0,9,0,0,8,0,40,3,1,32,0,0,5,0,8,0,5,3,0,0,6,0,4,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,1,1,3,0,0,6,0,0,0,6,0,15,3,0,0,13,0,11,0,0,17,0,3,0,0,0,0,0,0,1,10,1,0,5,2,0,2,0,0,0,51,0,1,3,0,0,0,0,0,0,2,6,8,60,0,0,0,0,0,0,1,0,0,8,2,6,0,3,0,34,11,1,1,0,0,0,0,0,4,2,60,0,0,0,0,1,0,1,1,64,0,16,0,0,0,0,0,0,13,0,10,0,1,0,0,0,0,1849
1850,0,0,106,1,0,0,0,0,1,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,5,0,0,0,25,0,0,0,0,0,1,15,0,0,0,0,12,40,0,0,0,0,13,0,150,5,0,0,0,0,0,1,0,0,1853,0,0,0,4,0,13,4,52,1,0,1,0,0,0,5,0,0,1,0,3,5,0,0,16,0,6,0,0,0,1,0,12,5,0,0,6,0,0,4,20,0,4,9,0,6,0,0,4,0,29,4,1,33,0,0,1,0,1,0,2,3,0,0,0,0,4,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,1,0,2,9,0,3,0,0,50,0,11,0,0,0,0,0,2,0,5,0,0,0,1,0,5,0,0,0,21,1,0,7,0,2,0,0,0,0,0,3,7,74,0,0,3,0,0,0,2,0,0,11,5,4,0,5,0,19,11,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0,1,59,0,7,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1850
1851,0,0,141,1,0,0,0,0,3,43,2,0,0,2,2,4,1,0,0,0,0,0,0,0,0,30,4,0,3,0,23,0,0,0,0,0,0,8,0,0,0,0,25,25,0,0,0,0,29,0,186,9,0,0,0,0,0,0,0,0,2592,0,1,1,9,0,14,11,104,0,1,1,0,0,0,4,0,0,1,0,2,0,0,0,49,0,8,0,0,0,2,0,18,3,1,0,12,0,0,10,32,0,9,32,0,11,0,0,6,0,56,4,0,47,1,4,4,0,5,1,5,3,0,0,0,0,1,0,0,5,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,2,0,52,11,1,0,17,1,1,0,0,39,0,6,0,0,1,2,0,8,0,11,0,0,0,1,0,7,0,0,0,15,0,0,25,0,2,0,0,0,0,7,3,3,122,0,0,0,0,0,1,0,3,0,9,6,3,0,5,0,23,21,2,0,0,0,0,0,0,5,0,110,1,0,0,0,1,0,1,4,78,0,21,0,0,0,0,0,0,14,0,9,0,0,0,0,0,0,1851
1852,0,0,142,1,0,0,0,0,2,24,0,0,0,0,0,4,2,0,0,2,2,0,0,0,0,60,5,0,5,0,22,0,0,0,0,0,5,23,0,0,0,0,34,50,1,0,0,0,29,0,272,8,0,0,0,2,0,1,0,0,3278,0,2,3,6,0,26,10,101,5,1,1,0,0,0,5,2,0,9,1,0,1,0,0,46,0,15,0,2,0,0,0,38,4,0,0,46,0,0,8,23,1,4,50,0,10,0,0,3,0,129,6,0,54,0,2,4,0,3,0,3,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,1,0,35,4,2,0,23,0,7,0,0,41,0,6,0,0,1,2,0,3,1,11,1,0,8,0,0,8,0,0,0,23,0,0,10,0,1,0,0,0,0,1,5,2,179,0,0,2,0,0,0,2,3,0,18,2,0,0,7,0,31,11,0,0,0,0,0,0,0,1,0,129,3,0,0,0,1,0,0,2,56,0,16,0,0,0,0,0,0,8,0,21,0,0,0,0,0,0,1852
1853,0,0,184,1,0,0,0,1,0,49,0,0,0,0,1,10,2,0,0,2,3,0,0,0,0,66,3,0,0,0,25,0,0,0,1,0,6,20,0,2,1,0,60,54,3,0,0,0,32,0,375,9,0,0,0,3,0,4,0,0,4128,0,0,5,14,0,22,15,115,5,0,2,0,0,0,11,1,0,7,0,0,4,0,0,21,0,18,0,0,0,0,0,17,4,0,0,75,0,0,5,30,0,7,98,0,7,0,1,9,0,91,8,0,59,0,4,19,0,7,0,4,3,0,0,0,0,0,0,0,12,0,0,0,4,0,5,3,1,0,0,0,0,0,0,1,2,0,0,7,0,0,0,0,0,34,3,0,0,26,0,7,0,0,60,0,4,0,0,4,0,0,6,0,8,0,0,6,5,0,7,0,0,0,19,2,0,19,0,0,0,0,0,0,3,7,5,131,0,0,4,0,0,0,1,3,0,24,2,4,0,5,0,30,14,3,2,0,0,0,0,0,4,1,202,1,0,0,0,0,0,2,12,78,2,15,0,0,0,0,0,0,9,0,29,0,1,1,0,0,0,1853
1854,0,0,239,2,0,0,0,0,17,53,1,0,0,0,1,7,3,0,0,3,6,0,0,0,0,82,1,0,0,1,30,0,0,0,0,0,9,57,0,0,1,0,27,74,0,0,0,0,34,0,244,7,0,0,5,0,0,1,0,0,4869,0,2,15,6,0,25,14,166,1,0,2,0,0,0,39,1,0,47,0,1,44,0,0,41,0,9,0,1,0,0,0,28,4,0,0,48,0,0,10,36,1,2,53,0,17,0,0,6,0,101,0,1,47,0,2,22,0,6,0,7,2,0,0,0,0,3,0,0,11,0,0,0,3,0,0,4,2,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,60,23,2,1,37,1,5,0,0,55,0,13,0,0,0,0,0,10,4,22,0,0,4,4,0,12,0,0,0,123,0,0,36,0,2,0,0,0,0,3,3,5,171,0,0,8,0,0,0,1,1,0,8,2,3,0,6,0,47,32,2,0,0,0,1,0,0,5,2,156,2,0,0,0,8,0,0,5,82,1,25,0,0,0,0,0,0,8,0,17,0,2,0,0,0,0,1854
1855,0,0,378,3,0,0,0,1,24,71,0,0,0,0,1,3,0,0,0,2,6,0,0,0,0,107,3,0,3,0,32,0,0,0,0,0,13,93,0,0,5,0,44,76,1,0,0,0,43,1,379,27,0,0,3,1,0,2,0,0,5558,0,2,11,13,0,53,14,268,1,0,5,0,0,0,31,1,0,87,1,5,124,0,0,65,0,14,5,0,1,0,0,64,15,0,0,139,0,0,13,48,0,21,105,0,46,0,0,16,0,116,7,1,71,0,0,17,0,6,0,8,2,0,0,0,0,1,0,0,11,0,0,0,3,0,1,5,0,0,0,0,0,0,1,1,2,0,0,18,0,0,0,0,0,59,26,0,1,50,0,9,0,0,98,0,16,0,0,2,10,0,15,4,39,1,0,9,6,1,12,0,0,0,207,0,0,41,0,0,0,0,0,0,4,14,23,215,0,0,2,0,0,1,2,3,0,24,4,6,0,6,0,110,78,3,0,0,0,1,0,0,0,0,237,1,0,0,0,6,0,0,19,112,1,20,0,0,0,0,0,0,15,0,30,0,6,3,0,0,0,1855
1856,0,0,345,4,0,0,0,2,18,77,6,0,0,0,1,10,4,0,0,8,16,0,0,1,0,103,7,0,1,1,61,1,0,0,0,0,16,282,0,5,16,0,35,109,1,0,0,0,100,0,473,19,0,0,3,4,1,6,0,0,5872,0,5,21,25,0,85,38,394,9,5,16,0,0,0,15,0,0,172,1,10,46,1,0,93,1,12,0,0,0,4,0,81,21,2,0,258,0,0,21,99,1,17,109,0,91,0,0,8,0,148,6,2,96,0,0,14,0,33,0,3,2,0,0,1,0,1,0,0,13,0,0,0,3,0,4,11,0,0,0,0,0,0,0,6,1,0,0,37,3,0,0,0,0,71,43,5,0,39,1,26,0,0,137,0,3,0,0,2,0,2,22,0,67,14,0,11,5,2,24,0,0,0,207,0,0,73,0,5,0,0,0,0,6,19,28,184,0,0,5,0,0,1,2,4,0,25,9,6,0,17,0,130,60,2,0,0,0,6,0,0,5,0,262,1,0,0,0,1,0,9,6,110,1,66,1,0,0,0,0,0,41,0,68,1,8,3,0,0,0,1856
1857,0,0,684,1,0,0,0,2,18,93,6,0,0,0,4,14,5,0,0,17,25,0,0,0,0,232,12,0,5,2,111,2,0,0,9,0,38,451,0,0,49,2,63,150,15,0,0,0,173,0,478,42,0,0,3,3,0,10,0,0,11040,2,8,29,47,0,129,58,531,20,4,29,0,0,1,28,1,0,224,1,17,87,3,0,155,2,24,3,1,0,5,0,188,62,0,0,314,3,0,35,240,4,29,212,0,102,0,0,15,0,208,20,14,180,0,3,78,0,43,0,23,5,0,0,3,0,1,0,0,19,1,0,0,14,0,2,13,3,7,0,0,0,0,2,17,0,0,0,42,6,0,0,1,0,89,37,4,6,108,2,27,0,0,109,0,8,0,0,2,1,0,38,19,80,29,0,21,30,0,23,0,0,0,240,2,0,106,0,18,0,0,0,0,21,23,50,416,0,0,8,0,0,3,4,6,0,32,12,19,0,13,0,257,84,5,10,0,0,8,0,0,4,1,378,3,0,0,4,20,0,7,38,187,0,52,0,0,1,0,0,1,31,0,120,1,10,15,0,0,0,1857
1858,0,0,522,8,0,0,0,0,20,69,8,0,1,0,9,7,3,0,0,4,27,0,0,0,0,222,12,0,3,3,98,0,0,0,8,0,19,326,0,2,17,0,22,167,9,0,0,0,77,1,351,26,0,0,1,1,0,17,1,0,8550,2,11,15,23,0,113,65,410,7,1,24,0,0,0,23,1,1,134,0,28,82,0,0,201,1,8,2,0,0,4,0,150,46,0,0,119,5,0,43,148,3,25,177,0,86,0,0,12,0,210,20,9,127,0,1,26,0,33,0,4,7,0,0,11,0,0,0,1,24,0,0,0,16,0,1,8,3,11,0,0,0,0,2,7,8,0,0,26,0,0,0,1,0,84,49,11,2,76,2,21,0,0,59,0,24,0,0,4,2,0,33,15,91,47,0,13,14,0,36,0,0,0,217,0,1,82,0,15,0,0,0,0,12,42,43,384,0,0,12,0,0,0,5,8,0,23,4,10,0,10,0,173,30,0,9,0,0,2,0,0,11,1,267,9,0,0,2,5,0,4,25,141,2,38,0,0,1,0,0,0,45,0,111,1,11,5,0,0,0,1858
1859,0,0,514,9,0,0,0,4,27,104,7,0,0,0,14,14,6,0,0,12,26,0,0,0,0,222,8,0,6,1,145,1,0,0,21,0,36,466,0,6,42,9,45,315,10,0,0,0,99,0,358,33,0,0,5,8,0,12,0,0,9419,1,19,30,50,0,88,85,600,5,1,23,0,1,0,47,2,0,309,2,18,119,0,0,272,3,14,1,0,0,4,0,182,42,0,1,298,1,0,47,226,2,24,210,0,79,0,0,21,0,239,13,3,131,0,4,46,0,51,3,11,3,0,0,15,0,0,0,0,32,1,0,2,22,0,4,18,3,9,0,0,1,0,0,11,12,0,0,61,8,0,0,0,0,87,68,5,8,149,0,22,0,0,116,0,12,0,0,4,6,0,74,23,77,65,0,13,7,1,74,0,0,0,380,0,0,115,0,25,0,0,0,0,17,59,47,374,0,0,19,0,0,0,8,6,0,33,14,19,0,8,0,239,59,5,32,0,0,12,0,0,10,0,343,2,0,0,1,13,0,11,48,158,2,91,1,0,0,0,0,0,30,0,157,2,14,6,0,0,0,1859
1860,0,0,664,3,0,0,0,0,26,98,4,2,0,0,11,12,5,0,0,4,49,5,0,0,0,227,26,0,1,2,112,0,0,0,9,0,30,337,0,6,26,0,60,129,13,0,0,0,91,0,321,11,0,0,7,2,0,11,0,0,9263,0,61,34,43,0,106,111,583,6,5,35,0,0,3,33,1,0,177,4,27,101,0,0,340,1,11,2,0,0,4,0,210,49,2,0,319,1,0,62,199,3,21,149,0,125,0,0,17,0,208,12,7,110,0,5,44,0,43,0,15,111,0,0,7,0,1,0,0,30,1,0,2,35,0,5,15,1,13,0,0,0,0,1,3,0,0,0,46,4,0,0,0,0,85,52,7,1,138,0,21,0,0,90,0,0,0,0,1,0,0,61,30,67,58,0,9,20,0,105,0,0,0,156,0,1,172,0,49,0,0,0,0,5,52,39,367,1,0,22,0,0,0,6,9,0,30,7,19,0,14,0,254,47,5,47,0,0,17,0,0,1,0,358,7,0,0,2,8,0,5,52,148,1,67,0,0,0,0,0,1,36,0,148,1,14,7,0,0,0,1860
1861,0,0,645,12,0,0,0,5,46,91,4,2,0,0,9,19,7,0,0,10,35,0,0,0,0,265,11,1,2,3,118,0,0,0,7,0,27,430,0,4,14,1,51,160,13,0,0,0,132,0,330,23,0,0,4,1,0,14,0,0,10474,0,107,32,54,0,134,102,724,24,18,65,0,0,1,92,1,0,167,2,41,66,0,0,291,3,26,2,0,0,6,0,249,63,0,0,214,4,0,53,309,1,34,291,0,173,0,0,18,0,283,7,15,102,0,6,56,0,75,0,14,301,0,0,4,0,0,0,0,23,0,0,1,44,0,13,25,2,9,0,0,1,0,3,1,0,0,0,69,14,0,0,0,0,147,70,11,3,119,1,20,0,1,57,0,0,0,0,8,0,1,79,33,74,68,0,8,21,0,90,1,0,0,137,0,0,159,0,38,0,0,0,0,20,86,51,448,0,0,22,0,0,2,4,6,0,41,10,9,0,10,1,272,44,0,49,0,0,17,1,0,0,0,405,2,0,0,3,10,0,13,42,149,2,76,0,0,0,0,0,3,43,0,193,1,31,12,1,0,0,1861
1862,0,0,773,32,0,0,0,1,79,93,4,0,0,0,14,22,7,0,0,1,43,1,0,1,0,282,5,0,6,4,115,0,0,0,4,0,34,748,0,6,18,0,66,131,10,0,0,0,155,1,366,28,0,0,8,1,0,29,0,0,11887,2,111,36,66,0,166,125,891,55,21,61,0,0,2,50,1,0,117,3,18,75,0,0,344,1,21,6,0,0,6,0,267,131,0,0,175,0,0,69,653,2,23,347,0,189,1,0,42,0,248,19,10,113,0,5,56,0,62,0,8,103,0,1,10,0,0,0,1,25,2,0,0,68,0,11,14,7,26,1,0,0,0,0,10,0,0,0,69,10,0,0,0,0,139,70,16,7,198,3,30,0,1,79,0,1,0,1,4,0,0,70,34,65,160,0,21,19,0,89,0,1,0,185,0,2,174,0,41,0,0,0,0,18,106,44,528,2,0,17,0,0,0,13,15,0,54,16,21,0,16,0,317,58,13,106,0,0,51,0,0,12,0,447,1,0,0,3,12,0,6,64,173,3,80,0,0,0,0,0,1,76,0,288,6,31,20,0,0,0,1862
1863,0,0,898,28,0,0,0,0,71,137,10,11,0,1,45,19,8,0,0,8,60,30,0,18,0,383,16,2,0,6,174,1,0,0,19,0,52,1026,1,24,66,7,84,177,21,0,0,0,179,0,391,21,0,0,12,2,0,16,0,0,16039,3,109,54,89,0,204,190,1122,41,27,96,0,1,2,61,4,0,330,7,55,188,0,0,424,2,28,3,0,0,9,0,203,110,1,0,385,9,0,88,477,2,32,323,0,380,10,0,36,0,311,12,24,117,0,11,82,0,46,0,22,411,0,0,18,0,0,0,0,27,0,0,2,71,0,7,25,5,19,0,0,0,0,1,6,0,0,0,53,23,0,0,0,0,209,113,13,5,126,1,56,0,1,127,0,0,0,0,3,0,2,97,41,182,341,0,16,23,1,85,0,0,0,399,1,0,271,0,76,0,0,0,0,47,109,296,519,0,0,27,0,3,2,17,20,0,63,18,18,1,17,0,448,64,8,185,0,0,150,1,0,3,0,550,3,0,0,7,75,0,40,86,178,4,137,0,0,3,0,0,0,112,0,417,0,21,17,0,0,0,1863
1864,0,0,1017,36,0,0,0,3,100,162,7,4,8,0,43,29,11,0,0,15,85,24,0,2,0,467,26,2,7,8,203,2,0,0,17,0,52,923,0,6,93,7,96,232,27,0,0,0,161,0,536,33,0,0,10,5,0,20,0,0,19434,2,187,52,79,0,226,153,1135,27,37,98,0,1,2,113,5,0,271,2,82,269,5,0,410,1,28,8,0,0,5,0,289,84,1,0,412,1,0,95,536,11,40,348,0,270,0,0,43,0,507,17,30,196,1,8,70,0,53,0,36,527,0,0,31,0,0,0,2,46,2,0,2,220,0,10,48,12,14,1,0,0,0,3,25,0,0,0,86,17,0,0,0,0,274,124,30,5,271,2,76,0,2,162,0,0,0,0,2,2,0,154,36,119,242,0,33,40,0,92,0,0,0,471,1,1,307,0,30,0,0,0,0,69,150,508,846,0,0,57,0,0,2,8,15,0,83,24,24,0,10,0,394,57,6,170,0,0,87,1,0,4,0,646,5,0,0,3,30,0,30,69,268,5,201,1,0,2,0,0,1,136,0,414,3,52,18,0,0,0,1864
1865,0,0,1079,28,0,0,0,8,66,180,6,2,0,0,56,17,13,0,0,21,97,46,0,6,0,505,20,2,16,8,140,1,0,0,24,0,80,1264,1,19,82,1,82,495,18,0,0,0,131,0,646,15,0,0,15,11,0,13,0,0,18707,1,179,81,77,4,232,180,938,5,52,82,0,6,1,63,6,0,368,17,108,302,0,0,328,1,33,5,8,3,7,0,356,85,0,0,454,8,0,133,590,5,47,290,0,546,2,5,43,0,470,22,30,180,0,11,58,0,42,1,32,477,0,0,81,0,6,2,5,49,2,2,0,63,0,5,37,3,17,0,0,0,1,1,45,23,0,0,104,26,0,0,2,0,181,142,23,27,290,1,47,0,7,190,0,23,0,1,4,1,0,124,33,171,439,0,22,28,0,95,0,0,0,348,1,0,249,0,27,0,0,0,0,21,107,33,906,1,5,20,0,0,0,13,10,0,89,13,36,0,11,0,381,66,3,121,0,0,85,0,0,36,0,795,5,0,0,5,46,0,113,69,245,0,147,0,0,4,0,0,0,134,0,443,2,42,20,0,0,0,1865
1866,0,0,683,14,0,0,0,4,36,103,7,9,1,0,34,18,10,0,0,8,48,31,0,1,1,386,16,1,6,8,92,0,0,0,17,0,31,601,0,5,59,1,68,212,44,0,0,0,103,0,592,18,0,0,8,5,0,6,0,0,13279,0,125,31,46,22,107,124,742,9,11,20,0,1,1,55,5,0,281,16,697,180,1,0,196,5,15,5,0,0,0,0,183,122,0,0,436,5,0,99,309,1,40,147,0,266,0,0,27,0,381,17,21,153,2,11,64,0,31,0,28,364,0,0,11,0,0,0,1,27,0,0,2,52,0,8,27,3,23,2,0,0,0,0,23,1,1,0,108,2,0,0,0,0,107,90,27,21,271,0,32,0,1,178,0,1,0,1,3,0,2,74,27,132,1301,0,15,22,0,49,0,1,0,265,0,0,123,0,15,0,0,0,0,20,91,30,785,0,0,10,0,0,9,15,11,0,63,5,33,0,13,1,246,40,2,83,1,0,68,0,0,6,0,656,5,0,0,4,16,0,41,31,172,2,105,1,0,11,0,0,2,57,0,291,12,31,12,0,0,0,1866
1867,0,0,621,15,0,0,0,3,57,93,20,0,0,2,41,10,7,0,0,16,47,13,0,2,0,457,16,1,5,11,144,1,1,0,12,0,17,546,0,6,26,0,55,101,11,0,0,0,96,0,313,35,0,0,10,4,0,10,0,0,11887,2,71,42,73,4,145,119,675,9,20,13,0,0,3,44,4,2,283,5,234,68,3,0,135,1,17,7,0,0,2,0,192,115,0,0,293,10,0,73,337,3,28,166,0,167,1,0,47,0,308,22,27,121,0,17,75,0,25,0,29,226,0,0,12,0,0,0,0,21,1,0,0,67,0,3,15,9,10,0,0,0,0,4,33,0,0,0,66,4,0,0,0,0,120,91,57,13,195,0,32,0,2,104,0,0,0,1,3,4,2,43,36,80,359,0,11,20,0,26,0,2,0,141,0,0,117,0,47,0,0,0,0,12,136,386,659,0,0,7,0,0,1,9,18,0,44,6,37,0,6,0,195,38,2,112,1,0,65,0,0,6,0,385,7,0,0,4,15,0,17,34,145,1,69,0,0,0,0,0,3,85,0,266,5,13,10,0,0,0,1867
1868,0,0,667,38,0,0,0,0,34,70,3,3,0,1,52,5,9,0,0,8,27,9,0,0,0,400,15,2,11,2,104,1,0,0,7,0,45,522,0,9,31,0,53,104,25,0,0,0,80,0,486,24,0,0,5,8,0,15,0,0,12957,1,78,20,121,3,105,70,679,6,31,20,0,0,2,14,4,0,115,2,327,54,2,0,113,0,11,1,0,0,1,0,149,65,0,0,181,1,0,90,245,1,48,167,0,236,0,0,53,0,276,12,19,127,1,23,114,0,18,1,36,133,0,0,8,0,0,0,1,79,0,0,1,29,0,16,16,22,16,0,0,1,0,4,25,0,0,0,75,1,0,0,0,0,147,55,14,10,88,2,41,0,1,127,0,0,0,0,3,2,0,68,22,60,475,0,20,16,0,13,0,2,0,135,0,0,122,0,20,0,0,0,0,18,101,23,574,1,0,16,0,1,3,12,9,0,46,6,12,0,14,0,221,41,4,61,0,0,18,0,0,2,0,369,4,0,0,1,40,1,25,17,175,6,68,0,0,9,0,0,2,39,0,236,1,23,7,0,0,0,1868
1869,0,0,679,43,0,1,0,0,21,90,1,4,3,1,74,19,10,0,1,11,71,3,0,1,0,393,15,0,10,5,139,0,0,0,12,0,40,694,0,16,60,0,62,156,35,0,0,0,118,0,444,26,0,0,5,5,0,18,0,0,14889,1,130,42,78,7,150,86,767,6,17,63,0,0,2,33,4,1,194,6,182,74,1,0,240,4,34,0,0,0,7,0,299,79,0,0,225,4,0,169,366,26,33,184,0,418,1,0,58,0,389,26,32,149,3,22,94,0,19,4,28,284,0,0,11,0,0,0,3,44,0,0,0,72,0,3,46,22,30,0,0,0,1,5,47,0,3,0,100,16,0,0,0,0,156,80,12,11,161,1,42,0,4,95,0,0,0,3,2,1,3,84,56,103,447,0,34,29,1,51,0,6,0,166,0,0,276,0,58,0,0,0,0,23,134,57,752,0,0,26,0,0,7,17,4,0,55,5,30,0,12,2,262,17,8,166,0,0,36,0,0,2,0,537,1,0,0,5,39,3,43,25,139,4,89,1,0,29,0,0,0,56,0,357,2,55,15,3,0,0,1869
