,politiikka,valtioviisaus,suuriruhtinaskunta,ruhtinaskunta,herttuakunta,suomi,valtio,osavaltio,suomalainen,kansakunta,kansa,raja,nyky,venäjä,venäläinen,keisarikunta,valtakunta,perustuslaki,valtiosääntö,rauha,maakunta,ruotsi,dynastinen,yhteiskunta,yhteiskunnallinen,sosiaalinen,kulttuuri,sivistys,valta,voima,mahti,toimivalta,oikeus,suurvalta,edustajisto,edustus,kansanedustus,hallitsija,hallinto,pohjoismainen,yhteisö,oikeudet,keisarilinen,monarkki,valtias,suvereeni,itsenäinen,kuninkaallinen,provinssi,lääni,koskemattomuus,loukkaamattomuus,vaihtoehto,järjestelmä,suvereenius,sota,kuningaskunta,isänmaa,valtiosääty,sääty,valtiomuoto,hallintojärjestelmä,hallitus,valtionjohto,ministeristö,eduskunta,parlamentti,valtiopäivät,laki,sääntö,rajaseutu,tasa-arvo,liberaali,kuningas,tsaari,keisari,senaatti,alamainen,kansalainen,sopimus,demokratia,historia,konsepti,euroopan,eurooppalainen,yliopisto,vuosisata,luku,maa-alue,alue,seutu,muuttaa,vaihtaa,historiallinen,historian-,ruotsalainen,sisäinen,sisä-,kotimaan,kotimainen,eurooppa,käsitellä,tarkastella,keskustella,aikainen,varhainen,varhais,alku,kysymys,osallistua,status,asema,muodostaa,muodostua,muotoutua,syntyä,perustaa,ala,traktaatti,osa,kolkka,kulmakunta,kunta,erottaa,erkaantua,jakautua,jakaa,herttua,ihminen,ihmis-,inhimillinen,julkinen,yleinen,kehittynyt,edistynyt,korkeatasoinen,retoriikka,puhe,tarkoitushakuinen,aika,ajanjakso,aikakausi,ajankohta,hetki,kiisttanalainen,riitainen,riidanalainen,kieli,aikaväli,kausi,vaihe,periodi,eri,erilainen,kannattaa,tukea,avustaa,rahoittaa,yhdistää,liittää,assosioida,vastalause,mielenilmaus,lausunto,arkisto,arkistoida,historiankirjoitus,johtaja,vallanpitäjä,irrottaa,irtautua,hallinnallinen,tiede,tuottaa,aiheuttaa,synnyttää,esittää,sanomalehti,lehti,riski,vaara,uhka,historioitsija,historiankirjoittaja,julkaista,painattaa,yhteistoiminta,yhteistyö,komento,hallitusaika,määräys,päätös,ratkaisu,periaate,moraali,keskiaika,vanha,entinen,aikaisempi,mobilisaatio,luonto,luonne,laatu,älyllinen,intellektuelli,älykkö,idea,käsitys,mielikuva,paikallinen,paikallis-,alueellinen,pietari,oppilaitos,koulu,akatemia,eheys,luoda,luovutettu,luovuttaa,artikkeli,kirjoitus,artikla,pykälä,res publika,karjalainen,jäsen,keski-,keskus-,keskitetty,hallitusmuoto,virallinen,muodollinen,virkamies,myytti,uskomus,intressi,etu,hyöty,napoleon,yhdistyä,vertailu,yleis-,kenraali,neuvotella,asukas,raja-,kartta,skandinavia,puolustaa,suojella,talous,maantieteellinen,yhteys,yksimielisyys,raha,valuutta,markka,kruunu,kansallinen,itsellisyys,agitatsiooni,itsemääräys,year
1883,31,6,68,85,7,5170,1631,0,17974,249,17560,2041,231,795,1909,317,853,506,10,3901,1340,3267,3,1165,687,7,32,297,1432,2720,519,0,10925,7,1,70,0,1023,808,50,4,0,0,18,27,0,511,828,0,13308,0,0,0,514,0,4146,173,2282,67,3202,13,1,9507,0,583,297,653,83,7617,3899,19,7,122,4932,452,7475,5785,1925,2531,1180,6,3620,115,1,173,3413,599,5450,17,1102,3880,7603,226,1269,0,6792,149,0,0,1235,2,1019,667,3212,836,40,0,7347,11737,0,1,7093,1790,715,0,8338,7442,6275,2,22257,118,50,10496,441,20,95,6723,678,13463,0,330,4830,11423,37,0,0,1,7303,0,39791,95,906,7,3465,0,72,52,12505,0,1315,324,0,9416,892,2054,7843,7,4,1834,1941,0,311,7,2822,409,1,0,3524,29,27,51,0,959,4254,0,1369,3982,7106,21637,16,715,86,60,7,2629,967,1,12,65,34,3830,10827,261,693,4,212,4047,7807,0,0,2808,1383,3995,12,0,0,5,1450,1,198,0,11,0,1267,14541,172,15,4157,0,65,80,7334,5,898,0,237,13577,0,0,0,243,1809,156,1085,13,3,0,4229,3566,0,776,42,0,1474,41,2833,0,646,0,2324,1230,1109,209,2564,298,10949,47,29275,3065,1451,1,0,0,1883
1884,13,4,29,63,43,4771,2240,0,18625,287,18062,2178,108,642,1528,278,904,583,1,4048,1294,3185,4,1281,669,12,10,198,1435,3159,1168,3,11657,5,1,75,0,935,1063,66,3,0,0,20,41,0,548,690,0,14728,0,0,1,608,0,3885,187,2488,46,2552,9,0,9403,0,640,341,882,126,7564,4239,20,14,238,4467,189,5854,5604,1722,2732,1298,35,3347,102,2,267,3591,490,5550,5,1350,4454,7952,241,1047,0,6311,55,0,0,1534,3,1215,605,3086,972,51,0,8391,13173,1,2,8019,1781,688,0,8146,7501,6930,5,22588,131,36,12278,363,21,88,7565,935,14682,0,307,5649,12275,41,0,0,0,7712,0,42514,47,848,4,3535,0,90,60,11411,0,1353,347,0,10387,893,2406,8078,7,2,2155,1974,0,314,13,2803,351,0,0,3931,13,18,118,0,1048,4941,9,1760,4447,7483,23085,13,706,51,66,10,2139,881,5,21,45,11,4226,11216,226,876,10,137,4229,8081,0,0,3463,1487,3760,19,2,0,6,1267,2,184,0,6,0,1019,13973,154,36,4439,0,112,128,7079,1,787,0,254,15963,0,0,0,106,1483,127,956,11,8,1,4783,3779,0,991,45,0,1999,66,3315,0,913,0,2354,1471,1128,129,3206,373,12364,59,31846,3248,1733,1,0,1,1884
1885,37,3,73,100,20,6963,2795,0,20327,364,21171,3868,143,767,2257,444,1001,410,4,4924,1736,4110,0,1599,850,3,58,220,1659,3594,1592,4,14683,8,0,131,0,1509,1120,37,3,0,0,8,38,0,637,571,0,16282,0,0,1,1054,0,7226,155,2527,252,18949,7,10,12958,0,845,709,1196,163,9837,4728,59,16,667,4764,238,7599,6054,2190,3107,2151,13,3429,188,1,216,4332,532,6041,18,1830,4528,10290,267,1145,0,7497,84,0,0,1915,2,2436,704,3399,930,39,0,8960,15676,2,7,10100,2677,848,0,9705,8957,7667,3,25312,138,17,11339,453,11,89,8071,588,14256,0,257,5756,15440,65,0,0,0,9288,0,46680,92,963,6,3827,0,98,107,13299,0,1411,447,0,12456,1086,3725,8921,7,3,2367,3133,0,1804,7,4481,410,1,0,4491,10,14,114,0,912,5470,0,2152,6630,8738,25463,13,870,94,43,4,2362,1028,18,124,47,22,5109,13376,548,1563,18,127,4677,9295,0,0,3797,1476,4160,6,0,0,5,1630,5,229,0,4,0,1272,14098,130,32,5319,0,83,115,8116,0,1078,0,124,20001,0,0,0,155,2071,151,1232,8,2,6,5607,3603,0,1154,75,0,1904,70,3874,0,1184,0,3565,1484,1181,112,3488,631,12485,62,32387,4298,1980,0,0,0,1885
1886,92,5,26,168,6,6417,2074,0,19832,298,21873,2992,142,706,1839,377,822,440,4,5492,1376,4377,1,1800,977,11,76,137,1331,3240,458,0,16021,6,4,33,0,1199,1097,39,3,0,0,35,11,0,718,659,0,16158,2,0,5,761,0,4688,147,2519,62,4379,4,2,12202,0,1065,433,1523,35,8999,5559,30,6,299,4656,268,5084,6304,1691,3033,1871,8,3266,181,3,154,3854,516,6629,18,1266,4593,10084,282,1176,0,7493,57,0,0,3316,0,1847,663,4317,1149,64,0,9549,15943,2,0,12617,2371,802,0,9452,9290,8127,7,25467,134,39,14229,651,30,81,7948,899,14812,0,256,7096,15924,74,0,0,0,9744,0,50938,80,943,5,4241,0,56,72,12950,3,1314,346,0,12695,1034,3611,7409,3,6,2277,2729,0,472,4,4641,368,1,6,4978,28,14,99,0,956,5197,4,1708,6213,9319,28555,34,676,56,64,16,2719,1175,20,74,88,22,5596,13772,567,1194,28,142,4570,9307,0,0,3548,1608,4515,28,0,0,12,1517,7,194,0,8,1,920,14299,279,38,4967,0,70,76,9126,17,1515,0,238,18918,0,0,0,151,1659,168,1128,7,7,3,5763,4095,0,994,67,0,1244,55,3524,0,1069,0,3190,1384,1552,399,4111,528,15658,54,32290,4136,2054,0,0,0,1886
1887,50,1,94,98,13,8396,2601,0,26386,303,25947,3965,179,971,2701,438,992,456,4,7144,1592,5583,4,2036,1309,17,55,255,1433,3789,518,0,19782,11,5,80,0,1357,1124,38,5,0,0,20,26,0,889,638,0,19924,7,0,3,994,0,6467,165,2962,80,4375,15,8,13651,0,1164,469,1145,102,9932,5805,48,1,225,4811,408,8034,8668,1936,3762,1942,10,4065,86,0,210,4958,619,7401,2,1905,5663,11149,319,1412,0,10530,35,0,0,4738,0,2608,895,4687,1161,69,0,11977,19907,10,5,21850,3096,1043,0,11356,10740,10623,12,31156,156,70,19777,614,30,139,10340,606,17100,0,321,8120,20010,100,0,0,0,12158,0,61995,131,984,7,4743,0,109,77,16207,1,1729,376,3,15443,1334,4586,8382,4,5,2744,2706,0,525,18,4840,503,0,0,6387,49,26,157,0,1336,6372,2,2333,8007,12723,36195,20,831,105,66,8,3380,1317,49,63,115,24,6368,15997,658,1553,34,172,5424,12651,0,0,4256,1978,6035,7,1,0,12,2157,15,290,0,11,1,1087,18085,269,49,5827,0,134,145,11705,1,1179,0,449,20128,0,0,0,242,2194,175,1542,6,0,1,7464,4949,0,1090,83,0,2053,118,3904,0,1053,0,3307,1975,1798,298,4902,749,17641,61,40818,5681,2823,0,0,0,1887
1888,69,2,44,116,14,8889,3597,0,25670,341,29405,3537,163,1356,3008,641,1345,1425,16,6889,1966,5823,0,2776,1423,16,40,242,1805,3885,688,0,23619,7,2,86,0,1935,1584,203,2,0,0,24,25,0,1131,1277,1,22729,3,0,19,1286,0,5753,267,3486,118,24966,16,6,16507,0,1110,752,1070,147,13188,6584,44,8,127,6616,321,18884,12682,2799,4154,1971,25,4531,127,1,298,6417,904,9284,43,2174,6286,15648,394,1823,0,10487,146,0,0,5359,1,4725,875,5054,1554,63,0,13097,23707,4,4,20007,3733,1340,0,13582,14531,11288,1,36286,190,79,22057,1143,38,214,12718,775,17759,0,396,8622,23924,124,0,0,0,15909,0,70332,185,1136,9,4664,0,131,81,13355,2,2311,546,1,17314,1547,6936,8801,6,1,3243,3841,0,2185,12,7836,683,0,0,7420,20,20,192,0,1129,8155,5,2759,11013,13486,34938,17,996,90,88,15,4607,1340,36,148,146,71,8609,19548,705,2444,43,283,7511,13633,0,0,4586,1877,7120,7,0,0,8,2785,22,307,0,44,1,1748,20680,206,45,5909,0,266,151,11561,7,2932,0,242,26798,0,0,0,430,2638,420,2140,9,1,3,7751,5619,0,2274,122,0,2340,97,4590,0,1369,0,5537,2565,2081,495,5662,772,20128,52,46876,6851,2313,1,3,0,1888
1889,104,5,112,85,20,8485,3200,0,27205,390,28360,3383,177,1048,2834,570,1355,810,13,6689,2416,5603,0,2646,1438,11,62,321,2181,4238,846,8,21360,26,2,55,0,1631,1238,118,9,0,0,73,26,0,1063,950,1,23648,0,0,1,1106,0,5226,252,3185,65,3855,31,2,13666,0,982,413,1072,131,11803,7432,23,3,146,7075,516,11879,12647,2812,4025,2306,5,4279,149,2,446,6026,754,8935,58,2056,6645,12619,515,1608,0,9689,129,0,0,3873,2,3236,939,4825,1673,68,0,14160,18961,3,9,17835,3192,1497,0,14590,13343,11705,7,37176,223,96,20212,1241,28,232,11534,1047,21946,0,381,8782,21138,156,0,0,1,13767,0,72932,154,1229,11,4731,0,117,115,12329,3,2238,651,2,17573,1554,4454,8356,8,4,3113,3337,0,374,14,5649,552,3,2,7982,40,33,200,0,2002,8084,10,2567,8569,14427,40094,21,1105,65,68,8,5088,1462,80,159,167,57,6144,15879,440,1585,44,266,7835,13008,0,0,4998,2509,6900,15,0,0,17,2269,6,265,0,6,3,1473,20734,228,52,7514,0,290,153,12217,14,1250,0,362,24168,0,0,0,418,2575,186,1727,23,2,6,8000,5544,0,1144,176,0,2858,127,4767,0,1403,0,2953,1997,2101,514,5482,768,20479,67,46021,5559,2616,0,4,0,1889
1890,490,20,534,115,27,9617,4450,0,37247,613,40530,4438,234,1566,4664,1522,2015,1404,6,8530,2774,6219,0,3549,2085,94,94,653,3125,6229,822,4,28433,38,5,89,0,3702,1449,302,15,0,0,62,57,0,1412,1089,2,25918,18,0,2,1312,0,6128,269,5820,59,4400,47,3,16447,0,1054,516,1420,411,17175,9549,37,6,93,7450,870,15229,12392,2861,5685,3215,23,6932,59,0,582,8525,1135,10385,33,2993,8775,15395,613,2436,0,12146,190,1,0,5204,4,4817,1162,7023,2089,139,0,16513,27048,6,4,23296,3998,1657,0,16402,18669,15004,11,43214,251,149,24660,2069,30,234,13486,1647,27473,0,534,9348,26974,228,0,0,5,19562,0,89035,194,1551,4,6617,0,123,117,13952,2,2444,843,1,23068,1730,5911,11552,15,13,4355,3805,0,638,16,8184,751,3,4,10674,65,54,275,0,1824,9852,15,3353,11365,18700,49115,23,1606,120,232,20,5607,1476,132,284,143,88,8204,18603,939,2117,94,408,10748,16187,0,0,6468,3514,7681,3,0,1,22,3295,6,412,0,33,1,2155,26587,352,99,8996,0,373,213,15742,12,1820,0,291,28847,0,0,0,396,3058,187,1888,23,1,8,10612,6921,0,1255,154,0,2854,214,6359,0,1771,0,4067,2448,2810,559,7507,804,24731,85,52134,5275,3727,0,5,0,1890
1891,530,13,367,97,10,8966,5322,0,39408,470,39507,4823,228,1994,4669,3115,2049,2024,2,8174,2437,5153,1,2791,1553,41,140,675,3484,6866,779,18,25715,37,1,105,0,3063,2282,224,11,0,0,23,71,0,1420,723,2,30303,17,0,8,1847,0,5881,138,5565,99,23913,46,4,17956,0,990,1039,1331,529,21002,10303,103,6,36,6936,536,12175,13962,4153,5385,2811,14,6296,211,2,604,6064,1174,9789,60,3361,9522,17166,649,1866,0,12140,381,0,0,5597,18,6156,1204,6191,1910,115,0,17095,23363,13,7,23005,4418,1950,0,17487,20805,16816,3,47074,290,108,26379,2946,34,271,15729,1067,25693,0,537,9366,29724,250,0,0,1,20094,0,81998,292,1052,8,6265,0,136,101,13209,0,2109,800,3,26942,2450,7308,22888,16,3,3992,5762,0,2120,30,9052,584,3,5,11065,76,42,205,0,1707,10441,18,3823,13401,16431,47310,24,1916,150,145,17,5801,1744,153,261,205,39,10213,19409,943,2821,66,302,12555,16757,0,0,7060,3553,8314,6,0,0,16,3173,21,765,0,13,2,1861,27853,165,66,13540,0,528,222,12016,18,2445,0,516,30674,0,0,0,460,3332,395,2013,16,0,7,11331,6918,0,1376,146,0,2922,238,5785,0,1474,0,5672,2666,2793,614,7256,660,28647,145,52088,7299,3211,0,5,1,1891
1892,665,6,161,102,7,9685,5796,0,34319,447,34486,4836,222,2514,4439,985,1840,1231,1,8160,1986,5382,2,3145,1516,135,176,720,4008,7616,684,20,24907,31,1,113,0,1950,1554,154,2,0,0,31,75,5,1211,986,1,38469,3,0,1,1881,0,6493,239,4372,88,4971,29,23,16965,0,1932,607,1996,303,16987,10204,88,7,61,8539,621,9625,19016,2890,5452,2605,9,6938,191,4,590,7844,1422,10544,40,3494,10948,17082,759,2249,0,10809,325,0,0,5085,6,5747,1414,7386,2035,125,0,18756,25102,12,8,23067,4898,2267,0,19049,18751,17977,2,49793,243,139,33992,3060,26,270,17207,1369,31190,0,684,9318,29884,278,0,0,1,19245,0,91508,236,1143,18,6482,0,172,82,13521,1,2216,1146,7,27392,2697,5864,22343,17,13,3929,5672,0,679,16,9166,672,3,3,11577,75,67,327,0,2303,11566,27,3602,13969,17202,50840,46,2230,135,167,13,6074,1711,128,390,154,32,9438,20343,778,2038,122,291,15055,18082,0,0,7251,3500,9393,8,1,0,22,3407,18,829,0,40,2,1824,27224,446,47,15086,0,621,214,14031,27,1992,0,540,32382,0,0,0,334,3085,264,2355,21,1,16,10407,7230,1,1221,239,0,2652,325,5018,0,1820,0,4339,2355,2874,648,7802,768,31962,196,51781,6993,3044,0,14,0,1892
1893,774,13,126,137,16,9385,6179,0,36088,454,39447,5610,325,2160,6375,1105,2149,1565,2,8572,1903,5496,2,3465,1817,95,405,703,4852,7895,928,8,25729,33,8,214,0,1941,1977,257,9,0,0,28,61,0,1323,998,0,34110,13,0,6,1748,0,6762,255,5316,58,4603,48,7,18383,0,1881,889,2323,620,19524,10531,158,2,108,7679,661,9079,21114,2806,6028,3179,0,6796,174,2,824,7766,1697,10180,55,2948,10373,18751,964,2300,0,12903,317,0,0,5593,9,6027,1420,8068,2124,116,3,19211,29289,9,10,24145,5241,2276,4,18993,18195,17576,8,50203,352,129,32810,3182,33,317,17098,1250,30112,0,695,10057,31442,332,0,0,5,21389,0,91225,194,1147,11,6862,0,168,101,12758,0,2228,1059,0,29158,2332,7293,23989,41,13,3791,6071,0,1051,24,9879,574,1,4,11598,56,60,303,0,1954,11569,46,3607,16439,16085,53480,46,2443,179,148,9,6162,1769,161,542,186,32,9512,22499,1030,2862,126,301,15164,20647,0,0,7514,3773,8838,18,0,0,34,3596,23,670,0,20,8,1684,26824,264,66,15572,0,709,313,13722,4,2493,0,778,33500,0,0,0,274,3162,258,2390,20,1,11,11529,7400,0,1517,208,0,3694,343,5470,0,1836,0,5769,2453,2896,635,8024,882,33856,229,50086,6861,3290,0,36,0,1893
1894,1263,10,458,56,25,12240,7063,1,40229,622,54337,6398,306,2480,5314,1666,2708,3029,7,10685,2566,7298,0,4294,2445,110,237,604,4627,8555,959,20,33853,36,2,268,0,5660,2799,308,28,0,0,26,94,0,1975,996,4,37257,10,0,3,2279,0,10326,296,6336,309,38849,45,9,27057,0,1912,1705,1825,740,25376,10767,214,4,169,8980,1594,30333,24453,4924,7623,4182,10,7702,70,5,1644,10376,1759,10880,97,4016,11286,22275,1091,2586,0,13592,456,0,0,7480,17,9852,1460,8506,3053,229,0,20836,31790,15,11,33027,6091,2568,0,23117,22847,20520,6,56291,389,275,38180,4594,30,304,20059,1466,31745,0,942,11053,36838,308,0,0,0,26372,0,102156,435,1534,1,8286,0,194,132,17076,3,2778,1191,1,32638,3127,10542,25911,71,13,5050,7293,0,3073,24,12626,593,4,4,12902,103,90,362,0,2197,13566,38,4397,20624,18586,56455,52,2176,156,102,31,7774,1857,230,818,223,125,12213,27800,1215,3768,240,398,15525,22198,0,0,7789,4879,9968,13,1,1,39,4105,25,1053,0,10,3,2187,35556,265,128,15985,0,516,534,14428,29,2554,0,1038,38536,0,0,0,539,3812,436,2878,19,5,25,13736,8380,0,1396,189,0,4345,285,6337,0,2402,0,8200,3196,3357,757,10005,1025,33352,105,55861,8510,3710,0,12,0,1894
1895,1403,19,99,124,24,12233,6348,0,44463,372,46720,6859,378,3094,5058,1008,2901,1078,0,12720,3631,8684,0,4261,2539,157,503,801,5075,9255,1119,13,35408,69,3,362,0,2308,2734,766,8,0,0,9,90,0,1966,1102,0,40057,4,0,36,2618,0,11327,290,5975,90,6764,18,17,25868,0,3165,1007,2240,366,21129,12754,150,18,532,9706,699,15387,32219,3864,7308,6115,26,7376,76,2,1431,10689,2000,12248,162,4440,12884,20858,1057,3308,0,18526,368,0,0,7283,19,8407,1713,10914,2853,192,0,23973,36840,3,5,39752,7149,3337,1,24245,25355,22945,11,61031,482,203,41496,5916,39,313,21625,1277,36771,0,794,11912,38259,466,0,0,7,27221,0,112563,218,1538,4,8550,0,193,158,18650,3,2635,1123,0,35889,3369,10044,26720,205,7,5925,7452,0,1065,10,13548,677,3,6,15042,125,71,342,0,2278,14860,104,4106,22461,21072,61427,48,2254,191,169,9,8430,1989,551,1073,262,43,10471,29113,1496,3425,139,560,17780,24248,0,0,8622,4331,11580,27,0,1,35,4614,25,855,0,57,17,2482,38400,360,84,17796,0,690,449,16985,29,2509,0,764,39587,0,0,0,317,4556,384,3190,16,2,64,15732,9750,0,1637,160,0,5262,330,8086,0,2578,0,6569,3386,3309,895,10743,1108,39272,189,59753,9040,3852,0,33,1,1895
1896,1549,13,222,73,5,11564,6534,0,46186,464,45340,6770,434,3005,5368,912,2503,952,2,11064,3066,8156,0,4714,2482,151,640,1063,5141,8242,1211,21,33632,147,1,328,0,2628,2541,323,30,0,0,9,90,1,1992,939,0,39885,0,0,23,2072,0,9355,192,6406,48,6011,15,9,21786,0,1188,868,1403,756,20610,13282,216,6,199,7704,1491,18587,32718,3726,7999,6379,1,6842,50,3,1175,10435,1795,12387,179,5431,12280,20980,1397,2281,0,19055,585,0,0,7079,40,8000,1586,9681,2723,148,0,22391,38340,8,3,38942,5871,2833,0,23856,25245,22961,1,62222,522,271,38975,5475,33,262,22038,1481,34370,0,860,10299,37360,393,0,0,0,28595,0,104559,376,1242,18,7708,0,268,213,14696,4,2608,941,3,37487,3120,9829,22944,267,7,4843,8105,0,995,15,13934,516,2,0,17565,95,64,468,0,2605,13462,261,4377,23164,21082,58902,59,2329,178,146,10,8062,1799,1101,1193,204,65,9819,26749,1351,3820,114,641,16202,22953,0,0,8385,4330,11463,39,0,2,29,4145,36,869,0,37,4,2116,38899,401,97,19737,0,571,284,13935,33,2091,0,680,41177,0,0,0,237,4235,327,2854,43,0,47,16590,8445,0,1700,179,0,5595,329,6837,0,2483,0,6108,2971,3520,1002,11422,1372,34738,268,52106,8256,3904,0,23,0,1896
1897,1498,13,125,88,15,14803,7828,0,48784,473,48792,9926,323,2855,5596,1191,2341,1015,2,14880,2983,10866,0,4475,2615,93,499,1333,7225,9458,1159,36,36625,676,2,392,0,3216,3310,549,31,0,0,18,74,0,1874,1267,0,37449,12,0,8,2626,0,15020,268,6553,208,33042,13,42,26553,0,1047,1276,1533,1018,27067,14480,177,33,90,10086,890,14571,30659,4227,8234,6175,4,8199,101,0,1419,9185,2316,13133,195,6633,13158,23707,1481,3272,0,19030,666,0,0,7197,28,11178,1535,9152,2960,195,0,23797,35645,21,40,42325,7808,3383,2,24630,24886,25721,2,65453,561,289,39749,5661,38,437,23688,1614,36661,0,1071,10093,42335,480,0,0,3,29303,0,112031,347,1487,19,8670,0,195,211,24869,1,2739,1151,10,39869,3898,11495,25639,444,15,6265,9398,0,3823,19,13022,804,5,1,17018,85,65,417,0,2981,14713,548,4417,25223,20861,61747,67,2700,252,187,20,7688,1937,811,1574,318,85,13090,29794,1843,5440,198,800,18057,23500,0,0,8827,4928,11778,41,0,2,42,4516,29,1275,0,22,2,2431,39092,268,202,21044,0,835,256,14161,11,3031,0,583,44126,0,0,0,246,5261,513,3402,42,2,42,14971,8402,0,1478,169,0,4658,376,7024,0,2371,0,7504,3602,4316,866,10962,1432,36422,256,56575,7637,4221,1,6,4,1897
1898,1700,19,272,83,18,14554,9883,0,53856,535,54872,7246,338,3534,7590,2063,3062,1297,11,16245,3713,9074,2,5816,3846,268,554,1417,7709,12558,1411,32,45394,241,1,257,0,3963,3964,472,24,0,0,26,150,9,2463,925,1,40152,17,0,27,2801,0,19118,295,8414,346,9522,59,17,28585,0,2138,1056,1326,1410,28275,17352,192,23,119,9251,864,16215,41919,4386,10796,6957,7,9145,96,3,1192,10714,2824,14391,286,8127,14200,24737,2550,3840,0,18178,718,0,0,8042,17,12722,1744,12049,3624,243,0,29163,47267,15,10,48203,9369,4098,2,28765,29641,27929,1,72989,564,329,46350,6458,46,507,27150,1387,45107,0,1170,11305,51908,545,0,0,9,34890,0,135539,364,1652,30,10494,0,191,184,18360,3,3644,1316,0,45448,3897,13415,31330,721,30,7385,9796,0,2142,10,19076,714,1,1,20024,175,87,565,0,3286,17005,1374,5065,31488,25345,75785,44,3546,384,256,20,11377,2090,1549,1535,293,75,13661,33544,2322,4873,111,719,21270,27375,0,0,10857,6138,13058,42,0,2,77,5647,53,1782,0,27,5,2474,45421,325,197,22973,0,1376,298,18230,63,3684,0,686,52170,0,0,0,411,5381,478,3345,27,3,71,18802,9948,2,1842,457,0,11836,609,7857,0,2923,0,7541,4566,4660,859,14314,1300,43957,261,62238,7623,4655,1,31,0,1898
1899,2013,33,1017,111,12,14709,10551,0,56031,1229,98103,9295,385,3827,13413,6659,5585,7749,447,17735,3205,8359,1,6095,4195,279,960,1969,9273,14456,1836,137,53601,260,1,291,0,11041,6000,591,19,0,0,23,194,2,2591,1046,3,49398,18,0,46,3340,0,19227,270,16471,1239,23338,227,27,28626,0,1637,1556,1873,2836,44904,17550,234,15,36,9320,2796,28524,51307,7964,17015,8478,15,10745,185,4,1936,10637,3922,15307,263,9730,15607,29293,2268,3922,0,13949,1338,0,0,8555,23,13867,1719,12805,3736,248,3,30680,49426,15,21,55251,8926,4195,1,29705,29076,30714,15,77455,619,460,50507,7938,34,537,30962,2039,46044,0,1415,13346,53427,617,0,0,8,42301,0,145018,495,1740,38,13015,0,213,196,16375,3,3663,1531,7,50443,4526,12872,36223,942,29,7608,11157,0,2619,73,20694,611,0,5,18953,201,76,530,0,2975,19763,2355,6615,38074,37893,96492,61,4428,480,219,23,14923,2333,3864,2005,254,87,15861,34844,2675,5849,212,729,24272,31432,0,0,11029,7461,13171,45,2,1,47,6912,48,3060,0,53,5,2918,42495,540,130,24541,0,1442,733,23074,618,5297,0,681,57680,0,0,0,1766,5878,600,4029,30,4,44,21098,10032,1,2160,324,0,16860,901,8722,0,2463,0,8399,5502,4738,820,15250,2015,48339,277,58787,8292,6087,1,31,3,1899
1900,3092,28,669,78,27,13531,12050,0,56404,1291,89684,10632,419,4792,12440,4907,4421,2986,263,18251,3569,7719,2,6893,4113,332,1027,1809,10679,15525,1490,65,57082,298,1,201,0,6468,7847,686,31,0,0,25,177,4,3199,1093,11,45683,23,0,36,4377,0,29570,259,10900,834,36757,63,360,35310,0,1221,1563,2268,1832,42814,18091,234,36,41,11485,1453,22218,62767,7632,14364,8596,9,11278,269,5,3403,10399,5867,20068,443,12955,16163,32461,2664,4828,0,14283,1366,0,0,11040,48,17689,1973,12566,4726,267,0,32522,51023,36,8,59406,9525,4285,1,30219,29034,33832,3,87343,699,316,54673,8818,50,554,32734,1671,49610,0,1556,16207,54284,762,0,0,9,38205,0,164982,794,2173,76,12868,0,277,207,20849,0,4040,1642,2,52453,5023,14923,34002,1111,22,6867,10931,0,3570,40,21439,1002,1,19,20446,208,132,632,0,3063,22675,4342,7079,37709,38482,104719,46,4762,369,225,41,14153,2243,6097,2100,457,67,21161,37241,2610,6702,375,878,25457,30976,0,0,11489,7316,14500,38,1,0,39,7381,76,3224,0,34,16,3304,47270,760,174,23332,0,1378,732,22367,115,5443,0,938,57354,0,0,0,637,6171,750,6050,32,2,79,21237,11978,1,1871,449,0,17590,702,9332,0,2870,0,7759,6457,5599,1150,16519,2030,50258,279,66110,8602,6136,0,50,0,1900
1901,2273,35,303,51,10,13057,8188,0,47789,621,51128,8313,316,3698,6686,1899,2749,1279,27,15383,2939,7177,4,5534,4150,566,417,1460,6297,11558,1423,46,39666,250,4,268,0,3640,4493,1018,61,0,0,18,115,1,2353,1097,3,42055,11,0,17,3736,0,22353,324,6894,265,5556,57,37,26227,0,1184,482,2957,555,28950,16831,124,19,102,10713,891,13644,50606,4229,8391,7458,41,9573,347,2,1810,12579,4265,16501,397,10411,12672,24758,1582,4045,0,13667,1462,0,0,7777,42,11776,1696,11458,3739,244,1,29251,42117,41,21,43186,8398,3596,1,28566,26655,31216,19,74217,562,248,41126,8000,55,428,30034,2306,45172,0,1127,13265,46436,544,0,0,6,31343,0,129978,587,1525,51,10409,0,215,248,16748,4,3210,1342,1,49084,4441,10253,33273,1232,20,5459,8759,1,1375,49,16494,951,4,5,19158,142,133,480,0,3073,19093,3303,5273,31571,26253,84003,73,3137,262,172,23,11338,1773,4020,1777,306,71,14965,32874,2540,4398,368,543,22089,29404,0,0,10104,6286,11844,44,0,1,55,5684,98,2351,0,20,16,3141,39709,564,164,22626,0,4336,461,18658,447,2397,0,712,51100,0,0,0,478,6433,435,3434,43,1,137,17429,9922,0,1758,271,0,8344,1386,7574,0,2680,0,5330,4214,4973,596,13359,1332,44908,155,49134,7862,4428,1,133,0,1901
